CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,20.46,,,0093645056
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,2.21,,,0536113171
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,2.08,,,0536113113
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,10.91,,,1671473502
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,1.86,,,0536113188
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,.86,,,1191718955
4951413,ESOMEPRAZOLE MAGNESIUM 20 MG PO CPDR,.77,,,1191718956
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,9.84,,,1671473601
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,8.39,,,1671473602
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,36.1,,,5511149330
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,34.09,,,1366815510
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,34.09,,,1366815530
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,34.09,,,1366815590
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,34.09,,,5456965921
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,34.05,,,4229201001
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,34.05,,,4229201016
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,30.67,,,6878869221
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,30.67,,,6878869222
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,30.67,,,6878869223
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,30.67,,,6878869226
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,30.67,,,6878869229
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.41,,,0186038430
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.41,,,0186038490
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.41,,,4359851030
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.41,,,4359851090
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.38,,,0378235177
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.38,,,0378235193
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.38,,,6586278430
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.38,,,6586278490
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,3.31,,,4359851010
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,6362945942
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,6362945944
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,6362945945
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,7133500521
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,7133500522
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,7133500523
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,7133500524
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,29.22,,,7133500525
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,25.98,,,0904658168
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,19.48,,,6362945941
4951414,ESOMEPRAZOLE MAGNESIUM 40 MG PO CPDR,19.48,,,6362945943
4951415,ESOMEPRAZOLE SODIUM 40 MG IV SOLR,125.64,,,6275650944
4951415,ESOMEPRAZOLE SODIUM 40 MG IV SOLR,104.7,,,1672925266
4951415,ESOMEPRAZOLE SODIUM 40 MG IV SOLR,104.7,,,4733550944
4951415,ESOMEPRAZOLE SODIUM 40 MG IV SOLR,104.7,,,6745739210
4951415,ESOMEPRAZOLE SODIUM 40 MG IV SOLR,104.7,,,6745739299
4951415,ESOMEPRAZOLE SODIUM 40 MG IV SOLR,103.5,,,5515018505
4951417,DIAZEPAM 20 MG RE GEL,606.76,,,6868265520
4951418,TOLCAPONE 100 MG PO TABS,234.89,,,6868293890
4951419,PYRIDOSTIGMINE BROMIDE ER 180 MG PO TBCR,74.5,,,6868230130
4951419,PYRIDOSTIGMINE BROMIDE ER 180 MG PO TBCR,74.42,,,0115140408
4951419,PYRIDOSTIGMINE BROMIDE ER 180 MG PO TBCR,74.42,,,4778133530
4951421,FLUCYTOSINE 250 MG PO CAPS,90,,,4279400908
4951421,FLUCYTOSINE 250 MG PO CAPS,205.17,,,4249433901
4951421,FLUCYTOSINE 250 MG PO CAPS,205.17,,,6498017901
4951421,FLUCYTOSINE 250 MG PO CAPS,204.66,,,6068735225
4951421,FLUCYTOSINE 250 MG PO CAPS,204.66,,,6068735295
4951421,FLUCYTOSINE 250 MG PO CAPS,164.14,,,0054042725
4951421,FLUCYTOSINE 250 MG PO CAPS,164.14,,,4338677101
4951421,FLUCYTOSINE 250 MG PO CAPS,164.14,,,6498017903
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,43.5,,,5515011930
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,43.5,,,6745752100
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,43.5,,,6745752122
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,34.35,,,6050506861
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,34.34,,,6050506864
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,34.01,,,0409337402
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,34.01,,,0409337411
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,33.6,,,3982201231
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,33.6,,,3982201232
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,30.74,,,6467903401
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,30.74,,,6467903402
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,29.32,,,4456780110
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,28,,,2502116430
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.6,,,6332330920
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.48,,,0781311090
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.48,,,0781311095
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.48,,,0781334494
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.48,,,0781334495
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.47,,,0409338302
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,27.47,,,0409338311
4951422,PIPERACILLIN SOD-TAZOBACTAM SO 2.25 (2-0.25) G IV SOLR,22,,,6332330926
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,65.27,,,5515012030
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,55.39,,,0781921390
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,55.39,,,0781921395
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,51.54,,,6050506871
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,51.53,,,6050506874
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,49.93,,,6745752200
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,49.93,,,6745752237
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,41.61,,,6332330030
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,36,,,3982201253
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,36,,,3982201254
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,35.81,,,0409337811
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,35.81,,,0409337813
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,34.59,,,6467905601
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,34.59,,,6467905602
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,33,,,2502116530
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,33,,,4456780210
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,33,,,4456788210
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0409338511
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0409338513
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0781311390
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0781311395
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0781335094
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0781335095
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0781935094
4951423,PIPERACILLIN SOD-TAZOBACTAM SO 3.375 (3-0.375) G IV SOLR,30.9,,,0781935095
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,82.65,,,5515012150
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,82.65,,,6745752300
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,82.65,,,6745752345
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,65.25,,,6050506881
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,65.25,,,6050506884
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,49.68,,,6332332050
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,46.8,,,3982201275
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,46.8,,,3982201276
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,46.11,,,0409337904
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,46.11,,,0409337911
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,44.01,,,4456780310
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,43.8,,,6467901201
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,43.8,,,6467901202
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,43.5,,,2502116648
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.2,,,0409339004
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.2,,,0409339011
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.19,,,0781311491
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.19,,,0781311495
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.19,,,0781336794
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.19,,,0781336795
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.19,,,0781936794
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,41.19,,,0781936795
4951424,PIPERACILLIN SOD-TAZOBACTAM SO 4.5 (4-0.5) G IV SOLR,30.4,,,6332332056
4951425,RESOURCE GLUTASOLVE PO PACK,7.96,,,0212283378
4951426,SODIUM CHLORIDE 1 G PO TABS,5.17,,,5852600551
4951426,SODIUM CHLORIDE 1 G PO TABS,.44,,,7079511200
4951426,SODIUM CHLORIDE 1 G PO TABS,.44,,,7079511201
4951426,SODIUM CHLORIDE 1 G PO TABS,.38,,,5515460750
4951426,SODIUM CHLORIDE 1 G PO TABS,.3,,,0223176002
4951426,SODIUM CHLORIDE 1 G PO TABS,.18,,,0223176001
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,4.54,,,7643930710
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,2.72,,,5762920210
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,2.7,,,4319901201
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,2.54,,,1381110310
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,1.8,,,1327311403
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,1.74,,,7118600725
4951429,HYOSCYAMINE SULFATE 0.125 MG PO TBDP,1.64,,,1013518401
4951430,OXAZEPAM 10 MG PO CAPS,6.25,,,6258481201
4951430,OXAZEPAM 10 MG PO CAPS,6.24,,,6258481211
4951430,OXAZEPAM 10 MG PO CAPS,4.61,,,0228206710
4951430,OXAZEPAM 10 MG PO CAPS,3.84,,,0228206750
4951430,OXAZEPAM 10 MG PO CAPS,3.79,,,5486813410
4951430,OXAZEPAM 10 MG PO CAPS,3.48,,,0781280901
4951430,OXAZEPAM 10 MG PO CAPS,1.27,,,0440799530
4951430,OXAZEPAM 10 MG PO CAPS,1.13,,,0440799560
4951430,OXAZEPAM 10 MG PO CAPS,1.12,,,0440799550
4951430,OXAZEPAM 10 MG PO CAPS,1.06,,,0440799590
4951430,OXAZEPAM 10 MG PO CAPS,.98,,,0440799591
4951431,NIFEDIPINE 20 MG PO CAPS,9.21,,,0228253010
4951431,NIFEDIPINE 20 MG PO CAPS,7.37,,,2315519501
4951431,NIFEDIPINE 20 MG PO CAPS,7.37,,,6931521201
4951431,NIFEDIPINE 20 MG PO CAPS,3.88,,,5886479730
4951431,NIFEDIPINE 20 MG PO CAPS,2.65,,,5295948830
4951431,NIFEDIPINE 20 MG PO CAPS,14.68,,,5026860111
4951431,NIFEDIPINE 20 MG PO CAPS,14.68,,,5026860115
4951431,NIFEDIPINE 20 MG PO CAPS,1.28,,,5486815212
4951431,NIFEDIPINE 20 MG PO CAPS,1.08,,,5486815210
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,8.35,,,4999999960
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,6.35,,,5570064230
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,4.44,,,0228254010
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,3.8,,,6808409411
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,3.79,,,6808409401
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,3.43,,,0904623861
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.77,,,6373901310
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.38,,,6275651988
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.37,,,0378113301
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.3,,,0228254050
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.3,,,0228254096
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.3,,,6275651913
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.28,,,6042965201
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,1.22,,,6042965205
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,.72,,,6042915405
4951432,CARBIDOPA-LEVODOPA 25-250 MG PO TABS,.69,,,6042915401
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,7.09,,,6068722830
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,7.08,,,1037083211
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,6.88,,,1037083209
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,6.88,,,4733567813
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,6.88,,,4733567881
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,6.88,,,6068722890
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,6.74,,,1037083205
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,5.18,,,6068722801
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,5.18,,,6068722811
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,3.01,,,0440742290
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,20.12,,,5486849920
4951433,DILTIAZEM HCL ER COATED BEADS 300 MG PO CP24,10.63,,,5456949241
4951434,METFORMIN HCL ER 750 MG PO TB24,9.26,,,5486855050
4951434,METFORMIN HCL ER 750 MG PO TB24,6.54,,,7133507762
4951434,METFORMIN HCL ER 750 MG PO TB24,4.92,,,5456965230
4951434,METFORMIN HCL ER 750 MG PO TB24,4.92,,,5456965231
4951434,METFORMIN HCL ER 750 MG PO TB24,4.79,,,5026853211
4951434,METFORMIN HCL ER 750 MG PO TB24,4.79,,,5122410750
4951434,METFORMIN HCL ER 750 MG PO TB24,4.31,,,5122410760
4951434,METFORMIN HCL ER 750 MG PO TB24,4.31,,,7093408330
4951434,METFORMIN HCL ER 750 MG PO TB24,3.1,,,5374617905
4951434,METFORMIN HCL ER 750 MG PO TB24,2.12,,,7133507763
4951434,METFORMIN HCL ER 750 MG PO TB24,10.06,,,5486855051
4951434,METFORMIN HCL ER 750 MG PO TB24,1.21,,,0093721201
4951434,METFORMIN HCL ER 750 MG PO TB24,1.11,,,4229161118
4951434,METFORMIN HCL ER 750 MG PO TB24,1.06,,,6042928010
4951434,METFORMIN HCL ER 750 MG PO TB24,1.05,,,0378035001
4951434,METFORMIN HCL ER 750 MG PO TB24,1.02,,,6042928018
4951434,METFORMIN HCL ER 750 MG PO TB24,.93,,,5374617901
4951434,METFORMIN HCL ER 750 MG PO TB24,.9,,,2903302101
4951434,METFORMIN HCL ER 750 MG PO TB24,.9,,,6050513291
4951434,METFORMIN HCL ER 750 MG PO TB24,.9,,,6203757701
4951434,METFORMIN HCL ER 750 MG PO TB24,.9,,,6586229201
4951434,METFORMIN HCL ER 750 MG PO TB24,.9,,,6838203905
4951434,METFORMIN HCL ER 750 MG PO TB24,.85,,,6203757710
4951434,METFORMIN HCL ER 750 MG PO TB24,.76,,,6275614301
4951434,METFORMIN HCL ER 750 MG PO TB24,.54,,,3334224011
4951434,METFORMIN HCL ER 750 MG PO TB24,.26,,,4948362401
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,5.7,,,5570047390
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,3.3,,,0228282011
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,3.3,,,5456960403
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,1.12,,,2315513701
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,.56,,,1672918201
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,.56,,,1672918217
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,.48,,,0440759490
4951435,HYDROCHLOROTHIAZIDE 12.5 MG PO TABS,.16,,,6042988801
4951436,OXYCODONE HCL 30 MG PO TABS,9.81,,,5766422488
4951436,OXYCODONE HCL 30 MG PO TABS,8.52,,,5486853900
4951436,OXYCODONE HCL 30 MG PO TABS,5.57,,,0904659161
4951436,OXYCODONE HCL 30 MG PO TABS,5.56,,,6808418511
4951436,OXYCODONE HCL 30 MG PO TABS,4.8,,,6809400659
4951436,OXYCODONE HCL 30 MG PO TABS,4.8,,,6809400661
4951436,OXYCODONE HCL 30 MG PO TABS,3.81,,,4778126501
4951436,OXYCODONE HCL 30 MG PO TABS,3.81,,,4778126505
4951436,OXYCODONE HCL 30 MG PO TABS,3.81,,,6838279701
4951436,OXYCODONE HCL 30 MG PO TABS,3.59,,,1070200901
4951436,OXYCODONE HCL 30 MG PO TABS,16,,,6191904860
4951436,OXYCODONE HCL 30 MG PO TABS,14.36,,,0228287911
4951436,OXYCODONE HCL 30 MG PO TABS,14.36,,,0406853001
4951436,OXYCODONE HCL 30 MG PO TABS,14.36,,,4280600801
4951436,OXYCODONE HCL 30 MG PO TABS,14.36,,,6516205150
4951436,OXYCODONE HCL 30 MG PO TABS,14.25,,,6808418501
4951436,OXYCODONE HCL 30 MG PO TABS,13.64,,,0603499228
4951436,OXYCODONE HCL 30 MG PO TABS,11.82,,,5486853902
4951436,OXYCODONE HCL 30 MG PO TABS,11.74,,,7133506771
4951436,OXYCODONE HCL 30 MG PO TABS,11.74,,,7133506772
4951436,OXYCODONE HCL 30 MG PO TABS,11.74,,,7133506774
4951436,OXYCODONE HCL 30 MG PO TABS,11.42,,,5486853901
4951436,OXYCODONE HCL 30 MG PO TABS,1.5,,,6042952101
4951436,OXYCODONE HCL 30 MG PO TABS,1.12,,,1310705701
4951436,OXYCODONE HCL 30 MG PO TABS,1.12,,,3172291801
4951436,OXYCODONE HCL 30 MG PO TABS,1.12,,,3172291805
4951438,POTASSIUM BICARBONATE 25 MEQ PO TBEF,3.54,,,5486803550
4951438,POTASSIUM BICARBONATE 25 MEQ PO TBEF,1.36,,,5020124002
4951438,POTASSIUM BICARBONATE 25 MEQ PO TBEF,1.08,,,5020124004
4951438,POTASSIUM BICARBONATE 25 MEQ PO TBEF,1.08,,,5020124006
4951438,POTASSIUM BICARBONATE 25 MEQ PO TBEF,.74,,,0182149717
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,2.73,,,5528969730
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,2.14,,,0378456077
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,2.14,,,0781151610
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,2.14,,,5886440890
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,1.89,,,0574027401
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,1.89,,,0574027405
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,1.72,,,0781151601
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,1.16,,,5486800972
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.88,,,5486800974
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.87,,,5504514047
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.77,,,5486800970
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.73,,,5456918990
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.73,,,5456918991
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.7,,,5486800971
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.49,,,0440810930
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.43,,,0440810960
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.39,,,0440810990
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.33,,,0440810991
4951439,POTASSIUM CHLORIDE ER 8 MEQ PO TBCR,.3,,,0440810992
4951440,ZINC SULFATE 220 (50 ZN) MG PO CAPS,.94,,,7733398310
4951440,ZINC SULFATE 220 (50 ZN) MG PO CAPS,.94,,,7733398325
4951440,ZINC SULFATE 220 (50 ZN) MG PO CAPS,.14,,,3786499101
4951440,ZINC SULFATE 220 (50 ZN) MG PO CAPS,.12,,,6025813101
4951440,ZINC SULFATE 220 (50 ZN) MG PO CAPS,.1,,,6858500801
4951440,ZINC SULFATE 220 (50 ZN) MG PO CAPS,.09,,,0904533260
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,8.52,,,6318738230
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,8.33,,,5528916005
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,6.7,,,6068710511
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,6.7,,,6068710521
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,6.27,,,5528916007
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,4.73,,,5528916010
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,4.37,,,5486801096
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,3.9,,,5528916013
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,3.17,,,5486801091
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,3.01,,,4999909210
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.98,,,6626714010
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.57,,,5486801097
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.45,,,5486801090
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.37,,,5486801092
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.33,,,5528916030
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.27,,,5486801095
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.09,,,5486801093
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,2.03,,,5528916040
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,1.96,,,5456908090
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,1.96,,,5456908092
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,1.96,,,5976237422
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,1.91,,,0555077904
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,1.73,,,5528916050
4951441,MEDROXYPROGESTERONE ACETATE 10 MG PO TABS,1.69,,,5434880505
