"PZC00011",,"NI CON 320/50 ML",224.5
"PZC00012",,"NI CON 320/100 ML",448
"PZC00013",,"MRI EOVIST INJECTED CONTRAST",49.25
"PZC00014",,"MRI EOVIST WASTED CONTRAST",49.25
"PZC00015",,"CT NI CON 300/100 ML",404.5
"PZC00016",,"CT NI CON 300/150 ML",530
"PZC00017",,"CCK 3MCG(SINCALIDE)",146.5
"PZC00018",,"KINEVAC 5MCG",243.5
"RB0CPACU",,"ROOM AND CARE - PACU ICU",2449.25
"RB0PREOP",,"ROOM AND CARE - PREOP ICU",2449.25
"RBBCLDRP",,"BIRTHING ROOM - MOM",868.5
"RBC00C22",,"C22 GENERAL CARE",868.5
"RBC00C31",,"C31 GENERAL CARE",868.5
"RBC00C32",,"C32 GENERAL CARE",868.5
"RBC00ICU",,"ROOM AND CARE - CMH ICU",2449.25
"RBC0CICU",,"INTENSIVE CARE - CICU",2401.25
"RBC0CMED",,"GENERAL CARE - CMHED",852.75
"RBC0GICU",,"GENERAL CARE - ICU",868.5
"RBC0LDRP",,"GENERAL CARE - LDRP",868.5
"RBC0PACU",,"GENERAL CARE - PACU",868.5
"RBC0WEST",,"GENERAL CARE - WEST",852.75
"RBCLDRP2",,"NURSERY LEVEL 2",442
"RBCPREOP",,"GENERAL CARE - PREOP",868.5
"RBCSOUTH",,"GENERAL CARE - SOUTH",852.75
"RBGCCICU",,"GENERAL CARE - CICU",852.75
"RBNCLDRP",,"ROOM AND CARE NURSERY",291.25
"RRC00001",,"PHASE 1 RECOVERY FIRST HOUR",1370.25
"RRC00002",,"PHASE 2 RECOVERY FIRST HOUR",942
"RRC00003",,"PHASE 1 RECOVERY OUTLIER FIRST HOUR",1570
"RRC00004",,"PHASE 1 RECOVERY OUTLIER EA ADDITIONAL 30 MIN",604.75
"RRC00005",,"PHASE 2 RECOVERY OUTLIER FIRST HOUR",1255.75
"RRC00006",,"PHASE 2 RECOVERY OUTLIER EA ADDITIONAL 30 MIN",483.75
"RRC00012",,"PHASE 1 RECOVERY EA ADDITIONAL 30 MIN",598.25
"RRC00013",,"PHASE 2 RECOVERY EA ADDITIONAL 30 MIN",363
"RT000002",,"CO2 EXPIRED GAS DETERMINATION",741
"RT000006",,"DEM&/EVAL PT ASL GEN NEB INHAL",211.75
"RT000008",,"INHAL TX PRESS/NON PRESS MDI",211.75
"RT000010",,"JET/OSCILL VENT - 1ST DAY",954
"RT000024",,"PHYSIOTX - CHEST INIT",211.75
"RT000025",,"PHYSIOTX - CHEST SUBS",77
"RT000029",,"PRESS/NONPRESS INHAL AC OBST T",239.75
"RT000031",,"CONTINOUS PULSE OX- OVERNIGHT STUDY",259.25
"RT000037",,"VENT A&M ADLT EA SUBS 8 HR",746.75
"RT000046",,"CONTINUOUS INHAL TX 1ST HR",286.5
"RT000049",,"CPAP INTIATION/MANAGEMENT",555.5
"SG000001",,"ST - SWALLOW CURRENT STATUS",0.01
"SG000002",,"ST - SWALLOW GOAL STATUS",0.01
"SG000003",,"ST - SWALLOW D/C STATUS",0.01
"SG000004",,"ST - MOTOR SPEECH CURRENT STATUS",0.01
"SG000005",,"ST - MOTOR SPEECH D/C STATUS",0.01
"SG000006",,"ST - MOTOR SPEECH GOAL STATUS",0.01
"SG000007",,"ST - LANG COMP CURRENT STATUS",0.01
"SG000008",,"ST - LANG COMP GOAL STATUS",0.01
"SG000009",,"ST - LANG COMP D/C STATUS",0.01
"SG000010",,"ST - LANG EXPRESS CURRENT STATUS",0.01
"SG000011",,"ST - LANG EXPRESS GOAL STATUS",0.01
"SG000012",,"ST - LANG EXPRESS D/C STATUS",0.01
"SG000013",,"ST - ATTEN CURRENT STATUS",0.01
"SG000014",,"ST - ATTEN GOAL STATUS",0.01
"SG000015",,"ST - ATTEN D/C STATUS",0.01
"SG000016",,"ST - MEMORY CURRENT STATUS",0.01
"SG000017",,"ST - MEMORY GOAL STATUS",0.01
"SG000018",,"ST - MEMORY D/C STATUS",0.01
"SG000019",,"ST - VOICE CURRENT STATUS",0.01
"SG000020",,"ST - VOICE GOAL STATUS",0.01
"SG000021",,"ST - VOICE D/C STATUS",0.01
"SG000022",,"ST - SPEECH LANG CURRENT STATUS",0.01
"SG000023",,"ST - SPEECH LANG GOAL STATUS",0.01
"SG000024",,"ST - SPEECH LANG D/C STATUS",0.01
"SG000025",,"COGNITIVE TEST BY HC PRO",320.75
"SI001263",,"GW ORTH 2.5MM 200MM THRD DRL",169.75
"SI002961",,"TUBE JEJUNAL FEEDING 14FR NO.0301-14",797.75
"SI003447",,"FLLWR 8FR 13.5IN STR THRD WVN",232.25
"SI003448",,"FLLWR 10FR 13.5IN STR THRD WVN",232.25
"SI003449",,"FLLWR 12FR 13.5IN STR THRD WVN",357.25
"SI003451",,"FLLWR 16FR 13.5IN STR THRD WVN",323.75
"SI003452",,"FLLWR 18FR 13.5IN STR THRD WVN",232.25
"SI003483",,"CATH URETERAL WOVEN RD TIP 4FR",146.75
"SI003484",,"CATH URET 70CM 5FR PU WHSTLTP",146.75
"SI003492",,"CATH URET 8FR PU CONE TIP STRL",93
"SI003493",,"CATH URET 70CM 6FR PU CONE TIP",99
"SI003624",,"GUIDEWIRE STR HIWIRE .038X150C",169.75
"SI005171",,"CATH SPRPUB 14FR MLCT 4 WING",86
"SI005174",,"CATH SPRPUB 20FR MLCT 4 WING",86
"SI005175",,"CATH SPRPUB 22FR MLCT 4 WING",86
"SI005176",,"CATH SPRPUB 24FR MLCT 4 WING",86
"SI005177",,"CATH SPRPUB 26FR MLCT 4 WING",86
"SI005178",,"CATH SPRPUB 28FR MLCT 4 WING",86
"SI005179",,"CATH SPRPUB 30FR MLCT 4 WING",86
"SI005182",,"CATH SPRPUB 36FR MLCT 4 WING",86
"SI005250",,"CATH EMBL 60CM 2FR FGRTY ART",421.75
"SI005251",,"CATH EMBL 80CM 3FR FGRTY ART",345.5
"SI005252",,"CATH EMBL 80CM 4FR 120804F",345.5
"SI005253",,"CATH EMBL 80CM 5FR 120805F",383
"SI005254",,"CATH EMBL 80CM 6FR FGRTY ART",343.5
"SI005258",,"CATH 23CM 5FR FGRTY BIL BLN",242.5
"SI006094",,"GW ORTH 2.5MM 230MM THRD SPAD",197.5
"SI006868",,"CATH CHLGM 60CM 4FR PERC 2LUM",332
"SI010766",,"GW ORTH 1.1MM 150MM NTHRD CANN",196.75
"SI010945",,"CATH IT 114CM 15GA NDR          01",1773
"SI012506",,"CATH 1.75IN 16GA IV TWCTH",78
"SI019349",,"CATH BLNDIL 240CM 7.5FR 10-12",439
"SI019351",,"CATH BLNDIL 240CM 7.5FR 15-18",439
"SI019352",,"CATH BLNDIL 240CM 7.5FR 18-20",666.5
"SI022222",,"SHEATH PINNACLE W/WIRE 5X10X35",65
"SI022223",,"SHEATH PINNACLE W/WIRE 6X10X35",65
"SI025441",,"INTRO SHTH 4FR 2.5CM 10CM MINI",79
"SI029614",,"CATH IU DMSTC BLN SIL THRMCHC",4474.5
"SI030539",,"LOOP LIGATION",143.5
"SI031961",,"GLIDEWIRE STRAIGHT 0.25M X 150",167.75
"SI034363",,"6 X 100 X 80CM EVER CROSS OTW     01",589
"SI034364",,"035 OTW PTA 9mm 20mm 80cm",589
"SI036573",,"J-CURVED GW 180CMX.021",113
"SI038285",,"CATH POWER PICC 3CG 4F SL",1269.75
"SI038286",,"CATH POWER PICC 3CG 5F DL",1269.75
"SI039490",,"SHEATH DESTINATION GF 45CM",198.75
"SI041070",,"4FR 110CM PIGTAIL CATH",89.5
"SI044279",,"CATH DXTERITY 5FR 100CM JL50",105
"SI044948",,"PROBE RF OSTEOCOOL 15MMX1",304
"SI062649",,"CATH ELCTRHMST 210CM 7FR GOLD",920.5
"SI070975",,"CATHETER SUPRAPUBIC SET NO420-100",343.5
"SI071425",,"GUIDEWIRE STRUXURE",258.25
"SI071690",,"CATHETER CHOLANGIOGRAPHY DISP",332
"SI076337",,"GUIDE WIRE 2.8MM ADJ 312.01",4902
"SI076340",,"GUIDE WIRE VRBLE ANGLE 312.07",5526
"SI076349",,"GUIDE WIRE MULTIPLE 312.692",6684
"SI077604",,"PINNACLE SHEATH 7FR 10CM",62
"SI077840",,"CATH SITESEER 4FR JR 3.5",90
"SI077841",,"CATH SITESEER 4FR JR 4",90
"SI077842",,"CATH SITESEER 4FR JR 5",90
"SI077843",,"CATH SITESEER 4FR JL 3.5",90
"SI077844",,"CATH SITESEER 4FR JL 6",90
"SI077845",,"CATH SITESEER 4FR LCB",90
"SI077846",,"CATH SITESEER 4FR MPA2",90
"SI077847",,"CATH SITESEER 4FR MULTIPACK",148
"SI078049",,"FREEMAN PANCREATIC STENT KIT 5FR 3CM",275
"SI078168",,"PICC TRAY MAXBARRIER 5FR DL FT",712
"SI078169",,"PICC TRAY MAXBARRIER 4FR SL POWER PICC",719
"SI078206",,"CATH MONITOR WEDGE 6FR 110CM",420
"SI078808",,"KIT CATHETER NEPHROSTOMY 8FR",856
"SI079267",,"PARALLEL WIRE GUIDE",3756
"SI079268",,"ADJUSTABLE PARALLEL WIRE GUIDE",4632
"SI079560",,"035 OTW PTA 4mm 20mm 80cm",589
"SI079562",,"035 OTW PTA 10mm 20mm 80cm",589
"SI079563",,"035 OTW PTA 12mm 20mm 80cm",589
"SI079566",,"CATH ANGIO 5FR KMP 65CM TORC    01",125
"SI079597",,"CATH DXTERITY 110CM 5FR",105
"SI084847",,"EXTRACTOR BALLOON 12-15MM",712
"SI087503",,"GUIDEWIRE THRD TIP 2.8X400MM",317
"SI088107",,"GDWIRE AMPLTZ SSTFPTFE 35CM FLX",157.5
"SI092919",,"NDL CATH YUEH 5F 19GX16CM",81.75
"SI093189",,"DRILL TIP GUIDE WIRE 2.5X300MM",974.75
"SI097284",,"KIT UROMAX DILITATION 6MMX10CM",973.75
"SI097285",,"KIT UROMAX DILITATION 6MMX4CM",818
"SI097543",,"BALL DILATOR ERCP 4MMX4CMX180",692.75
"SI099613",,"GW FIX CORE T-J .035",138
"SP000051",,"HEMOVAC LARGE",55.75
"SP000165",,"SYRINGE BULB EAR 2 OZ",4.25
"SP000227",,"PAD GROUNDING REM",56
"SP000340",,"BNDG ROLL 4.1YDX4.5IN GZE 6",15.5
"SP000354",,"DRESSING OPSITE 4INX4 3/4IN",6.25
"SP000360",,"CNSTR SUCT 1.2L LOCK LID",39.25
"SP000364",,"CYL GRAD CLER NV+ PLAS TRIANG",3
"SP000396",,"CATH URETH 12FR 5ML SLVR",73.25
"SP000397",,"CATH URETH 14FR 5ML SLVR",73.25
"SP000398",,"CATH URETH 16FR 5ML SLVR",73.25
"SP000399",,"CATH URETH 16FR 30ML FLY 2W",109.25
"SP000400",,"CATH URETH 18FR 5ML SLVR",73.25
"SP000401",,"CATH URETH 18FR 30ML SLVR",109.25
"SP000402",,"CATH URETH 20FR 5ML SLVR",73.25
"SP000403",,"CATH URETH 22FR 5ML SLVR",73.25
"SP000404",,"CATH URETH 22FR 30ML FLY 2W",114.25
"SP000408",,"CATH URETH 28FR 30ML SLVR",114.25
"SP000430",,"KIT ART LINE 1.75IN 20GA .018",63
"SP000461",,"CATH SUCTION W/CONTROL 10FR",10
"SP000463",,"CATH SUCTION W/CONTROL 14FR",10
"SP000502",,"TUBE NG 39IN 20FR BLN CATH",1234.25
"SP000556",,"TUBE 5MM UNCUF FEN SHLY TRACH",188
"SP000557",,"TUBE 6.4MM UNCUF FEN SHLY",192
"SP000558",,"TUBE TRACH FEN UNCUFF SZ 8",293.75
"SP000559",,"TUBE TRACH FEN UNCUFF SZ 10",188
"SP000560",,"TUBE 5MM UNCUF NFEN SHLY TRACH",278.5
"SP000561",,"TUBE 6.4MM UNCUF NFEN SHLY",188
"SP000562",,"TUBE 7.6MM UNCUF NFEN SHLY",188
"SP000575",,"TUBE TRACH X LONG #6",248.5
"SP000694",,"DRN INCS 2.5L PLAS THOR SGL",154
"SP000795",,"KIT ENEMA ADMINISTRATION",7.25
"SP000798",,"PAD SNTRY CRTY MTRNTY REG ADH",7.25
"SP000832",,"ELECTRODE QUIK-COMBO AD PHYSIO",291
"SP001038",,"BRIEF INCONTINENT LARGE",20.75
"SP001051",,"RESERVOIR SUCTION EVAC 100CC 0070740",55.5
"SP001052",,"DRAIN SUCTION FLAT 10MM",36.25
"SP001067",,"SNSR ADLT OXIMAX OXM ADH STRAP",88.5
"SP001068",,"SNSR PED OXIMAX 18IN OXM ADH",80
"SP001070",,"SNSR NEO OXIMAX OXM ADH",89.5
"SP001482",,"BURR DIAMOND 3MM",484
"SP002520",,"BIT DRILL BIOSUTURE TAK NOAR-1250LT",449.75
"SP002627",,"SUTURE VICRYL 6-0 NO.J570G S14 VIOBR 18",126.25
"SP002685",,"SUT 0 18IN PDS2 VIOL LOOP LIG",171.5
"SP002770",,"SUTURE PLAIN 2-0 NO.L103G GUT 54IN",421.75
"SP003005",,"SUTURE ETHI-PACK ST B&5187",74.25
"SP003013",,"SUTURE MERSILENE 4-0 S-2 18WHT 1779G",108.5
"SP003038",,"SUTURE PROLENE 6-0 C-1 BLU MONO NO8706H",92.5
"SP003208",,"SUTURE SILK 2-0 NOC012D SH BLK BR CR 18",82.5
"SP003364",,"SUTURE FIBERWIRE#2",146.75
"SP003418",,"CATH FOLEY 2 WAY 10FR 3CC PEDS",59
"SP003429",,"CATH FOLEY 2 WAY 20FR 30CC",109.25
"SP003629",,"SUTURE SILK 3-0 NOC013D SH BLK BR CR 18",82.5
"SP003710",,"SUTURE SILK 6-0 NO.780G G-1 BLK BR 18IN",67.25
"SP004022",,"BIT DRL 195MM QC 3 FLT 4.5MM",470.5
"SP004031",,"BIT DRL MINI 65MM QC 2MM NS",209.25
"SP004040",,"KIT CANNULA 8MMX76MM",169.75
"SP004180",,"SUTURE PROLENE 7-0 CC",63.25
"SP004189",,"BLD SAW UNV 70X9X1.27MM OSC",1130.5
"SP005059",,"BUR DIA ELITE TAPERED 1MM",485
"SP005104",,"KIT SHOULDER SUSPENSION",266.5
"SP005194",,"CATH SET ARTERIAL 18G X 4 1/4",72.25
"SP005195",,"CATH SET ARTERIAL 20G X 4 1/4",56.75
"SP005208",,"RASP 17X3.2MM MED HELICOIDAL",320
"SP005865",,"KIT CATH REPAIR",625
"SP006100",,"LIGHT SOURCE DISP",1926.25
"SP006292",,"BIT DRL 165MM QC 2.8MM NS",862.5
"SP006343",,"DRILLBIT QUICK COUPLE 2.0X100M",284.75
"SP006347",,"DRILLBIT QUICK COUPL 2.5X180MM",252
"SP006349",,"DRILLBIT QUICK COUPL 2.5X110MM",516.5
"SP006350",,"DRILLBIT QUICK COUPL 2.7X100MM",257.25
"SP006355",,"DRILLBIT JACOB CHUCK 3.2X180MM",299.25
"SP006356",,"DRILLBIT QUICK COUPL 3.2X145MM",505
"SP006358",,"DRILLBIT QUICK COUPL 3.5X110MM",252
"SP006360",,"DRILLBIT QUICK COUPL 3.5X195MM",424.75
"SP006362",,"DRILLBIT QUICK COUPL 4.5X145MM",505
"SP006368",,"DRILLBIT CANN 5MM",1234.25
"SP006371",,"DRILLBIT CANN 2.7MM 160MM 130M",1346.25
"SP006381",,"CNTRSNK DRL NS",1434
"SP006398",,"TAP FOR CANN SCREW 4MM",1133.5
"SP006594",,"KIT SYNCHRO REFILL",218.75
"SP006595",,"KIT SYNCHROMED ACCESSORY",400
"SP006709",,"SUTURE 5-0 PROLENE",41.25
"SP006877",,"BLD DRMTM 4.25X1.25IN BRN SS",161.5
"SP006879",,"DRAIN FLAT SUCTION JP 7MM",65.5
"SP007087",,"VAC MIXING SYSTEM PRISM II",1356.75
"SP007095",,"ADHESIVE DERMABOND",141.5
"SP007119",,"RETAINER VISCERA",106.75
"SP007234",,"SPLINT AIRWAY DOYLE II",132.75
"SP007542",,"DRAIN SUCTION JP ROUND 7MM",51.25
"SP007771",,"CANN SHOULDER 7CM",21
"SP007849",,"TUBE FEEDING NASOJEJUNAL 08230100",533.75
"SP007936",,"RETRACTOR MINI ENDO 5MM",623
"SP007938",,"DISSECTOR ENDO LAP DISP 5MM",974.5
"SP007944",,"ENDOCLOSE DEVICE TROCAR SITE",370
"SP007968",,"ENDOSTITCH INST 10MM",972.5
"SP007973",,"SUTURE ENDO STITCH SILK 48 0",178.25
"SP007974",,"SUTURE ENDOSTITCH SILK 2-0 SINGLE 48",178.25
"SP007977",,"SURGICLIP PREM TITANIUM L 13.0",345.75
"SP007978",,"SURGICLIP PREMIUM TITAN M11.5",370.5
"SP008023",,"INSTRUMENT DISP PURSTRING 65",563
"SP008025",,"BAG BILE REGULAR",106.75
"SP008148",,"COLLAR ASPEN REGULAR",346.25
"SP008177",,"KIT PIN-PLUG NO6725 MEDTRONIC",528.25
"SP008440",,"CMPNT PTLR STD 3 POST OVAL",2555
"SP008573",,"DRESSING AQUACEL 19.5X19.5CM",176.75
"SP008583",,"TIP LOOP CAUTERY HIGH TEMP",67
"SP008872",,"SPLINT WRIST RIGHT LARGE",65.5
"SP008901",,"BANDAGE KLING STERILE 4IN",4.5
"SP009246",,"DRESSING ELASTO GEL NO.DR8000 4X4",33.5
"SP009318",,"DRSG 4X4IN ADH ABSB BRDR WTPRF",24.5
"SP010387",,"SUTURE GORTEX NO.5N02A",97.75
"SP010663",,"SUTURE STEEL 2 4-20 IN LS-1",84
"SP010767",,"DRILLBIT CANN 2.0MM",1684.75
"SP011031",,"BIT DRILL 2.0MM                                           02",516.5
"SP011336",,"DERMABOND ADVANCED .75ML",128
"SP011425",,"CMPNT FEM AUG 3 4MM POST KNEE",4126
"SP011882",,"PROTACT INSTRUMENT 5MM",1744.75
"SP012353",,"TUBE ENDO TRACH CTRL 7MM 28FR",50.25
"SP012452",,"NEEDLE BIOPSY-ASPIRATION 18G NODIN1518X",134.25
"SP012500",,"TRAY TRAUMA",94
"SP012505",,"CATH PERIPHERAL 2-LUMEN 20/22",77.25
"SP012506",,"CATH PERIPHERAL 2-LUMEN 18/20",77.25
"SP012672",,"PACEMAKER LEAD WRENCH",189.75
"SP012677",,"SYS BLD WARM ADM SET NRMTH LVL",164
"SP012686",,"FORCEP RADIAL JAW 3",188.25
"SP012806",,"SYSTEM RM TEMP INJECTABLE",85
"SP012865",,"INTUBATOR AIRWAY WILLIAMS 9MM 1-1503-09",35.25
"SP012866",,"INTUBATOR AIRWAY WILLIAMS 10MM 1-1503-10",35.25
"SP012993",,"SHFT SCRDRVR 6.5IN STRDR QC",2748
"SP013092",,"PROBE TEMP ESOPH/RECTAL DISP",46.25
"SP013176",,"SLEEVE WAND COVER MDT",105.5
"SP013299",,"TBG SUCT ENDOMAT 2 PNCT NDL",378.25
"SP013300",,"LOOP RESECTOSCOPE 24F",453
"SP013549",,"NEEDLE CHIBA 20GA X 10CM",49.25
"SP013554",,"NEEDLE FRANSEEN 20GA X 10 CM",22.25
"SP013979",,"BSKT SP RET 180CM 2CM TRPZD RX",1108.75
"SP013987",,"BSKT SP RET 180CM 2.5CM TRPZD",982.75
"SP013991",,"SNSR ADLT MXFST FRHD OXM ADH",97.5
"SP014333",,"BUR ROUND TAPERED 2.0",484
"SP014677",,"BIT DRILL 3FLTD 315.28",992.25
"SP015086",,"FCP ESCP HOT BPSY PLYPCTM SERR",128.75
"SP016000",,"TRACH SPEAKING PMV2001 PASSY-MUIR",325
"SP016272",,"BIT DRILL 4.5MM 310.48 QC195MM",408.5
"SP016638",,"DRSG 6X6IN ADH ABSB BRDR WTPRF",24.5
"SP016679",,"BURR ROUND FLUTED 3.0MM",511
"SP016923",,"NEEDLE NERV STIMUPLEX 22GX2 NO333690",70
"SP016924",,"NEEDLE NERV STIMUPLEX 21GX4 NO333686",80
"SP017171",,"KIT ADDITIONAL FRACTURE",10654.25
"SP017172",,"KIT FIRST FRACTURE",16115
"SP017417",,"SHFT SCRDRVR CANN HEX 3.5-4 MM",916
"SP017418",,"HNDL SM QC SCRDRVR NS BONE",1743
"SP017578",,"DRSG MPTL 7.2X4IN NADH SOFT",68.75
"SP018094",,"WFR OST K 2.75IN CTRPNTLK 2PC",27
"SP019052",,"SPLINT BASEBALL FINGER LARGE",85.75
"SP019169",,"DRSG NACL ABSB ANMC NWVN RBN",15.5
"SP019315",,"VISCOPASTE 3X10YDS",40.75
"SP019319",,"SUT 6-0 PC-1 18IN FAST ABSB",32.25
"SP019347",,"CATH CRE BALLOON 6-8MM",130.25
"SP019348",,"CATH CRE BALLOON 8-10MM",1139.75
"SP019349",,"CATH CRE BALLOON 10-12MM",719.5
"SP019350",,"CATH CRE BALLOON 12-15MM",719.5
"SP019351",,"CATH CRE BALLOON 15-18MM",666.5
"SP019669",,"SHOHN DRSAID SS PLAS 24IN E-Z",52
"SP020844",,"BIT DRL 195MM QC 3 FLT 4MM NS",470.5
"SP021083",,"PROBE VULCAN TAC-S",1245
"SP022693",,"BIT DRILL W/QUICK COUPLER 4.3M",531
"SP023009",,"TIP AEROSOL SPRAY HEMASEEL",317
"SP023410",,"MARKER SPOT TYPE II",144
"SP024150",,"SUTURE CHROMIC 0 27IN BP-1 NO47T",46.75
"SP024439",,"GUIDE SLEEVE DRILL 2.0MM",2385
"SP025062",,"PAD GROUNDING ADULT ARGON BEAM",63.25
"SP025963",,"PROT SM FLEECE XTRMT MULPDS",241
"SP026504",,"GEL IDOSORB",150.75
"SP027168",,"SLV TIBTRY 45MM MBT MED LG",11712
"SP027308",,"BASKET RETRIEVAL 3X6CM",1108.75
"SP027343",,"LOADING UNIT CONTOUR BLUE LEFT",678.5
"SP027344",,"LOADING UNIT CONTOUR GREEN LFT",536.75
"SP027345",,"STAPLER CONTOUR BLUE LEFT",1394.75
"SP027900",,"DRESSING ACTICOAT REGULAR 4X4 NO20101",58.5
"SP027911",,"SUTURE PROLENE 3-0 NO.8976H V-7 BLU 36IN",55
"SP028369",,"STAPLER CONTOUR GREEN",1343
"SP028448",,"CLAMP CATHETER PICC LINE 4FR CC-00004",39.25
"SP028449",,"CLAMP CATHETER PICC LINE 5FR CC-00005",39.25
"SP029214",,"DRN INCS 1000ML PLR INTRO VAL",287
"SP029657",,"SUTURE GORETEX NO.6M10B",145.5
"SP030054",,"PARAGON T2 ICW AC5531-01",1148.5
"SP030190",,"STPLR INTNL 33MM TI HMRHD ESCP",1370.5
"SP030207",,"ELECTRODE LOOP LARGE 2.0X.08 R2008",123.75
"SP030208",,"ELECTRODE LOOP MEDIUM 1.0X1.0 R1010",123.75
"SP030269",,"DRSG GRMCDL 4MM 1IN BIOPTCH",44.5
"SP030345",,"WASHER SPIKED NO219.941",373
"SP030376",,"TMPLT 5 HOLE 60MM BNDRG 2.7MM",265
"SP030377",,"TMPLT 7 HOLE 85MM BNDRG 2.7MM",265
"SP030379",,"TMPLT 7 HOLE BNDRG 4.5 MM",545
"SP030381",,"TMPLT 9 HOLE BNDRG 4.5MM",545
"SP030383",,"TMPLT 12 HOLE BNDRG 4.5 MM",545
"SP030551",,"CANNULA MONTGOMERY 6 6X25MM",448
"SP030552",,"CANNULA MONTGOMERY 6 8X25MM",448
"SP031299",,"ANTENNA PT PROGRAMMER DBS",705.75
"SP031607",,"DRESSING ACTICOAT 7DAY 4X5 NO20141",97
"SP031823",,"DRESSING WOUND ACTICOAT ABSO",91.5
"SP033356",,"RELOAD STAPLER ECHELON BLUE ECR60B",956.25
"SP033776",,"ELECTRODE L HOOK NO0020 SIMON",235.75
"SP034415",,"CAPIO SLIM SUTURING DEVICE",1402
"SP034621",,"ENDO CLIP APPLIER 5MM",616
"SP035469",,"TIGERSTICK",57
"SP035477",,"DEVICE LAP MARYLAND JAW LIGASURE",1510
"SP035484",,"RELOAD STAPLER ECHELON WHITE ECR60W",956.25
"SP035488",,"FIBERWIRE NO.2 SUTURE W NEEDLE AR-7200",48.5
"SP036678",,"SUTURE PROLENE 5-0 NO.8725H",63.25
"SP038886",,"DRILL FOR ACL TIGHTROPE RT",895
"SP039492",,"6FR 100CM TIG4.0 GUID CATH",180.5
"SP039557",,"NUTRITIONAL NUTRIHEP 250ML CAN",94.75
"SP039887",,"TUBE TRACH 6.0 CUFFED X-LONG DISTAL",248.5
"SP039925",,"7FR 85CM FAST CATH SHEATH",196.5
"SP039943",,"STAPLER ECHELON 35 FLEX POWER",718
"SP039944",,"RELOAD WHITE ENDOPATH ECHELON",629
"SP040542",,"DRESSING HEEL MEPILEX BORDER",104
"SP040716",,"SPRAYER TISSEEL LAPAROSCOPIC",564.25
"SP041361",,"NEEDLE TRUPASS STERILE 72203793",2897.75
"SP041786",,"BLADE HELICAL TFNA 75MM",2535
"SP041787",,"BLADE HELICAL TFNA 80MM",2535
"SP041788",,"BLADE HELICAL TFNA 85MM",2535
"SP041789",,"BLADE HELICAL TFNA 90MM",2535
"SP041791",,"BLADE HELICAL TFNA 100MM",2535
"SP041792",,"BLADE HELICAL TFNA 105MM",2535
"SP041793",,"BLADE HELICAL TFNA 110MM",2535
"SP041794",,"BLADE HELICAL TFNA 115MM",2535
"SP041795",,"BLADE HELICAL TFNA 120MM",2535
"SP041796",,"BLADE HELICAL TFNA 125MM",2535
"SP041853",,"TRAY SAF-T-CENTESIS 8FR",299.25
"SP041859",,"DEVICE CURVED SMALL JAW LIGASURE",1510
"SP042059",,"RETRACTOR/PROTECTOR WOUND ALEXIS MD",330.5
"SP042126",,"CATHETER ACCESS AND DELIVERY",8267.75
"SP042213",,"SUPPORT ARTERIAL WRIST HAND-AID",89.25
"SP042330",,"SYSTEM FIXATION OPTIFIX ABSRB",1510
"SP042333",,"TACKER CAPSURE PERM FX FSTNR30",1510
"SP042655",,"SUTURE TAPE",175
"SP042656",,"SPEEDBRIDGE KIT    01",5428.75
"SP042768",,"STAPLER PROX LINEAR 75MM BLUE",753
"SP043121",,"IPRISM CLIP",300
"SP043549",,"DEVICE MARYLAND JAW SEAL 5MM LIGASURE",2235
"SP043632",,"ACAPELLA",198
"SP043789",,"ADVISOR FL SENSOR ENABLED",2600
"SP043790",,"ADVISOR FL SENSOR CABLE",550
"SP043883",,"SET MICROPUNCTURE 4 FR STIFF",110
"SP060602",,"SLV DRL 2.7MM 2MM DBL NS",2385
"SP061026",,"SYRINGE INFLATION 60CC W GAUGE",148.25
"SP061162",,"PREFILTER USE SINGLE",117
"SP061187",,"KIT ACCESS CATHETER PORT MEDTRONIC",218.75
"SP061777",,"HOOK BONE SHRP CK ALGN OF",835
"SP062517",,"LENS MORTAN MT2000",107.5
"SP062649",,"PROBE GOLD 7FR INJECTION",920.5
"SP063435",,"SLING ULTRA BLACK MED",302.5
"SP063436",,"SLING ULTRA BLACK LGE",302.5
"SP064431",,"TUBE GASTRIC 16FR W/9FR J",533.75
"SP064495",,"DEVICE SP RETRIEVAL NET 230CM 00715050",453.5
"SP065741",,"CBL PCNG 12FT TEMP SM ALGTR",153.5
"SP066162",,"ELECTRODE LEEP 2.5CMX1.0CM",123.75
"SP066517",,"BAG 8.5IN 2IN UROS 1 PCE DRN",14
"SP066577",,"DRILLBIT 4.0MM                            02",531.25
"SP066722",,"PROT LG FLEECE XTRMT MULPDS",225.25
"SP070019",,"RETAINER VISCERA NO.3206 LARGE - ASCENT",106.75
"SP070020",,"DISC COMPRESSAR NO5123-01",73.5
"SP070052",,"BAG AMBU INFANT W MANOMETER CO2 DETECTOR",117.25
"SP070054",,"MASK LARYNGEAL DISP SIZE 3 STRAIGHT",60.25
"SP070055",,"MASK LARYNGEAL DISP SIZE 4 STRAIGHT",60.25
"SP070056",,"MASK LARYNGEAL DISP SIZE 5 STRAIGHT",60.25
"SP070057",,"BLADE LARYNGOSCOPE KING VISION NON-CHANN",34.75
"SP070058",,"BLADE LARYNGOSCOPE KING VISION CHANNELED",34.75
"SP070059",,"5MASK LARYNGEAL DISP SIZE 3 INTBTE/GSTRC",89
