"Procedure Record Name","Unit Charge"
"PLATE 130 DEG DHS-DCP SHORT BARRELL 25 MM X 6 HOLES 281.506","1281.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 10 HOLES 281.010","1461.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 12 HOLES 281.012","1461.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 14 HOLES 281.014","1943.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 2 HOLES 281.021","1281.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 3 HOLES 281.031","1281.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 5 HOLES 281.050","1281.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 6 HOLES 281.060","1281.00"
"PLATE 130 DEG DHS-DCP STANDARD BARRELL - 38 MM X 8 HOLES 281.081","1461.00"
"PLATE 135 DEG DHS-DCP SHORT BARRELL 25 MM X 2 HOLES 281.520","1281.00"
"PLATE 135 DEG DHS-DCP SHORT BARRELL 25 MM X 3 HOLES 281.530","1281.00"
"PLATE 135 DEG DHS-DCP SHORT BARRELL 25 MM X 5 HOLES 281.550","1281.00"
"PLATE 135 DEG DHS-DCP SHORT BARRELL 25 MM X 6 HOLES 281.560","1281.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 10 HOLES 281.100","1461.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 12 HOLES 281.110","1461.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 14 HOLES 281.130","1943.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 16 HOLES 281.170","1943.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 18 HOLES 281.190","2000.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 2 HOLES 281.102S","1397.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 20 HOLES 281.020","2000.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 3 HOLES 281.131","1281.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 5 HOLES 281.150","1281.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 6 HOLES 281.160","1281.00"
"PLATE 135 DEG DHS-DCP STANDARD BARRELL - 38 MM X 8 HOLES 281.180","1461.00"
"PLATE 135 DEG DHS-DCP STD 38MM 4HOLE 281.140","1281.00"
"PLATE 135 DEG DHS-DCP STD 4H STERILE 38MM 281.140S","1397.00"
"PLATE 13H 3.5X169MM 245.033","1247.00"
"PLATE 140 DEG DHS-DCP SHORT BARRELL 25 MM X 2 HOLES 281.620","1281.00"
"PLATE 140 DEG DHS-DCP SHORT BARRELL 25 MM X 3 HOLES 281.630","1281.00"
"PLATE 140 DEG DHS-DCP SHORT BARRELL 25 MM X 4 HOLES 281.640","1281.00"
"PLATE 140 DEG DHS-DCP SHORT BARRELL 25 MM X 5 HOLES 281.650","1281.00"
"PLATE 140 DEG DHS-DCP SHORT BARRELL 25 MM X 6 HOLES 281.660","1281.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 10 HOLES 281.200","1461.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 12 HOLES 281.212","1461.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 14 HOLES 281.214","1943.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 16 HOLES 281.216","1943.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 2 HOLES 281.220","1281.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 3 HOLES 281.230","1281.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 5 HOLES 281.250","1281.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 6 HOLES 281.260","1281.00"
"PLATE 140 DEG DHS-DCP STANDARD BARRELL - 38 MM X 8 HOLES 281.280","1461.00"
"PLATE 145 DEG DHS-DCP SHORT BARRELL 25 MM X 2 HOLES 281.720","1281.00"
"PLATE 145 DEG DHS-DCP SHORT BARRELL 25 MM X 3 HOLES 281.730","1281.00"
"PLATE 145 DEG DHS-DCP SHORT BARRELL 25 MM X 4 HOLES 281.740","1281.00"
"PLATE 145 DEG DHS-DCP SHORT BARRELL 25 MM X 5 HOLES 281.750","1281.00"
"PLATE 145 DEG DHS-DCP SHORT BARRELL 25 MM X 6 HOLES 281.760","1281.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 10 HOLES 281.310","1461.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 12 HOLES 281.312","1461.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 14 HOLES 281.314","1810.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 16 HOLES 281.316","1810.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 2 HOLES 281.320","1281.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 3 HOLES 281.330","1281.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 4 HOLES 281.340","1281.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 5 HOLES 281.350","1281.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 6 HOLES 281.360","1281.00"
"PLATE 145 DEG DHS-DCP STANDARD BARRELL - 38 MM X 8 HOLES 281.308S","1561.00"
"PLATE 14H 3.5X182MM 245.034","1293.00"
"PLATE 14HL 246MM RIGHT TIBIAL","2932.00"
"PLATE 14MM 71001-014","1984.00"
"PLATE 14MM 71003-014","2170.00"
"PLATE 14MM LEVEL 1 (QTY.2) 61001-014","1984.00"
"PLATE 14MM OPEN DOOR 853014WM","1228.00"
"PLATE 14MM P1-0014","2170.00"
"PLATE 150 DEG DHS-DCP SHORT BARRELL 25 MM X 2 HOLES 281.820","1281.00"
"PLATE 150 DEG DHS-DCP SHORT BARRELL 25 MM X 3 HOLES 281.830","1281.00"
"PLATE 150 DEG DHS-DCP SHORT BARRELL 25 MM X 4 HOLES 281.840","1281.00"
"PLATE 150 DEG DHS-DCP SHORT BARRELL 25 MM X 5 HOLES 281.850","1281.00"
"PLATE 150 DEG DHS-DCP SHORT BARRELL 25 MM X 6 HOLES 281.860","1281.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 10 HOLES 281.400","1461.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 12 HOLES 281.410","1461.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 14 HOLES 281.414","1943.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 16 HOLES 281.416","1943.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 18 HOLES 281.418","1863.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 2 HOLES 281.402","1281.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 20 HOLES 281.421","2000.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 3 HOLES 281.430","1281.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 4 HOLES 281.440","1281.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 5 HOLES 281.450","1281.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 6 HOLES 281.460","1281.00"
"PLATE 150 DEG DHS-DCP STANDARD BARRELL - 38 MM X 8 HOLES 281.480","1461.00"
"PLATE 150DEG 2H 46MM 281.42S","839.00"
"PLATE 15H 3.5X195MM 245.035","1357.00"
"PLATE 16 HOLE L DISTAL FEMUR 7182-0016","2818.00"
"PLATE 16 HOLE LOW PROFILE W/O BAR BLUE 53-05164","898.00"
"PLATE 16H 3.5X208MM 245.036","1418.00"
"PLATE 16MM 05-100-01-0016","1984.00"
"PLATE 16MM 71000-16","2170.00"
"PLATE 16MM 71001-016","1984.00"
"PLATE 16MM 71006-016","2170.00"
"PLATE 16MM LEVEL 1  61001-016","1984.00"
"PLATE 18H 3.5X234MM 245.038","1479.00"
"PLATE 18MM 71001-018","1984.00"
"PLATE 18MM 71003-018","2170.00"
"PLATE 18MM LEVEL 1 (QTY.2) 61001-018","1984.00"
"PLATE 1ST MTP/MPJ RIGHT 70-0037","1629.00"
"PLATE 2 LEVEL 34MM 161.234","1984.00"
"PLATE 2 LEVEL 36MM 161.236","1984.00"
"PLATE 2 LEVEL 40MM AT10-2040","1984.00"
"PLATE 2 LEVEL 42MM 04.613.142","1984.00"
"PLATE 2.4 FRACTURE 4 HOLE LONG 24-1052","995.00"
"PLATE 2.4 FRACTURE 6 HOLE ANGLED","1468.00"
"PLATE 2.4 FRACTURE 6 HOLE SHORT 24-1054","1107.00"
"PLATE 2.4 STERNAL 8 HOLE","1298.00"
"PLATE 2.4/2.7 VA-LCP DISTAL RADIUS NARROW 6 HOLE 105MM RT STERILE 02.111.570S","4743.00"
"PLATE 2.4/2.7MM TI VA LCP MTP FUSION SM 5 DEG RIGHT 04.211.232","2091.00"
"PLATE 2.4MM VA LCP DRSL 2H/HD/4H SHAFT 02.115.641","1504.00"
"PLATE 2.7 MM VA LCP DISTAL TIBIA T 6 HOLES 02.118.307","1946.00"
"PLATE 2.7 MM VA LCP LATERAL DISTAL FIBULA 9 HOLE RIGHT 02.118.410","2299.00"
"PLATE 2.7 MM/3.5 MM LCP LATERAL DISTAL FIBULA 11H RIGHT 02.112.152","1459.00"
"PLATE 2.7/3.5MM ANTEROLATERAL DISTAL 14 HOLES LT 02.118.213","4051.00"
"PLATE 2.7/3.5MM VA LCP MEDIAL DISTAL TIBIA 10 HOLE RT STRL 02-118-008S","3102.00"
"PLATE 2.7/3.5MM VA-LCP MEDIAL DISTAL TIBIA /14 HOLES/LEFT 02.118.013","3805.00"
"PLATE 2.7MM VA LCKNG CALCANEAL LARGE 70MM LEFT 02.211.405","2395.00"
"PLATE 2.7MM VA LCKNG CALCANEAL MEDIUM 64MM LEFT 02.211.403","2234.00"
"PLATE 2.7MM VA LCKNG CALCANEAL MEDIUM 64MM RIGHT 02.211.404","2249.00"
"PLATE 2.7MM VA LCKNG CALCANEAL SMALL 58MM RIGHT 02.211.400","2218.00"
"PLATE 2.7MM VA LCP LATERAL DISTAL FIBULA 11 HOLE RIGHT 02.118.412","2408.00"
"PLATE 2.7MM VA LCP LATERAL DISTAL FIBULA 4HOLES RIGHT02.118.407","1901.00"
"PLATE 2.7MM VA LCP LATERAL DISTAL FIBULA 5 HOLES 02-118-404","1995.00"
"PLATE 2.7MM VA LCP LATERAL DISTAL FIBULA 5 HOLES LEFT 02-118-405","1995.00"
"PLATE 2.7MM VA LCP LATRAL DISTAL FIBULA 6 HOLES LEFT 02.118.407","2096.00"
"PLATE 2.7MM VA-LCP LATERAL DISTAL FIBULA 4 H LT 02.118.403","1901.00"
"PLATE 2.7MM/3.5MM LCP LATERAL  DISTAL FIBULA LEFT 112MM 02.112.143","1629.00"
"PLATE 20 MM LEVEL 1 61001-020","1984.00"
"PLATE 20H 3.5X260MM 245.039","1526.00"
"PLATE 20MM 208-41F20","2170.00"
"PLATE 20MM 71003-020","2170.00"
"PLATE 22MM 208-41F21","2170.00"
"PLATE 22MM 3914-41F22A","2496.00"
"PLATE 22MM LEVEL 1 61001-022","1984.00"
"PLATE 23MM 01-5123","8326.00"
"PLATE 24MM 208-41F24","2170.00"
"PLATE 24MM LEVEL 1 61001-024","1984.00"
"PLATE 24MM LEVEL 2 61002-024","1984.00"
"PLATE 25MM 01-5125","8326.00"
"PLATE 26MM 208-41F26","2170.00"
"PLATE 26MM 3914-41F26A 3914-41F26A","2387.00"
"PLATE 26MM LEVEL 1 61001-026","1984.00"
"PLATE 26MM LEVEL 2 61002-026","1984.00"
"PLATE 27MM 01-4527","8326.00"
"PLATE 27MM 01-5127","8326.00"
"PLATE 28MM 208-41F28","2170.00"
"PLATE 28MM LEVEL 2 (QTY.2) 61002-028","1984.00"
"PLATE 2DCP 4H 3.5X57MM 02.100.014","1829.00"
"PLATE 2DCP 6H 3.5X78MM 02.100.016","2008.00"
"PLATE 2H 46MM 140DEG 281.202S","998.00"
"PLATE 2H 46MM 145DEG 281.302S","998.00"
"PLATE 3 HOLE 7282-1003","1528.00"
"PLATE 3 HOLE AR-14003","3244.00"
"PLATE 3 LEVEL 54MM AT10-3054","1984.00"
"PLATE 3 LEVEL 58MM AT10-3058","1984.00"
"PLATE 3 LEVEL CERVICAL 54MM 161.354","1984.00"
"PLATE 3 LVL 48MM 161.348","1984.00"
"PLATE 3.5 COUNTER SINK","539.00"
"PLATE 3.5 LOCKING COMPRESSION","573.00"
"PLATE 3.5 LOCKING COMPRESSION","731.00"
"PLATE 3.5 MM LOCKING 22 MM 7182-2612","1536.00"
"PLATE 3.5 MM VA LCP MEDIAL COLUMN FUSION 95 MM LEFT 02.211.421","3010.00"
"PLATE 3.5MM LCP ANTERIORLATERAL TIBIA 17 HOLE LEFT 241.453","3005.00"
"PLATE 3.5MM LCP CLAVICLE 3 HOLE RIGHT","1890.00"
"PLATE 3.5MM LCP EXTRA ARTICLR DISTAL 6H/RT","2585.00"
"PLATE 3.5MM LCP MEDIAL DISTAL HUM 14H-RT","2394.00"
"PLATE 3.5MM LCP MEDIAL DISTAL HUM 9H/RT","2325.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 10 HOLE LT 02.124.213","2810.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 10 HOLE RT 02.124.212","2810.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 12 HOLE LT 02.124.217","2847.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 14 HOLE LT 02.124.221","2878.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 14 HOLE RT 02.124.220","2878.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 16 HOLE LT 02.124.225","2980.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 16 HOLE RT 02.124.224","2980.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 4 HOLE 02.124.200","2715.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 4 HOLE 02.124.201","2715.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 6 HOLE LT 02.124.205","2748.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 6 HOLE RT 02.124.204","2748.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 8 HOLE LT 02.124..209","2780.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND 8 HOLE RT 02.124.208","2780.00"
"PLATE 3.5MM LCP PROXIMAL TIBIA LOW BEND12 HOLE RT 02.124.216","2847.00"
"PLATE 3.5MM LCP SUP ANT CLAVICLE 7 HOLE","2028.00"
"PLATE 3.5MM LCP SUP ANT CLAVICLE 7H/RT/110MM","2028.00"
"PLATE 3.5MM MED PROX TIB 6 HOLE LEFT 119MM","2744.00"
"PLATE 3.5MM MED PROX TIB LEFT","2872.00"
"PLATE 3.5MM MEDIAL COLUMN FUSION LEFT 02.211.419","3010.00"
"PLATE 3.5MM POSTEROLATERAL DISTAL HUM 5H-RT","2238.00"
"PLATE 3.5MM PROXIMAL HUMERUS 5 HOLE 7182-1405","2819.00"
"PLATE 3.5MM SPRING 1HOLE","745.00"
"PLATE 3.5MM VA LCP MEDIAL COLUMN FUSION 78MM RT 02.211.416","2851.00"
"PLATE 30MM 208-41F30","2170.00"
"PLATE 30MM LEVEL 2 (QTY.2) 61002-030","1984.00"
"PLATE 30MM VECTRA 04.613.130","1984.00"
"PLATE 32MM 208-41F32","2170.00"
"PLATE 32MM 71002-032","1984.00"
"PLATE 32MM 71003-032","2170.00"
"PLATE 32MM LEVEL 2 (QTY.2) 61002-032","1984.00"
"PLATE 34MM 05-100-02-0034","1984.00"
"PLATE 34MM 208-41F34","2170.00"
"PLATE 34MM 71001-034","1984.00"
"PLATE 34MM 71002-034","1984.00"
"PLATE 36MM 208-41F36","2170.00"
"PLATE 37MM 71002-037","1984.00"
"PLATE 37MM 71003-037","2170.00"
"PLATE 38MM 208-42F38","2170.00"
"PLATE 39MM  LEVEL 3 61003-039","1984.00"
"PLATE 39MM 3914-42F39A","2496.00"
"PLATE 3DI CROSSCHECK MTP LEFT","5766.00"
"PLATE 4 HOLE  CURVD   40-15011","1410.00"
"PLATE 4 HOLE 140","1159.00"
"PLATE 4 HOLE 145","1230.00"
"PLATE 4 HOLE 150","1072.00"
"PLATE 4 HOLE 7182-0104","2365.00"
"PLATE 4 HOLE 7182-9004","478.00"
"PLATE 4 HOLE LONG STRAIGT 01-7042","159.00"
"PLATE 4 HOLE PROX TIB","2715.00"
"PLATE 4 X 2  HOLES 3D 57-15392","1010.00"
"PLATE 4 X 6 HOLE  1.5 01-8681","813.00"
"PLATE 4.5 LATERAL PROXIMAL LOCKING 8 H-R","2423.00"
"PLATE 4.5 MM LPT LOCKING 7180-0200","2423.00"
"PLATE 4.5MM CANN 90DEG 12HOLE","2450.00"
"PLATE 4.5MM FEMUR HOOK 10 HOLES 277 NN STRL 242.124S","3555.00"
"PLATE 40MM 208-42F40","2170.00"
"PLATE 40MM ALIF 25-SP-40","6982.00"
"PLATE 42MM 208-42F42","2170.00"
"PLATE 42MM 3914-42F42A","2496.00"
"PLATE 42MM LEVEL 3 61003-042","1984.00"
"PLATE 44 MM 201-42F44","2170.00"
"PLATE 44MM 208-42F44","2170.00"
"PLATE 45MM 3914-42F45A","2496.00"
"PLATE 45MM LEVEL 3 61003-045","1984.00"
"PLATE 46MM 208-42F46","2170.00"
"PLATE 46MM LEVEL 2 61002-046","1984.00"
"PLATE 48MM 208-42F48","2170.00"
"PLATE 48MM 3914-42F48A","2496.00"
"PLATE 48MM 41003-048","1984.00"
"PLATE 48MM LEVEL 3 61003-048","1984.00"
"PLATE 4H RIGHT STD DRAD SMART PACK 71158602","1481.00"
"PLATE 4HL 15MM   870-294","1585.00"
"PLATE 4X2 HOLE REPLANT 3D","1010.00"
"PLATE 5 HOLE 135","1072.00"
"PLATE 5 HOLE 140","1072.00"
"PLATE 5 HOLE 145","1072.00"
"PLATE 5 HOLE 150","1072.00"
"PLATE 5 HOLE 58880105","1006.00"
"PLATE 5 HOLE DISTAL","1725.00"
"PLATE 5 HOLE LT STD 7182-3112","1692.00"
"PLATE 5 HOLE RADIUS HEAD 242.491","1747.00"
"PLATE 5.0 LOCKING 14 HOLE 437514","2701.00"
"PLATE 50MM 62-6550","1984.00"
"PLATE 51MM 208-43F51","2279.00"
"PLATE 51MM 71003-051","1984.00"
"PLATE 51MM LEVEL 3 61003-051","1984.00"
"PLATE 54MM 208-42F54","2170.00"
"PLATE 54MM 208-43F54","2279.00"
"PLATE 54MM 3914-42F54A","2496.00"
"PLATE 57MM 208-43F57","2279.00"
"PLATE 59MM 3914-43F59","2604.00"
"PLATE 5HL/LT VOLAR DISTAL","2908.00"
"PLATE 6 HL         ZIMMER","1621.00"
"PLATE 6 HOLE 0 DEGREE LEFT 587220LF","2719.00"
"PLATE 6 HOLE 135","1072.00"
"PLATE 6 HOLE 140","1072.00"
"PLATE 6 HOLE 145","1072.00"
"PLATE 6 HOLE 150","1072.00"
"PLATE 6 HOLE 427006S","497.00"
"PLATE 6 HOLE 70-0400","2239.00"
"PLATE 6 HOLE 7182-0406","2392.00"
"PLATE 6 HOLE 7182-9436","231.00"
"PLATE 6 HOLE A-4650.03","1098.00"
"PLATE 6 HOLE LATERAL","2376.00"
"PLATE 6 HOLE RIGHT BRIDGE","2379.00"
"PLATE 6 HOLE STRAIGHT 40-20806","1018.00"
"PLATE 60MM 208-43F60","2279.00"
"PLATE 60MM 71003-060","1984.00"
"PLATE 60MM LEVEL 3 61003-060","1984.00"
"PLATE 63 MM 208-43F63","2279.00"
"PLATE 63MM LEVEL 3 61003-063","1984.00"
"PLATE 65MM 3714-43F65A","3689.00"
"PLATE 66 MM 3 LEVEL 208-43F66","2279.00"
"PLATE 66MM LEVEL 3 61003-066","1984.00"
"PLATE 69MM 07.00342.007","1984.00"
"PLATE 69MM 208-43F69","2279.00"
"PLATE 69MM 2108-43F69","2170.00"
"PLATE 69MM LEVEL 3 61003-069","1984.00"
"PLATE 6H 3.5X108X78MM 245.876","1068.00"
"PLATE 6H 3.5X88X78MM 245.906","1068.00"
"PLATE 6H 30M 112M 237.063S","1815.00"
"PLATE 6H 4.5MM 7182-0206","2392.00"
"PLATE 6H/LEFT EXTRA-ARTICLR DISTAL","2585.00"
"PLATE 6HL 242.104","2718.00"
"PLATE 7 HOLE NON LOCKING 1/3 TUB 430207","193.00"
"PLATE 7HL COMPRESSION 71829407","442.00"
"PLATE 7HL/LT VOLAR DISTAL","2980.00"
"PLATE 7HL/RT VOLAR DISTAL","2980.00"
"PLATE 8 HOLE 1/2 TUB LOCKING","515.00"
"PLATE 8 HOLE 135","1406.00"
"PLATE 8 HOLE 150","1406.00"
"PLATE 8 HOLE 430208","217.00"
"PLATE 8 HOLE 7182-0408","2423.00"
"PLATE 8 HOLE 7182-9708","963.00"
"PLATE 8 HOLE DISTAL FEMUR 7182-0108","2597.00"
"PLATE 8 HOLE MEDIAL CLAVICLE","1495.00"
"PLATE 8 HOLE RIGHT 437528","2701.00"
"PLATE 89MM 208-44F89","2279.00"
"PLATE 8H 3.5X108X104MM 245.878","1158.00"
"PLATE 8H 3.5X88X104MM 245.908","1158.00"
"PLATE 8H 30M 90DEG 237.083","1857.00"
"PLATE 8H 38MM 140DEG 281.208S","1043.00"
"PLATE 8H 40M 148M 237.084","1857.00"
"PLATE 8HL LEFT LCP","2834.00"
"PLATE 9 HOLE LONG MEDIAL","2376.00"
"PLATE 90 DEG CANN LC-ANGLED BLADE 4H 4.5 X 40MM 237.044S","1815.00"
"PLATE 90 DEG CANN LC-ANGLED BLADE 5H 4.5 X 40MM 237.054S","1815.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 10 HOLES 281.900","1968.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 12 HOLES 281.925","2223.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 14 HOLES 281.930","2223.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 16 HOLES 281.940","2370.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 18 HOLES 281.950","2645.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 20 HOLES 281.970","2733.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 22 HOLES 281.990","2855.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 6 HOLES 281.960","1968.00"
"PLATE 95 DEG DHS-DCP SHORT BARRELL 25 MM X 8 HOLES 281.980","1968.00"
"PLATE 9HL METAPHYSEAL 4.5/3.5","1982.00"
"PLATE ABC SET 76MM  FT779T","1820.00"
"PLATE ACU-LOC LONG VINA 70-0048","1910.00"
"PLATE ACU-LOC PROXIMAL WIDE RT 70-0355","2292.00"
"PLATE ACU-LOC STANDARD DORSAL RADIUS RIGHT 70-0056","2133.00"
"PLATE ADAPT 20H 2X100MM 447.10","1313.00"
"PLATE ADAPT 20H LP 446.101","1069.00"
"PLATE ADAPT 20H MAL 450.101","1069.00"
"PLATE ADAPT 20H/2X119MM 449.020","1489.00"
"PLATE ADAPT BS 30H/193MM 447.38","1434.00"
"PLATE ADAPT BS TEMPLATE 347.38","211.00"
"PLATE ADAPT MAL 20H/100MM 451.101","1260.00"
"PLATE ADAPT TEMPLATE 347.10","211.00"
"PLATE ADAPTION 1.5MM 12 HOLES W/GUIDES 02.114.505","1097.00"
"PLATE ADAPTION 1.5MM LCP 12 HOLES 02.114.005","987.00"
"PLATE ADAPTION 20 HOLES 04.503.072","1514.00"
"PLATE ADAPTION 7 HOLE 04.503.071","981.00"
"PLATE ADAPTION LCP 1.5MM 6 HOLES W/GUIDES 02.114.503","1097.00"
"PLATE ADJUSTABLE LOCK 10-18 6310-1103","4557.00"
"PLATE ADJUSTABLE LOCK 6310-1003","4557.00"
"PLATE ADJUSTABLE POST 10-18 MEDIUM 6305-1103","4557.00"
"PLATE ADJUSTABLE POST 10-18 WIDE 6306-1103","4557.00"
"PLATE ADJUSTABLE POST 6-18 MEDIUM 6305-1003","4557.00"
"PLATE ADJUSTABLE POST 6-18 WIDE 6306-1003","4557.00"
"PLATE ADVANCEMENT 2MM 1.5MM","778.00"
"PLATE ADVANCEMENT 4MM 1.5MM","778.00"
"PLATE AGX 10MM 1128.1410","2604.00"
"PLATE AGX 1128.1211","2604.00"
"PLATE AGX 14 X 12 X 9MM 1128.1209","2604.00"
"PLATE AGX 14 X 6MM 1128.1206","2604.00"
"PLATE AGX 14 X 8MM 1128.1208","2604.00"
"PLATE AGX 6 X 16MM 1128.2406","2604.00"
"PLATE AGX 6MM 1128.1406","2604.00"
"PLATE AGX 7 X 16MM 1128.1407","2604.00"
"PLATE AGX 7MM RP 1128.2207","2604.00"
"PLATE AGX 7MM RP 1128.2407","2604.00"
"PLATE AGX 8 X 16MM 1128.1407","2604.00"
"PLATE AGX 8MM RP 1128.2408","2604.00"
"PLATE AGX 9 X 16MM 1128.1409","2604.00"
"PLATE AGX COALITION 10MM 1128.1210","2604.00"
"PLATE AGX COALITION 14 X 5MM 1128.1205","2604.00"
"PLATE AGX COALITION 14 X 7MM 1128.1207","2604.00"
"PLATE ALECRANON EXT SL-ELOE","2420.00"
"PLATE ALIF 44MM 25-LP-44","6982.00"
"PLATE ALTANTIS TRANS 40 MM 6190040","1984.00"
"PLATE ALTANTIS TRANS 60 MM 6190060","1984.00"
"PLATE ALTANTIS TRANS 65MM 6190065","1984.00"
"PLATE ALTANTIS TRANS 67.5MM 6190067","1984.00"
"PLATE ANATOMIC ORB LG 421.049","2369.00"
"PLATE ANATOMIC ORB SM 421.048","2369.00"
"PLATE ANATOMIC RT STD 54-25386","1786.00"
"PLATE ANCHORING M IR2008T","3038.00"
"PLATE AND PATIE ESU 8149F","403.00"
"PLATE ANGLE 3 X 3  04.503.714","1639.00"
"PLATE ANGLE LG PREBENT 44-1005","3661.00"
"PLATE ANGLE LOCK  5 X11 RIGHT 24-4541","2634.00"
"PLATE ANGLE RECON 5 X 11 24-4540","2634.00"
"PLATE ANKLE FUSION 104 MM 5 HOLE RT SST  72821046S","2415.00"
"PLATE ANKLE FUSION 67MM 3 HOLE RIGHT SST 72821042S","2185.00"
"PLATE ANKLE FUSION 80MM 5 HOLE LEFT SST 72821035S","2185.00"
"PLATE ANKLE FUSION 80MM 5 HOLE RIGHT SST 72821035S","2185.00"
"PLATE ANKLE FUSION 92MM 5 HOLE LEFT SST 72821045S","2243.00"
"PLATE ANKLE TWO HOLE SS AR-8958-01S","2108.00"
"PLATE ANKLE VA LCP LATERAL DISTAL 2.7MM 11 HOLE LEFT 02.118.413","2408.00"
"PLATE ANOTOMICAL VOLAR NAR RGHT 54-25834","1786.00"
"PLATE ANTEGRA 41MM 04.102.141","4774.00"
"PLATE ANTEGRA 43MM 04.102.143","4774.00"
"PLATE ANTEGRA 45MM 04.102.145","4774.00"
"PLATE ANTEGRA 47MM 04.102.147","4774.00"
