"Charge Code",,"Charge Description","Fee Schedule"
"PI000337","*","CHLORDIAZEPOXIDE 25MG CAP",60.5402569593148
"PI000338","*","CHLORDIAZEPOXIDE 5MG CAP",83.8234693877551
"PI000340","*","CHLORHEXIDINE 0.12% ORAL RINSE",61.8941860465116
"PI000346","*","CHLOROQUINE PHOSPHATE 500MG TA",31.975
"PI000348","*","CHLORPHENIRAMINE 4 MG TAB",60.05
"PI000349","*","CHLORPROMAZINE 10 MG TAB",11.6557692307692
"PI000350","*","CHLORPROMAZINE 100 MG TAB",1.49824074074074
"PI000353","*","CHLORPROMAZINE 25 MG TAB",8.68335877862595
"PI000354","*","CHLORPROMAZINE 25MG/ML 2ML AMP",80.6602564102564
"PI000356","*","CHLORPROMAZINE 50 MG TAB",6.02
"PI000357","*","CHLORTHALIDONE 25 MG TAB",51.0645038167939
"PI000359","*","CIDOFOVIR 75MG/ML 5ML VIAL",3527.5
"PI000361","*","CIPROFLOXACIN 200MG/100ML D5W",96.0373333333333
"PI000362","*","CIPROFLOXACIN 250MG TAB",58.2445767195767
"PI000363","*","CIPROFLOXACIN 400MG/200ML D5W",43.3710317460317
"PI000364","*","CIPROFLOXACIN 500 MG TAB",56.2965395894428
"PI000365","*","CIPROFLOXACIN 750 MG TAB",60.85
"PI000366","*","CIPROFLOXACIN OPHTH 0.3% SOLN",166.95
"PI000370","*","CISPLATIN-AQ 100MG PF VIAL",33.2418257756563
"PI000371","*","CISPLATIN-AQ 50MG PF VIAL",40.4242370892019
"PI000372","*","CITALOPRAM 20 MG TAB",58.2838568935428
"PI000373","*","CITALOPRAM 40 MG TAB",56.8480263157895
"PI000375","*","CLARITHROMYCIN 250 MG TAB",63.4
"PI000377","*","CLARITHROMYCIN 500MG TAB",64.8
"PI000378","*","CLINDAMYCIN 150MG CAP",19.3183894230769
"PI000379","*","CLINDAMYCIN 150MG/ML 2ML VIAL",32.7666666666667
"PI000381","*","CLINDAMYCIN 150MG/ML 4ML VIAL",75.2090909090909
"PI000384","*","CLINDAMYCIN 150MG/ML 6ML VIAL",61.2403846153846
"PI000385","*","CLINDAMYCIN 300 MG CAP",55.4967571644042
"PI000387","*","CLINDAMYCIN 900MG 50ML PGBK",100.093176815847
"PI000388","*","CLOBETASOL 0.05% CREAM 30GM",62.7
"PI000389","*","CLOBETASOL 0.05% OINT 30GM",73.6
"PI000391","*","CLOMIPHENE 50 MG TAB",60.65
"PI000392","*","CLOMIPRAMINE 25 MG CAP",60.25
"PI000393","*","CLOMIPRAMINE 50 MG CAP",27.7834394904459
"PI000394","*","CLOMIPRAMINE 75 MG CAP",67.25
"PI000395","*","CLONAZEPAM 0.5MG TAB",84.5671348314607
"PI000396","*","CLONAZEPAM 1MG TAB",83.5604006820119
"PI000398","*","CLONIDINE 0.1MG TAB",55.7094781043791
"PI000399","*","CLONIDINE 0.1MG/24HRS PATCH",85.1
"PI000400","*","CLONIDINE 0.2 MG TAB",53.7458731241473
"PI000401","*","CLONIDINE 0.2MG/24HRS PATCH",230.482352941176
"PI000402","*","CLONIDINE 0.3MG/24HRS PATCH",73.8394736842105
"PI000403","*","CLOPIDOGREL 75MG TAB",43.0155384615385
"PI000405","*","CLOTRIMAZOLE 10 MG TROCHE",60.85
"PI000406","*","CLOZAPINE 100 MG TAB",57.7540540540541
"PI000407","*","CLOZAPINE 25 MG TAB",32.6809523809524
"PI000411","*","COCAINE 4% TOPICAL SOLN",1305.59736842105
"PI000412","*","CODEINE 15MG TAB",95.8045454545455
"PI000414","*","CODEINE 30MG TAB",89.0806818181818
"PI000418","*","COLCHICINE 0.6MG TAB",57.6490573770492
"PI000419","*","COLESEVELAM 625 MG TAB",61.6
"PI000420","*","COLESTIPOL 5 GM PACKET",60.353164556962
"PI000421","*","COLISTIMETHATE INJ 150 MG",105.237593984962
"PI000422","*","COLLAGENASE 250 UNITS/GM OINT",1176.35766509434
"PI000423","*","COMBIVIR 150MG/300MG TAB",56.95
"PI000424","*","CONJ ESTROGENS 0.3 MG TAB",62.9
"PI000425","*","CONJ ESTROGENS 0.625 MG TAB",60.3
"PI000426","*","CONJ ESTROGENS 1.25 MG TAB",63.45
"PI000429","*","CORTICOTROPIN GEL 80U/ML INJ",2326.9
"PI000432","*","COSYNTROPIN 0.25MG W/DIL 1ML V",289.141836734694
"PI000436","*","CROMOLYN NASAL SPRAY 13 ML",65.95
"PI000437","*","CYANIDE ANTIDOTE KIT",1192.15
"PI000438","*","CYANOCOBALAMIN 100 MCG TAB",32.8784753363229
"PI000439","*","CYANOCOBALAMIN 1000 MCG/ 1ML V",51.1925675675676
"PI000440","*","CYCLOBENZAPRINE 10 MG TAB",50.017197875166
"PI000441","*","CYCLOPENTOLATE 1% OPTH SOLN",62.8771604938271
"PI000445","*","CYCLOPHOSPHAMIDE 1GM LYOPH VIA",247.452223238792
"PI000447","*","CYCLOPHOSPHAMIDE 2GM LYOPH VIA",251.858435619735
"PI000449","*","CYCLOPHOSPHAMIDE 500MG VIAL",259.820533333333
"PI000453","*","CYCLOSPORINE (SANDIMMUNE) 50MG",115.7
"PI000454","*","CYCLOSPORINE MODIFIED 100 MG C",52.0477178423237
"PI000455","*","CYCLOSPORINE MODIFIED 25 MG CA",26.2114335971856
"PI000456","*","CYCLOSPORINE MODIFIED SOLN 50M",79.2783430232558
"PI000458","*","CYPROHEPTADINE 4 MG TAB",51.3087455830389
"PI000460","*","CYTARABINE 2GM VIAL",7.22184081478687
"PI000462","*","CYTOMEGALOVIRUS IMM GLOB 2.5 G",5584.6
"PI000463","*","D10W 1000 ML",68.5966666666667
"PI000464","*","D10W 250 ML",101.558445040214
"PI000465","*","D10W 500 ML",139.5
"PI000466","*","D10W-1/2NS 1000ML",103.9
"PI000467","*","D10W-1/4NS 250ML",59.6887218045113
"PI000468","*","D10W-NS 1000ML",104.6
"PI000469","*","D2.5W-1/2NS 1000ML",70
"PI000471","*","D5W 1000ML",83.7923841059603
"PI000472","*","D5W 150ML",61
"PI000473","*","D5W 250ML",62.1283551967709
"PI000474","*","D5W 500ML",74.3327543424318
"PI000476","*","D5W 50ML",61.554382566586
"PI000477","*","D5W-1/2NS 1000ML",93.8130448615972
"PI000478","*","D5W-1/2NS 250ML",53.8918918918919
"PI000485","*","D5W-1/4NS 1000ML",51.5571428571429
"PI000486","*","D5W-1/4NS 250ML",62.5
"PI000487","*","D5W-1/4NS 500ML",61
"PI000492","*","D5W-LR 1000ML",116.857751937985
"PI000493","*","D5W-NS 1000ML",81.8128536285363
"PI000494","*","D5W-NS 500ML",123.07
"PI000498","*","DACARBAZINE 200 MG VIAL",38.8940502793296
"PI000500","*","DACTINOMYCIN 0.5 MG VIAL 3ML",2716.47333333333
"PI000501","*","DANAZOL 200 MG CAP",63.45
"PI000502","*","DANTROLENE 20 MG INJ",265
"PI000503","*","DANTROLENE SODIUM 25 MG CAP",25.2921739130435
"PI000504","*","DAPSONE 100 MG TAB",61.1
"PI000505","*","DAPSONE 25 MG TAB",31.8435483870968
"PI000507","*","DAUNORUBICIN 20MG VIAL",336.803921568627
"PI000510","*","DEMECLOCYCLINE 150 MG TAB",64.25
"PI000511","*","DEMULEN 1/50 28 DAY PACK",68.5
"PI000512","*","DEPAKOTE ER 500 MG TAB",33.9969032258065
"PI000513","*","DESFLURANE 240ML",805.310365853659
"PI000515","*","DESIPRAMINE HCL 25 MG TAB",12.8657142857143
"PI000517","*","DESMOPRESSIN 0.01% NASAL SPRAY",241.25
"PI000518","*","DESMOPRESSIN 0.1 MG TAB",50.2076388888889
"PI000520","*","DESMOPRESSIN 4MCG/ML 1ML VIAL",6.08485576923077
"PI000521","*","DEXAMETHASONE 0.1% OPHTH SOLN",248.5
"PI000522","*","DEXAMETHASONE 0.5 MG TAB",30.05
"PI000524","*","DEXAMETHASONE 1 MG TAB",7.89314516129032
"PI000525","*","DEXAMETHASONE 1.5 MG TAB",5.02083333333333
"PI000526","*","DEXAMETHASONE 10MG/ML 1ML VIAL",5.3212278308322
"PI000528","*","DEXAMETHASONE 2 MG TAB",4.35671040515654
"PI000529","*","DEXAMETHASONE 4 MG TAB",1.90327519379845
"PI000530","*","DEXAMETHASONE 4MG/ML 1ML VIAL",6.10314292841108
"PI000531","*","DEXAMETHASONE 4MG/ML 5ML VIAL",2.93660384068279
"PI000532","*","DEXAMETHASONE 6 MG TAB",1.60885942760943
"PI000533","*","DEXTRAN40-10%-D5W 500ML",77.7
"PI000537","*","DEXTROAMPHETAMINE 5MG TAB",50.125
"PI000538","*","DEXTROSE 25% INJ SYR",39.1586956521739
"PI000539","*","D5W 100ML",62.7414012738853
"PI000540","*","DEXTROSE 50%/WATER 50ML VIAL",52.5916666666667
"PI000541","*","DIATRIZOAT MEG & DIATRIZ SOD 2",5.06128125
"PI000546","*","DIAZEPAM 2 MG TAB",56.3910642570281
"PI000547","*","DIAZEPAM 5MG TAB",80.0389393939394
"PI000550","*","DIBUCAINE 1% OINT 1OZ",9
"PI000551","*","DICLOFENAC 25 MG EC TAB",61.1
"PI000552","*","DICLOFENAC 50 MG EC TAB",60.2
"PI000553","*","DICLOFENAC 75 MG EC TAB",60.4
"PI000554","*","DICLOXACILLIN 250MG CAP",18.6227272727273
"PI000564","*","DIFLUNISAL 500 MG TAB",61
"PI000565","*","DIGOXIN  0.1MG/ML 1ML AMP",197.75
"PI000566","*","DIGOXIN 0.125 MG TAB",50.6941176470588
"PI000567","*","DIGOXIN 0.25 MG TAB",55.0030769230769
"PI000570","*","DIGOXIN 0.25MG/ML 2ML AMP",53.8674603174603
"PI000573","*","DIHYDROERGOTAMINE-45  1MG/ML 1",1140.7
"PI000575","*","DILTIAZEM 120 MG CD CAP",48.9020325203252
"PI000576","*","DILTIAZEM 180 MG CD CAP",38.7498181818182
"PI000577","*","DILTIAZEM 240 MG CD CAP",52.9056768558952
"PI000578","*","DILTIAZEM 30 MG TAB",46.9049941927991
"PI000579","*","DILTIAZEM 300 MG CD CAP",58.3395348837209
"PI000581","*","DILTIAZEM 60MG TAB",37.2339556592765
"PI000582","*","DILTIAZEM 90 MG TAB",39.4786184210526
"PI000586","*","DIPHENHYDRAMINE 25MG CAP",55.3602053140097
"PI000587","*","DIPHENHYDRAMINE 25MG/10ML ORAL",75.07125
"PI000588","*","DIPHENHYDRAMINE 50 MG CAP",57.984555984556
"PI000589","*","DIPHENHYDRAMINE 50MG/ML 1ML VIAL",54.0236550100874
"PI000591","*","DIPHENOXYLATE W/ATROPINE TAB",63.1089171974522
"PI000592","*","DIPHTHERIA/TETANUS TOX (ADULT)",76.3571428571429
"PI000597","*","DIPYRIDAMOLE 25 MG TAB",20.2333333333333
"PI000598","*","DIPYRIDAMOLE 50 MG TAB",48.14
"PI000602","*","DIVALPROEX 125 MG DR TAB",28.6954545454545
"PI000603","*","DIVALPROEX 125 MG SPRINKLE CAP",16.8133056133056
"PI000604","*","DIVALPROEX 250 MG DR TAB",27.3862540849673
"PI000605","*","DIVALPROEX 500 MG DR TAB",50.5444892473118
"PI000606","*","DOBUTAMINE 250MG/20ML VIAL",25.125
"PI000609","*","DOCUSATE 100 MG CAP",56.5857039431157
"PI000610","*","DOCUSATE 100 MG/10 ML ADULT LI",60.4086757990868
"PI000611","*","DOCUSATE 50 MG CAP",59.6548387096774
"PI000613","*","DOCUSATE 50MG/5ML PED LIQ",60.05
"PI000614","*","DOCUSATE MINI-ENEMA 283MG/4ML",62.2
"PI000615","*","DOFETILIDE 125 MCG CAP",60.6772222222222
"PI000616","*","DOFETILIDE 250 MCG CAP",64.15
"PI000617","*","DOFETILIDE 500 MCG CAP",64.15
"PI000618","*","DONEPEZIL 10 MG TAB",61.1383620689655
"PI000619","*","DONEPEZIL 5 MG TAB",50.3611111111111
"PI000620","*","DONNATAL TAB",63.75
"PI000622","*","DOPAMINE 40MG/ML 5ML VIAL",8.774375
"PI000623","*","DOPAMINE 80MG/ML 5ML  VIAL",9.27
"PI000624","*","DORNASE ALPHA 1MG/ML 2.5ML AMP",99.4
"PI000625","*","DORZOLAMIDE 2% OPTH SOLN 10ML",108.630303030303
"PI000628","*","DOXAZOSIN 1 MG TAB",58.2093548387097
"PI000629","*","DOXAZOSIN 2 MG TAB",54.6473372781065
"PI000630","*","DOXAZOSIN 4 MG TAB",43.8987460815047
"PI000633","*","DOXORUBICIN 200MG/100ML VIAL",47.5487421383648
"PI000634","*","DOXORUBICIN 50MG VIAL",143.366666666667
"PI000635","*","DOXORUBICIN 50MG VIAL 25ML",62.5234082397004
"PI000636","*","DOXYCYCLINE 100MG CAP UD",56.3575518262586
"PI000637","*","DOXYCYCLINE 100MG VIAL",83.431974248927
"PI000651","*","ENALAPRILAT 1.25MG/ML 1ML VIAL",71.6866935483871
"PI000652","*","ENALAPRIL 10 MG TAB",53.1855263157895
"PI000654","*","ENALAPRIL 5MG TAB",50.8264705882353
"PI000656","*","ENOXAPARIN 100MG/1ML SYRINGE",8.69454545454545
"PI000657","*","ENOXAPARIN 30MG/0.3ML SYRINGE",21.2187221435688
"PI000658","*","ENOXAPARIN 40MG/ 0.4ML SYRINGE",16.4481926249394
"PI000659","*","ENOXAPARIN 60MG/ 0.6ML SYRINGE",11.0456466579672
"PI000660","*","ENOXAPARIN 80MG/ 0.8ML SYRINGE",9.00356125356125
"PI000661","*","EPHEDRINE 50MG/ML 1ML VIAL",92.7297794117647
"PI000663","*","EPINEPHRINE 0.15 MG STING EMER",572.425
"PI000664","*","EPINEPHRINE 0.3 MG STING EMERG",44.5666666666667
"PI000665","*","EPINEPHRINE 1MG AMP",4.34523668639053
"PI000667","*","EPINEPHRINE 1MG/ML VIAL 30ML",0.2065
"PI000672","*","EPINEPHRINE RACEMIC 2.25% INH",57.035401459854
"PI000674","*","EPINEPRHINE 1:10000 10ML SYR",7.06101190476191
"PI000677","*","EPTIFIBATIDE 2MG/ML 10ML VIAL",237.339534883721
"PI000678","*","ERGOCALCIFEROL 50000 UNITS CA",63.7174528301887
"PI000683","*","ERYTHROMYCIN 0.5% OPH OINT 3.5",64.2231396534149
"PI000685","*","ERYTHROMYCIN BASE 250MG TAB",36.9355704697986
"PI000689","*","ERYTHROPOIETIN 10000U/ML 1ML",101.649166666667
"PI000690","*","ERYTHROPOIETIN 2000U/ML 1ML V",44.24
"PI000691","*","ERYTHROPOIETIN 20000U/ML 1 ML",61.865
"PI000692","*","ERYTHROPOIETIN 3000U/ML 1ML V",58.25
"PI000694","*","ERYTHROPOIETIN 4000U/ML 1ML V",58.5
"PI000696","*","ESMOLOL 10MG/ML 10ML VIAL",63.4030726256983
"PI000701","*","ESTRADIOL 0.05MG TRANSDERM PAT",67.5
"PI000702","*","ESTRADIOL 0.1 MG/GM VAG CREAM",1177.345
"PI000703","*","ESTRADIOL 0.1MG TRANSDERM PATC",68.55
"PI000705","*","ETANERCEPT 25MG VIAL",1317.1
"PI000706","*","ETHAMBUTOL 100 MG TAB",30.475
"PI000707","*","ETHAMBUTOL 400 MG TAB",22.2953744493392
"PI000710","*","ETHOSUXIMIDE 250 MG CAP",20.1722222222222
"PI000713","*","ETIDRONATE 400 MG TAB",34.475
"PI000715","*","ETOMIDATE 2MG/ML 20ML SYRINGE",68.75
"PI000716","*","ETOPOSIDE 20MG/ML VIAL 5ML",11.6148486032428
"PI000721","*","FAMOTIDINE 10MG/ML 2ML VIAL",50.5142304189435
"PI000723","*","FAMOTIDINE 20MG TAB",55.4412555344719
"PI000725","*","FAMOTIDINE 40MG/5ML SUSP",60.3162995594714
"PI000728","*","FAT EMULSION 20% 100ML",432.05
"PI000729","*","FAT EMULSION 20% 250ML",106.800699300699
"PI000730","*","FAT EMULSION 20% 500ML",380.132352941176
"PI000732","*","FELBAMATE 600 MG TAB",34.325
"PI000734","*","FELODIPINE 10 MG TAB",61.65
"PI000735","*","FELODIPINE 2.5 MG TAB",61.1
"PI000736","*","FELODIPINE 5 MG TAB",59.496052631579
"PI000737","*","FENOFIBRATE 160 MG TAB",56.155
"PI000740","*","FENTANYL 0.05MG/ML 10ML AMP",20.14
"PI000741","*","FENTANYL 0.05MG/ML 20ML AMP",7.60685863874346
"PI000742","*","FENTANYL 0.05MG/ML 2ML AMP",97.9037999639575
"PI000743","*","FENTANYL 0.05MG/ML 50ML VIAL",5.0679375
"PI000744","*","FENTANYL 0.05MG/ML 5ML AMP",30.4316409791478
"PI000745","*","FENTANYL 100MCG/HR PATCH",349.811235955056
"PI000748","*","FENTANYL 200MCG LOZ",106.05
"PI000749","*","FENTANYL 25MCG/HR PATCH",103.466176470588
"PI000751","*","FENTANYL 50MCG/HR PATCH",112.04587628866
"PI000753","*","FENTANYL 75MCG/HR PATCH",131.966666666667
"PI000761","*","FERROUS SULFATE 300MG/5ML LIQ",52.8098350253807
"PI000762","*","FERROUS SULFATE 325 MG TAB",57.0648867313916
"PI000765","*","FILGRASTIM 300 MCG/1ML VIAL",4.80600193989456
"PI000766","*","FILGRASTIM 480MCG/1.6ML VIAL",9.07378453682906
"PI000767","*","FINASTERIDE 5 MG TAB",56.1226219512195
"PI000769","*","FLECAINIDE 100 MG TAB",53.2653266331658
"PI000770","*","FLEETS ENEMA 133ML",9
"PI000771","*","FLEETS ENEMA PED ENEMA 2.25 OZ",9
"PI000772","*","FLUCONAZOLE 100 MG TAB",58.8518181818182
"PI000773","*","FLUCONAZOLE 10MG/ML SUSP",19.9847133757962
"PI000775","*","FLUCONAZOLE 200 MG TAB",35.6566536203522
"PI000776","*","FLUCONAZOLE 200MG/100ML PGBK",71.8551637279597
"PI000777","*","FLUCONAZOLE 400MG/200ML PGBK",32.45
"PI000780","*","FLUCYTOSINE 250 MG CAP",77.55
"PI000781","*","FLUCYTOSINE 500 MG CAP",471.543762993763
"PI000782","*","FLUDARABINE 50 MG VIAL",919.382
"PI000783","*","FLUDROCORTISONE 0.1MG TAB",50.3961340206186
"PI000784","*","FLUMAZENIL 0.1MG/ML 5ML VIAL",96.4714285714286
"PI000785","*","FLUOCINONIDE 0.05% CREAM 15GM",61.9
"PI000787","*","FLUOCINONIDE 0.05% OINT 15GM",63.3
"PI000789","*","FLUORESCEIN & BENOXINATE OPHTH",69.8923076923077
"PI000790","*","FLUORESCEIN (FLUOR-I-STRIP)",57.4913043478261
"PI000791","*","FLUORESCEIN 10% 5ML AMP",232.75
"PI000794","*","FLUOROMETHOLONE 0.1% OPHTH SOL",231.4
"PI000795","*","FLUOROURACIL 500MG/10ML VIAL",27.0375
"PI000797","*","FLUOXETINE 10 MG CAP",47.349942791762
"PI000798","*","FLUOXETINE 20 MG CAP",41.2560014727541
"PI000801","*","FLUPHENAZINE DEC 25MG/ML 5ML V",54.05
"PI000803","*","FLUPHENAZINE HCL 2.5 MG TAB",60.15
"PI000804","*","FLUPHENAZINE HCL 5 MG TAB",42.7865
"PI000806","*","FLUTICASONE 0.05% NASAL INH 16",73.985880195599
"PI000807","*","FLUTICASONE 110MCG MDI 120 INH",1145.4275862069
"PI000808","*","FLUTICASONE 220MCG MDI 120 INH",1266.7
"PI000809","*","FLUTICASONE 44MCG MDI 120 INH",1128.4
"PI000810","*","FLUTICASONE-SALMETEROL  250 MC",1109.8
"PI000811","*","FLUTICASONE-SALMETEROL 100 MCG",1109.8
"PI000812","*","FLUTICASONE-SALMETEROL 500 MCG",1195.2
"PI000814","*","FOLIC ACID 1 MG TAB",53.8542964011322
"PI000815","*","FOLIC ACID 5MG/ML 10ML VIAL",51.6544600938967
"PI000816","*","FOMEPIZOLE 1G/ML - 1.5 ML VIAL",57.4856321839081
"PI000817","*","FOSCARNET 24MG/ML 250ML",446.452427184466
"PI000818","*","FOSCARNET 24MG/ML 500ML",162.136482254697
"PI000819","*","FOSINOPRIL 10 MG TAB",46.2033333333333
"PI000820","*","FOSINOPRIL 20 MG TAB",60.15
"PI000821","*","FOSINOPRIL 40 MG TAB",60.45
"PI000822","*","FOSPHENYTOIN 50MG(PE)/ML 10ML",33.5927777777778
"PI000823","*","FOSPHENYTOIN 50MG(PE)/ML 2ML V",12.65
"PI000824","*","FUROSEMIDE 10MG/ML 10ML VIAL",6.39175077362533
"PI000826","*","FUROSEMIDE 10MG/ML 2ML VIAL",49.7464386369459
"PI000828","*","FUROSEMIDE 20 MG TAB",45.1125946317963
"PI000829","*","FUROSEMIDE 40 MG TAB",52.0496959646213
"PI000831","*","FUROSEMIDE 80MG TAB",55.827047146402
"PI000832","*","GABAPENTIN 100 MG CAP",43.4863305661785
"PI000833","*","GABAPENTIN 300 MG CAP",42.8119493856593
"PI000834","*","GABAPENTIN 400 MG CAP",40.0504317789292
"PI000842","*","GALANTAMINE 12 MG TAB",62.9
"PI000843","*","GALANTAMINE 4 MG TAB",62.9
"PI000848","*","GANCICLOVIR  500 MG VIAL",1926.97727272727
"PI000850","*","GEMCITABINE 1GM VIAL 50ML",77.2703109452736
"PI000851","*","GEMCITABINE 200 MG VIAL 10ML",137.033892857143
"PI000852","*","GEMFIBROZIL 600 MG TAB",55.8839378238342
"PI000854","*","GENTAMICIN 0.3% OPH OINT 3.5GM",64.3
"PI000855","*","GENTAMICIN 0.3% OPH SOLN 5ML",52.9277777777778
"PI000856","*","GENTAMICIN 40MG/ML 2ML VIAL",25.3561062648691
"PI000858","*","GLIPIZIDE XL 10 MG TAB",57.067
"PI000859","*","GLIPIZIDE XL 5 MG TAB",53.2097701149425
"PI000861","*","GLUCAGON 1MG W/DIL VIAL",599.209912536443
"PI000862","*","GLUCOSE TOLERANCE LIQ 180ML",67.75
"PI000863","*","GLYBURIDE 2.5 MG TAB",60.25
"PI000865","*","GLYBURIDE 5 MG TAB",31.4588235294118
"PI000867","*","GLYBURIDE-METFORMIN 2.5 MG-500",60.15
"PI000868","*","GLYBURIDE-METFORMIN 5 MG-500 M",42.3
"PI000869","*","GLYCERIN ADULT SUPP",1.05
"PI000870","*","GLYCERIN PED SUPP",0.3
"PI000873","*","GLYCOPYRROLATE 0.2MG/ML 1ML VI",68.6359346642468
"PI000876","*","GOLYTELY POWDER 4LTR",66.3169340463458
"PI000882","*","GUAIFENESIN 100MG/5ML SYRUP",22.3002369668246
"PI000884","*","GUAIFENESIN 200MG/10ML SYRUP",55.4037883531622
"PI000885","*","GUAIFENESIN 300MG/15ML SYRUP",39.0349003844809
"PI000886","*","GUAIFENESIN W/DM SYRUP",38.6016393442623
"PI000887","*","GUAIFENESIN W/CODEINE SYRUP",100.3
"PI000889","*","GUANFACINE 1MG TAB",59.7138263665595
"PI000890","*","GUANFACINE 2MG TAB",60.45
"PI000892","*","HALOPERIDOL 0.5 MG TAB",56.7880434782609
"PI000893","*","HALOPERIDOL 1 MG TAB",42.2646739130435
"PI000894","*","HALOPERIDOL 10 MG TAB",60.3826271186441
"PI000895","*","HALOPERIDOL 2 MG TAB",48.5647272727273
"PI000896","*","HALOPERIDOL 2MG/ML 5ML SOLN",60.75
"PI000897","*","HALOPERIDOL 5 MG TAB",58.901222826087
"PI000898","*","HALOPERIDOL 5MG/ML 1ML VIAL",30.4562525965933
"PI000899","*","HALOPERIDOL DECAN 100MG/ML 1ML",565.975
"PI000900","*","HALOPERIDOL DECAN 50MG/ML 1ML",204.95
"PI000903","*","HEMORRHOIDAL SUPP",60.15
"PI000904","*","HEPARIN 1000 UNITS/ML 10ML VIAL",5.25225672371638
"PI000905","*","HEPARIN 1000 UNITS/ML 30ML VIAL",66.5
"PI000908","*","HEPARIN 5000 UNITS/ 1ML VIAL",11.7557947525689
"PI000911","*","HEPATITIS A  720 UNITS/ 0.5ML",80.6
"PI000912","*","HEPATITIS A 1440 UNITS/ 1ML VA",252.5
"PI000916","*","HETASTARCH 6% 500ML BAG",103.75
"PI000921","*","HYDRALAZINE 100 MG TAB",60.15
"PI000922","*","HYDRALAZINE 20MG/ML 1ML VIAL",66.9333019223521
"PI000923","*","HYDRALAZINE HCL 10 MG TAB",52.4868150684932
"PI000924","*","HYDRALAZINE HCL 25 MG TAB",37.9136271608784
"PI000925","*","HYDRALAZINE HCL 50 MG TAB",48.9365057311567
"PI000926","*","HYDROCHLOROTHIAZIDE 25MG TAB",57.4739938080495
"PI000927","*","HYDROCHLOROTHIAZIDE 50 MG TAB",57.7774509803922
"PI000934","*","HYDROCORT/NEOMY/POLYMIX OTIC",117.152941176471
"PI000937","*","HYDROCORTISONE 1% CREAM 30GM",64.5530927835052
"PI000940","*","HYDROCORTISONE 100MG/2ML VIAL",65.0135159010601
"PI000942","*","HYDROCORTISONE 1000 MG INJ",440.05
"PI000943","*","HYDROCORTISONE 2.5% CREAM 30GM",62.05
"PI000944","*","HYDROCORTISONE 20 MG TAB",51.2956766917293
"PI000945","*","HYDROCORTISONE 250MG/2ML VIAL",121
"PI000948","*","HYDROCORTISONE VAL 0.2% CREAM",63
"PI000950","*","HYDROCORTISONE VAL 0.2% OINT 1",70.45
"PI000951","*","HYDROCORTISONE VAL 0.2% OINT 6",86.05
"PI000952","*","HYDROCORTISONE/PRAM 1%-1% LOTI",224.671803278689
"PI000953","*","HYDROGEN PEROXIDE 3% 120ML",5
"PI000954","*","HYDROMORPHONE 10MG/ML VIAL 50M",37.3539361702128
"PI000955","*","HYDROMORPHONE 2MG TAB",71.5100783085356
"PI000956","*","HYDROMORPHONE 4MG TAB",72.5075664621677
"PI000958","*","HYDROXYCHLOROQUINE 200 MG TAB",49.2554230769231
"PI000960","*","ARTIFICIAL TEARS (ADULT)",9
"PI000962","*","HYDROXYUREA 300 MG CAP",53.6911764705882
"PI000963","*","HYDROXYUREA 400 MG CAP",34.1333333333333
"PI000964","*","HYDROXYUREA 500 MG CAP",34.2680023687327
"PI000965","*","HYDROXYZINE 10 MG TAB",56.2401851851852
"PI000966","*","HYDROXYZINE 25 MG TAB",57.5805158214131
"PI000967","*","HYDROXYZINE 25MG/1ML  VIAL",47.9766666666667
"PI000969","*","HYDROXYZINE 50 MG TAB",58.3302459839357
"PI000970","*","HYDROXYZINE 50MG/1ML VIAL",21.8118055555556
"PI000971","*","HYOSCYAMINE 0.125 MG TAB",4.2
"PI000972","*","HYDROCORTISONE 5MG TAB",34.8902293967714
"PI000973","*","IBUPROFEN 200 MG TAB",32.2814049586777
"PI000974","*","IBUPROFEN 400MG TAB",56.4863162286191
"PI000975","*","IBUPROFEN 600MG TAB",58.3975417354614
"PI000977","*","IBUTILIDE 0.1MG/ML 10ML VIAL",1284.3
"PI000978","*","IDARUBICIN 1MG/ML 10ML VIAL",89.6
"PI000979","*","IFOSFAMIDE 1000 MG VIAL",258.515135135135
"PI000981","*","IMIPENEM CILISTATIN 500 MG VIA",19.1
"PI000983","*","IMIPRAMINE 25 MG TAB",36.24
"PI000984","*","IMIPRAMINE 50 MG TAB",30.951282051282
"PI000985","*","IMIQUIMOD 5% CREAM 5% UD",60.95
"PI000988","*","ANTITHYMOCYTE IMMUNE GLOB RAB",2197.00381083563
"PI000989","*","INDIGO CARMINE 0.8% 5ML AMP",1145
"PI000993","*","INDOCYANIDE 25MG ANGIO KIT",264.2
"PI000995","*","INDOMETHACIN 25MG CAP",49.6480686695279
"PI000997","*","INDOMETHACIN 75 MG ER CAP",62
"PI000998","*","INFLIXIMAB 100MG/ 20ML VIAL",283.048644067797
"PI001002","*","INSULIN GLARGINE 100 UNITS/ML",73.458807303297
"PI001003","*","ANTIVENIN (CROTALIDAE)  POLYVA",12657.2770833333
"PI001005","*","INSULIN HUMAN LISPRO 100 UNITS",64.121601612126
"PI001006","*","INSULIN HUMAN NPH 100U/ML",61.1985503426463
"PI001008","*","INSULIN HUMAN REG 100 U/ML",56.103853241749
"PI001010","*","INSULIN HUMAN REG/NPH 70/30 10",52.3185589519651
"PI001019","*","IODIXANOL 320MG/ML 50ML VIAL",1.761
"PI001031","*","IPRATROPIUM 0.03% NASAL SPRAY",231.616666666667
