Medication,Package Size,Package Unit,UOM charge
"OLANZAPINE 5 MG TAB, RAPID DISSOLVE",1,Each,75.343
OLANZAPINE 7.5 MG TAB,1,Each,14
NITROFURANTOIN MACROCRYSTAL 50 MG CAP,1,Each,15.97
OLMESARTAN 20 MG TAB,1,Each,14
OLMESARTAN 20 MG TAB,1,Each,25.323
OLMESARTAN 20 MG TAB,1,Each,33.781
OLMESARTAN 40 MG TAB,1,Each,14
OLMESARTAN 40 MG TAB,1,Each,35.244
OLMESARTAN 40 MG TAB,1,Each,36.455
OLMESARTAN 5 MG TAB,1,Each,14
OLMESARTAN 5 MG TAB,1,Each,38.401
OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAP,1,Each,14
SODIUM CITRATE-CITRIC ACID 500 MG-334 MG/5 ML ORAL SOLN,30,mL,16.17
"ONDANSETRON 8 MG TAB, RAPID DISSOLVE",1,Each,16.17
OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAP,1,Each,16.141
OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAP,1,Each,20.176
OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAP,1,Each,20.452
"OMEPRAZOLE 20 MG CAP, DELAYED RELEASE",1,Each,14
TACROLIMUS 0.5 MG CAP,1,Each,16.32
"MIRTAZAPINE 15 MG TAB, RAPID DISSOLVE",1,Each,16.33
LIDOCAINE/EPINEPHRINE/TETRACAINE TOPICAL SOLUTION,5,mL,16.35
"OMEPRAZOLE MAGNESIUM 2.5 MG ORAL SUSPENSION,DELAYED RELEASE",1,Each,43.929
LACTOBACILLUS SP. 50 BILLION CPU CAPSULE,15,Cap,16.393
VANCOMYCIN ORAL SOLUTION CPD (RX COMPOUNDED),5,mL,16.53
METOCLOPRAMIDE 5 MG/5 ML ORAL SOLN,10,mL,16.62
"OLANZAPINE 5 MG TAB, RAPID DISSOLVE",1,Each,16.71
FLUCONAZOLE 100 MG TAB,1,Each,16.81
DOPAMINE 400 MG/10 ML (40 MG/ML) IV,10,mL,16.89
PHOSPHORATED CARBOHYDRATE ORAL SOLN,118,mL,16.96
LANOLIN-MINERAL OIL LOTION,236,mL,16.96
SUMATRIPTAN 25 MG TAB,1,Each,17.01
"ONDANSETRON 8 MG TAB, RAPID DISSOLVE",1,Each,16.168
"ONDANSETRON 8 MG TAB, RAPID DISSOLVE",1,Each,19.132
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,17.12
CHLORTHALIDONE 25 MG TAB,1,Each,17.19
DESMOPRESSIN 0.1 MG TAB,1,Each,17.22
AMOXICILLIN 125 MG/5 ML ORAL SUSP,80,mL,17.25
VERAPAMIL ER 120 MG TAB,1,Each,17.35
NIFEDIPINE ER 90 MG 24 HR TAB,1,Each,17.35
ORPHENADRINE CITRATE SR 100 MG TAB,1,Each,14
OSELTAMIVIR 30 MG CAP,1,Each,69.418
AMANTADINE 100 MG CAP,1,Each,17.44
IPRATROPIUM-ALBUTEROL 2.5 MG-0.5 MG/3 ML NEB SOLUTION,3,mL,17.44
OSELTAMIVIR 30 MG CAP,1,Each,69.975
OSELTAMIVIR 30 MG CAP,1,Each,93.71
DIVALPROEX  250 MG 24 HR TAB,1,Each,17.65
OSELTAMIVIR 45 MG CAP,1,Each,69.975
OSELTAMIVIR 45 MG CAP,1,Each,93.71
OSELTAMIVIR PHOSPHATE 75 MG CAP,1,Each,68.605
OSELTAMIVIR PHOSPHATE 75 MG CAP,1,Each,76.554
MICONAZOLE NITRATE 2 % TOPICAL CREAM,28.4,g,17.86
LACTOBACILLUS SP. 50 BILLION CPU CAPSULE,1,Cap,17.9
OSELTAMIVIR PHOSPHATE 75 MG CAP,1,Each,102.143
LIDOCAINE 2 % MUCOSAL SOLN,100,mL,17.97
NIFEDIPINE ER 60 MG 24 HR TAB,1,Each,18.08
OXANDROLONE 2.5 MG TAB,1,Each,20.532
OXANDROLONE 2.5 MG TAB,1,Each,20.765
GALANTAMINE 4 MG TAB,1,Each,18.13
OXAPROZIN 600 MG TAB,1,Each,15.304
OXAPROZIN 600 MG TAB,1,Each,40.94
OXAZEPAM 10 MG CAP,1,Each,15
OXAZEPAM 15 MG CAP,1,Each,15
FUROSEMIDE 8 MG/ML ORAL SOLN,5,mL,18.42
CHOLESTYRAMINE-ASPARTAME 4 GRAM PACKET,1,Each,18.42
CHOLESTYRAMINE-ASPARTAME 4 GRAM PACKET,1,Each,18.43
CHOLESTYRAMINE-SUCROSE 4 GRAM PACKET,1,Each,18.43
VERAPAMIL ER 180 MG TAB,1,Each,18.66
OXYBUTYNIN 3.9 MG/24 HR SEMIWEEKLY TRANSDERM PATCH,1,Each,422.98
OXYBUTYNIN CHLORIDE 5 MG TAB,1,Each,14
BUPROPION XL 300 MG 24 HR TAB,1,Each,18.89
OXYBUTYNIN CHLORIDE SR 10 MG 24 HR TAB,1,Each,14
VERAPAMIL ER 240 MG TAB,1,Each,18.97
LAMIVUDINE 10 MG/ML ORAL SOLN,5,mL,19.05
TRIFLUOPERAZINE 5 MG TAB,1,Each,19.06
OXYBUTYNIN CHLORIDE SR 15 MG 24 HR TAB,1,Each,14
OXYBUTYNIN CHLORIDE SR 5 MG 24 HR TAB,1,Each,14
DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM,28,g,19.37
NALTREXONE 50 MG TAB,1,Each,19.38
PROPYLTHIOURACIL 50 MG TAB,1,Each,19.47
OXYBUTYNIN CHLORIDE SR 5 MG 24 HR TAB,1,Each,14.249
OXYBUTYNIN CHLORIDE SR 5 MG 24 HR TAB,1,Each,17.708
NITROGLYCERIN 2 % TRANSDERMAL OINTMENT,1,g,19.8
POLYVINYL ALCOHOL 1.4 % EYE DROPS,15,mL,19.94
MICONAZOLE NITRATE 2 % TOPICAL CREAM,28,g,20.12
"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,15
"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,17.447
"OXYCODONE ER 10 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,25.688
OXYCODONE ER 13.5 MG CAPSULE SPRINKLE EXT RELEASE 12 HR(TAMPER RESIST),1,Each,28.337
NIFEDIPINE ER 90 MG 24 HR TAB,1,Each,20.22
"OXYCODONE ER 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,33.971
PILOCARPINE 5 MG TAB,1,Each,20.44
OXYCODONE ER 18 MG CAPSULE SPRINKLE EXT RELEASE 12 HR (TAMPER RESIST),1,Each,35.938
SODIUM CITRATE-CITRIC ACID 500 MG-334 MG/5 ML ORAL SOLN,15,mL,20.48
"OXYCODONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,21.71
"OXYCODONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,43.022
LIDOCAINE 4 % TOPICAL CREAM,5,g,20.66
NITROFURANTOIN MACROCRYSTAL 50 MG CAP,1,Each,20.69
OXYCODONE ER 27 MG CAPSULE SPRINKLE EXT RELEASE 12 HR (TAMPER RESIST),1,Each,49.99
OXYCODONE ER 36 MG CAPSULE SPRINKLE EXT RELEASE 12 HR (TAMPER RESIST),1,Each,61.531
"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,55.729
"OXYCODONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,57.135
"OXYCODONE ER 80 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,99.742
CELECOXIB 100 MG CAP,1,Each,21.09
"LANSOPRAZOLE 30 MG CAP, DELAYED RELEASE",1,Each,21.13
OXYCODONE ER 9 MG CAPSULE SPRINKLE EXTEND RELEASE 12 HR(TAMPER RESIST),1,Each,19.255
OXYCODONE-ACETAMINOPHEN 10 MG-325 MG TAB,1,Each,15
FLUCONAZOLE 150 MG TAB,1,Each,21.22
SOD BICARB-CITRIC AC-SIMETH 2.21 GRAM-1.53 GRAM/4 GRAM ORAL GRAN IN PK,1,Each,21.23
CALCITRIOL 1 MCG/ML ORAL SOLN,0.25,mL,21.44
DICYCLOMINE 10 MG/5 ML ORAL SOLN,10,mL,21.56
INDOMETHACIN SR 75 MG CAP,1,Each,21.56
PAROXETINE 10 MG/5 ML ORAL SUSP,5,mL,21.65
"POTASSIUM CITRATE SR 10 MEQ (1,080 MG) TAB",1,Each,21.67
ZAFIRLUKAST 20 MG TAB,1,Each,21.67
OXYCODONE-ACETAMINOPHEN 5 MG-325 MG TAB,1,Each,15
"OLANZAPINE 20 MG TAB, RAPID DISSOLVE",1,Each,22.02
DIPHENHYDRAMINE-ZINC ACETATE 2 %-0.1 % TOPICAL CREAM,28.4,g,22.2
HALOPERIDOL 2 MG/ML ORAL CONCENTRATE,5,mL,22.28
SODIUM CITRATE-CITRIC ACID 500 MG-334 MG/5 ML ORAL SOLN,30,mL,22.37
METHACHOLINE CHLORIDE 100 MG SOLUTION FOR INHALATION,1,Each,22.37
CHOLECALCIFEROL (VITAMIN D3) 10 MCG/ML (400 UNIT/ML) ORAL DROPS,50,mL,22.46
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,22.5
OXYCODONE-ASPIRIN 4.8355 MG-325 MG TAB,1,Each,15
OXYMORPHONE 5 MG TAB,1,Each,15
OXYMORPHONE 5 MG TAB,1,Each,32.676
"OXYMORPHONE ER 10 MG TABLET, CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,23.822
"OXYMORPHONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,42.252
"OXYMORPHONE ER 5 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",1,Each,15.991
PALIPERIDONE SR 3 MG 24 HR TAB,1,Each,132.829
PALIPERIDONE SR 3 MG 24 HR TAB,1,Each,192.785
TRIFLUOPERAZINE 10 MG TAB,1,Each,23.05
SODIUM CHLORIDE-ALOE VERA NASAL GEL,14.1,g,23.05
"PANTOPRAZOLE 20 MG TAB, DELAYED RELEASE",1,Each,74.915
"PANTOPRAZOLE 40 MG GRANULES FOR ORAL SUSP, DELAYED RELEASE",1,Each,68.451
"PANTOPRAZOLE 40 MG GRANULES FOR ORAL SUSP, DELAYED RELEASE",1,Each,74.91
TIMOLOL MALEATE 0.25 % EYE DROPS,5,mL,23.36
"PANTOPRAZOLE 40 MG TAB, DELAYED RELEASE",1,Each,74.915
LEUCOVORIN CALCIUM 5 MG TAB,1,Each,23.54
PARICALCITOL 1 MCG CAP,1,Each,22.644
PARICALCITOL 1 MCG CAP,1,Each,28.024
PARICALCITOL 1 MCG CAP,1,Each,46.328
OXYBUTYNIN CHLORIDE SR 5 MG 24 HR TAB,1,Each,23.65
PARICALCITOL 1 MCG CAP,1,Each,67.934
AMOXICILLIN 250 MG/5 ML ORAL SUSP,80,mL,23.72
PAROXETINE 20 MG TAB,1,Each,14
DOXYCYCLINE HYCLATE 100 MG CAP,1,Each,23.96
FERRIC SUBSULFATE SOLN,10,mL,24.08
FLUCONAZOLE 200 MG TAB,1,Each,24.2
NITROFURANTOIN MACROCRYSTAL 100 MG CAP,1,Each,24.26
"RIZATRIPTAN 5 MG TAB, RAPID DISSOLVE",1,Each,24.27
DESMOPRESSIN 0.2 MG TAB,1,Each,24.4
OXYBUTYNIN CHLORIDE SR 10 MG 24 HR TAB,1,Each,24.52
OXYBUTYNIN CHLORIDE SR 5 MG 24 HR TAB,1,Each,24.52
MIDODRINE 5 MG TAB,1,Each,24.53
METOLAZONE 2.5 MG TAB,1,Each,24.6
PAROXETINE SR 12.5 MG 24 HR TAB,1,Each,14.954
AMANTADINE 100 MG CAP,1,Each,24.69
PAROXETINE SR 12.5 MG 24 HR TAB,1,Each,29.995
PAROXETINE SR 25 MG 24 HR TAB,1,Each,15.701
METHOTREXATE SODIUM 2.5 MG TAB,1,Each,24.88
ZIPRASIDONE 80 MG CAP,1,Each,24.88
PAROXETINE SR 25 MG 24 HR TAB,1,Each,31.306
PATIROMER CALCIUM SORBITEX 8.4 GRAM ORAL POWDER PACKET,1,Each,246.568
PEDIATRIC MULTIVITAMINS CHEWABLE TAB,1,Each,14
PEDIATRIC MULTIVITAMINS WITH IRON & OTHER MINERALS CHEW TAB,1,Each,1
FLUCONAZOLE 150 MG TAB,1,Each,25.15
FLUCONAZOLE 150 MG TAB,1,Each,25.18
PENICILLIN V-K 250 MG TAB,1,Each,14
CAPSAICIN 0.025 % TOPICAL CREAM,60,g,25.87
GENTIAN VIOLET 1 % TOPICAL SOLN,59,mL,25.97
SELENIUM SULFIDE 1 % TOPICAL SUSP,207,mL,26.03
PENTOSAN POLYSULFATE SODIUM 100 MG CAP,1,Each,19.183
PENTOSAN POLYSULFATE SODIUM 100 MG CAP,1,Each,46.292
HYDROXYCHLOROQUINE 200 MG TAB,1,Each,26.12
PERAMPANEL 2 MG TABLET,1,Each,71.528
METRONIDAZOLE 50 MG/ML ORAL SUSPENSION CPD (PEDIATRIC/NEONATE),10,mL,26.5
REPAGLINIDE 1 MG TAB,1,Each,26.6
PERPHENAZINE 4 MG TAB,1,Each,14
LACTULOSE 10 GRAM/15 ML ORAL SOLUTION,30,mL,26.68
WHITE PETROLATUM-MINERAL OIL 85 %-15 % EYE OINTMENT,1,g,26.77
CALCIUM ACETATE 667 MG/5 ML ORAL SOLUTION,10,mL,26.77
"WATER FOR IRRIGATION, STERILE SOLUTION",1000,mL,26.95
SODIUM CHLORIDE 0.9 % IRRIGATION SOLN,1000,mL,26.95
BARIUM SULFATE 96 % LAP BAND ORAL SUSP,118,mL,26.95
AMOXICILLIN 200 MG/5 ML ORAL SUSP,50,mL,26.95
LIDOCAINE 2 % MUCOSAL SOLN,20,mL,26.95
AMOXICILLIN 125 MG/5 ML ORAL SUSP,100,mL,26.95
LACTATED RINGERS IRRIGATION SOLN,1000,mL,26.95
THIOTHIXENE 5 MG CAP,1,Each,27.12
PHENAZOPYRIDINE 100 MG TAB,1,Each,14
CARBAMAZEPINE 100 MG/5 ML (5 ML) ORAL SUSPENSION,5,mL,27.17
CARBAMAZEPINE 100 MG/5 ML (5 ML) ORAL SUSPENSION,5,mL,27.22
OMEGA-3 ACID ETHYL ESTERS 1 GRAM CAP,1,Each,27.32
EPLERENONE 25 MG TAB,1,Each,27.37
AMOXICILLIN 200 MG/5 ML ORAL SUSP,50,mL,27.4
VALACYCLOVIR 500 MG TAB,1,Each,27.43
TOLNAFTATE 1 % TOPICAL CREAM,15,g,27.49
NITROGLYCERIN 0.4 MG/DOSE TRANSLINGUAL SPRAY,0.081,g,27.78
METOLAZONE 5 MG TAB,1,Each,27.95
PHENAZOPYRIDINE 200 MG TAB,1,Each,14
PHENELZINE 15 MG TAB,1,Each,14
PHENOBARB-BELLADONNA ALKALOIDS 16.2 MG TAB,1,Each,32.132
PHENOBARB-BELLADONNA ALKALOIDS 16.2 MG TAB,1,Each,45.154
PHENOBARBITAL 100 MG TAB,1,Each,15
PHENOBARBITAL 15 MG TAB,1,Each,15
PHENOBARBITAL 16.2 MG TAB,1,Each,15
PHENOBARBITAL 30 MG TAB,1,Each,15
PHENOBARBITAL 32.4 MG TAB,1,Each,15
AMOXICILLIN 250 MG/5 ML ORAL SUSP,80,mL,28.03
SODIUM PHOSPHATES ORAL SOLN,90,mL,28.11
DOXAZOSIN 1 MG TAB,1,Each,28.18
LEVOCARNITINE (WITH SUCROSE) 100 MG/ML ORAL SOLN,10,mL,28.21
COLESTIPOL 5 GRAM ORAL PACKET,1,Each,28.24
CLOTRIMAZOLE 1 % TOPICAL CREAM,15,g,28.3
BUPROPION XL 150 MG 24 HR TAB,1,Each,28.42
GALANTAMINE 4 MG TAB,1,Each,28.67
TRIMETHOPRIM-SULFAMETHOXAZOLE 40 MG-200 MG/5 ML ORAL SUSP,20,mL,28.75
VALACYCLOVIR 500 MG TAB,1,Each,28.75
AMOXICILLIN 400 MG/5 ML ORAL SUSP,50,mL,28.75
PHENOBARBITAL 64.8 MG TAB,1,Each,15
PHENOBARBITAL 97.2 MG TAB,1,Each,15
PHENOL 89 % TOPICAL SWAB,1,Each,518.56
PHENYLEPHRINE 0.25 % RECTAL SUPPOSITORY,1,Each,14
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM,15,g,29.11
AMOXICILLIN 400 MG/5 ML ORAL SUSP,50,mL,29.2
PHENYLEPHRINE 10 MG TABLET,1,Each,14
DIVALPROEX 500 MG 24 HR TAB,1,Each,29.29
PHENYTOIN SODIUM EXTENDED 100 MG CAP,1,Each,14
DOXAZOSIN 4 MG TAB,1,Each,29.53
HYDROCORTISONE 2.5 % OINTMENT,28.35,g,29.54
PHENYTOIN SODIUM EXTENDED 30 MG CAP,1,Each,14
PHYTONADIONE 5 MG TAB,1,Each,306.801
FENOFIBRATE NANOCRYSTALLIZED 145 MG TAB,1,Each,29.64
HYDROCORTISONE 2.5 % TOPICAL CREAM,30,g,29.64
PILOCARPINE 5 MG TAB,1,Each,14
DILTIAZEM SR 60 MG 12 HR CAP,1,Each,29.74
MICONAZOLE NITRATE 2 % TOPICAL POWDER,43,g,29.74
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,473,mL,29.74
VANCOMYCIN 50 MG/ML ORAL SOLUTION,5,mL,29.82
COLESEVELAM 625 MG TAB,1,Each,29.91
FLECAINIDE 100 MG TAB,1,Each,29.94
PIMOZIDE 1 MG TABLET,1,Each,14
PIMOZIDE 2 MG TAB,1,Each,14
PINDOLOL 5 MG TAB,1,Each,14
AZITHROMYCIN 250 MG TAB,1,Each,30.54
PROMETHAZINE 6.25 MG/5 ML SYRUP,118,mL,30.74
PIOGLITAZONE 15 MG TAB,1,Each,67.621
PIROXICAM 10 MG CAP,1,Each,14
PITAVASTATIN 1 MG TAB,1,Each,48.088
PITAVASTATIN 2 MG TAB,1,Each,48.088
BUPROPION XL 150 MG 24 HR TAB,1,Each,30.87
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,3.353
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,3.451
TELMISARTAN 40 MG TAB,1,Each,31.19
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,5.724
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,5.921
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,6.404
"RISPERIDONE 0.5 MG TAB, RAPID DISSOLVE",1,Each,31.41
POLYETHYLENE GLYCOL 3350 17 GRAM (100 %) ORAL POWDER PACKET,1,Each,7.807
CYCLOSPORINE 25 MG CAP,1,Each,31.68
POLYVINYL ALCOHOL-POVIDONE 1.4 %-0.6 % EYE DROPPERETTE,1,Each,1.091
MEGESTROL 400 MG/10 ML ORAL SUSP,10,mL,32.07
NADOLOL 40 MG TAB,1,Each,32.12
PRAZOSIN 5 MG CAP,1,Each,32.25
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,25.245
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,31.172
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,32.503
OXCARBAZEPINE 300 MG/5 ML ORAL SUSP,5,mL,32.43
POTASSIUM CHLORIDE 20 MEQ ORAL PACKET,1,Each,39.63
"POTASSIUM CHLORIDE ER 20 MEQ TABLET,EXTENDED RELEASE",1,Each,14
TELMISARTAN 40 MG TAB,1,Each,32.77
TELMISARTAN 20 MG TAB,1,Each,32.77
BARIUM SULFATE 210 % ORAL SUSP,150,mL,32.99
POTASSIUM CITRATE ER 5 MEQ (540 MG) TAB,1,Each,14
TRIAMCINOLONE ACETONIDE 0.025 % TOPICAL CREAM,15,g,33.42
"MYCOPHENOLIC ACID 180 MG TAB, DELAYED RELEASE",1,Each,33.46
"POTASSIUM CITRATE SR 10 MEQ (1,080 MG) TAB",1,Each,14
"POTASSIUM PHOSPHATE, MONOBASIC 500 MG TAB",1,Each,14
PRALIDOXIME 1 GRAM IJ SOLR,1,Each,2785.15
PRAMIPEXOLE 0.25 MG TAB,1,Each,14
PRAMIPEXOLE 0.5 MG TAB,1,Each,14
PRAMIPEXOLE 1 MG TAB,1,Each,35.635
PRASUGREL 10 MG TAB,1,Each,14
PRASUGREL 10 MG TAB,1,Each,79.885
ACYCLOVIR 200 MG/5 ML ORAL SUSP,5,mL,33.82
CALCITRIOL 0.25 MCG CAP,1,Each,34
CEPHALEXIN 250 MG CAP,1,Each,34
ALBUTEROL SULFATE 0.083 % (0.83 MG/ML) SOLN FOR INHALATION,3,mL,34
AMANTADINE 50 MG/5 ML SYRUP,10,mL,34
AMITRIPTYLINE 10 MG TAB,1,Each,34
AMITRIPTYLINE 25 MG TAB,1,Each,34
ATENOLOL 25 MG TAB,1,Each,34
ATENOLOL 50 MG TAB,1,Each,34
BACLOFEN 10 MG TAB,1,Each,34
BETHANECHOL CHLORIDE 10 MG TAB,1,Each,34
CARBAMAZEPINE 200 MG TAB,1,Each,34
CLONIDINE 0.1 MG TAB,1,Each,34
CYCLOBENZAPRINE 10 MG TAB,1,Each,34
DICYCLOMINE 20 MG TAB,1,Each,34
DIGOXIN 0.125 MG TAB,1,Each,34
OXYCODONE 20 MG/ML ORAL CONCENTRATE,0.5,mL,23.04
DILTIAZEM 30 MG IR TAB,1,Each,34
DILTIAZEM 60 MG IR TAB,1,Each,34
DILTIAZEM 90 MG IR TAB,1,Each,34
FOLIC ACID 1 MG TAB,1,Each,34
FUROSEMIDE 8 MG/ML ORAL SOLN,5,mL,34
FUROSEMIDE 20 MG TAB,1,Each,34
FUROSEMIDE 40 MG TAB,1,Each,34
GLYBURIDE 5 MG TAB,1,Each,34
HALOPERIDOL 0.5 MG TAB,1,Each,34
HALOPERIDOL 1 MG TAB,1,Each,34
HALOPERIDOL 5 MG TAB,1,Each,34
HALOPERIDOL 2 MG/ML ORAL CONCENTRATE,5,mL,34
HYDRALAZINE 10 MG TAB,1,Each,34
HYDRALAZINE 25 MG TAB,1,Each,34
PRASUGREL 5 MG TAB,1,Each,79.885
HYDROXYZINE 25 MG TAB,1,Each,34
HYDROXYZINE 50 MG TAB,1,Each,34
IBUPROFEN 600 MG TAB,1,Each,34
ISOSORBIDE DINITRATE 20 MG TAB,1,Each,34
LISINOPRIL 20 MG TAB,1,Each,34
METHOCARBAMOL 750 MG TAB,1,Each,34
METOCLOPRAMIDE 10 MG TAB,1,Each,34
METOCLOPRAMIDE 5 MG TAB,1,Each,34
METOPROLOL TARTRATE 50 MG TAB,1,Each,34
METRONIDAZOLE 250 MG TAB,1,Each,34
NAPROXEN 375 MG TAB,1,Each,34
NEOMYCIN 500 MG TAB,1,Each,34
"NYSTATIN 100,000 UNIT/ML ORAL SUSP",5,mL,34
PRIMIDONE 250 MG TAB,1,Each,34
PROCHLORPERAZINE MALEATE 10 MG TAB,1,Each,34
SODIUM CHLORIDE 0.9 % NEB SOLUTION,3,mL,34
SORBITOL 70 % SOLN,30,mL,34
SPIRONOLACTONE 25 MG TAB,1,Each,34
THIORIDAZINE 25 MG TAB,1,Each,34
TRIFLUOPERAZINE 5 MG TAB,1,Each,34
BUPROPION 100 MG TAB,1,Each,34
BUPROPION 75 MG TAB,1,Each,34
BUSPIRONE 5 MG TAB,1,Each,34
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,34
CABAZITAXEL 10 MG/ML (FINAL CONC.) IV,6,mL,58568.57
DOXAZOSIN 1 MG TAB,1,Each,34
DOXAZOSIN 4 MG TAB,1,Each,34
ENALAPRIL MALEATE 10 MG TAB,1,Each,34
FLUCONAZOLE 100 MG TAB,1,Each,34
GLIPIZIDE 10 MG TAB,1,Each,34
LABETALOL 100 MG TAB,1,Each,34
LABETALOL 200 MG TAB,1,Each,34
LISINOPRIL 10 MG TAB,1,Each,34
LISINOPRIL 40 MG TAB,1,Each,34
LISINOPRIL 5 MG TAB,1,Each,34
LORATADINE 10 MG TAB,1,Each,34
MEGESTROL 400 MG/10 ML ORAL SUSP,10,mL,34
METOLAZONE 5 MG TAB,1,Each,34
SIMVASTATIN 10 MG TAB,1,Each,34
SIMVASTATIN 20 MG TAB,1,Each,34
SIMVASTATIN 40 MG TAB,1,Each,34
SPIRONOLACTONE 100 MG TAB,1,Each,34
PRALATREXATE 40 MG/2 ML (20 MG/ML) IV,2,mL,61440.49
IPRATROPIUM BROMIDE 0.02 % SOLN FOR INHALATION,2.5,mL,34
VERAPAMIL ER 240 MG TAB,1,Each,34
FLUCONAZOLE 150 MG TAB,1,Each,34
VERAPAMIL ER 180 MG TAB,1,Each,34
TIZANIDINE 4 MG TAB,1,Each,34
"DICLOFENAC 75 MG TAB, DELAYED RELEASE",1,Each,34
SODIUM CITRATE-CITRIC ACID 500 MG-334 MG/5 ML ORAL SOLN,30,mL,34
BUPROPION SR 100 MG TAB,1,Each,34
BUPROPION SR 150 MG TAB,1,Each,34
SERTRALINE 25 MG TAB,1,Each,34
AZITHROMYCIN 250 MG TAB,1,Each,34
CITALOPRAM 20 MG TAB,1,Each,34
TRIMETHOPRIM-SULFAMETHOXAZOLE 40 MG-200 MG/5 ML ORAL SUSP,20,mL,34
NIFEDIPINE ER 90 MG 24 HR TAB,1,Each,34
"POTASSIUM CHLORIDE SR 20 MEQ TAB, PARTICLES/CRYSTALS",1,Each,34
METOPROLOL TARTRATE 25 MG TAB,1,Each,34
RANITIDINE 15 MG/ML SYRUP,2.5,mL,34
"RADIUM RA 223 DICHLORIDE 1,000 KBQ/ML (27 MICROCURIE/ML) IV",1,Each,134895.1
ATORVASTATIN 40 MG TAB,1,Each,34
ALENDRONATE 10 MG TAB,1,Each,34
CARVEDILOL 25 MG TAB,1,Each,34
CARVEDILOL 6.25 MG TAB,1,Each,34
CARVEDILOL 12.5 MG TAB,1,Each,34
ROPINIROLE 1 MG TAB,1,Each,34
IPRATROPIUM-ALBUTEROL 2.5 MG-0.5 MG/3 ML NEB SOLUTION,3,mL,34
"DIVALPROEX 250 MG TAB, DELAYED RELEASE",1,Each,34
LEVETIRACETAM 500 MG TAB,1,Each,34
SUMATRIPTAN 25 MG TAB,1,Each,34
METOPROLOL SUCCINATE SR 100 MG 24 HR TAB,1,Each,34
OLANZAPINE 5 MG TAB,1,Each,34
GABAPENTIN 250 MG/5 ML ORAL SOLN,5,mL,34
RISPERIDONE 0.25 MG TAB,1,Each,34
AMLODIPINE 2.5 MG TAB,1,Each,34
OXCARBAZEPINE 300 MG TAB,1,Each,34
CARVEDILOL 3.125 MG TAB,1,Each,34
LAMOTRIGINE 25 MG TAB,1,Each,34
RISPERIDONE 2 MG TAB,1,Each,34
ALENDRONATE 35 MG TAB,1,Each,34
"PANTOPRAZOLE 40 MG TAB, DELAYED RELEASE",1,Each,34
VENLAFAXINE 37.5 MG TAB,1,Each,34
DIVALPROEX 500 MG 24 HR TAB,1,Each,34
LIDOCAINE 2 % MUCOSAL SOLN,15,mL,34
LIDOCAINE 2 % MUCOSAL SOLN,20,mL,34
MONTELUKAST 10 MG TAB,1,Each,34
METOPROLOL SUCCINATE SR 25 MG 24 HR TAB,1,Each,34
HYDROCORTISONE 10 MG TAB,1,Each,34
OXCARBAZEPINE 300 MG/5 ML ORAL SUSP,5,mL,34
GALANTAMINE 8 MG TAB,1,Each,34
RISPERIDONE 0.5 MG TAB,1,Each,34
VALSARTAN 160 MG TAB,1,Each,34
ESCITALOPRAM 10 MG TAB,1,Each,34
