Charge name,Charge procedure master #,Revenue ID,Associated Cost Centers & NAME,HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE,Fee Schedule Year
HC THROMBECTOMY/INF PQ DIALYSIS CIRCUIT W/PTA,H3611090,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$10,368.00",2018
HC THROMBECTOMY/INF PQ DIALYSIS CIRCUIT W/STENT PLCMNT,H3611091,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$17,540.00",2018
HC ANGIO BALLOON CTRL DIALYSIS SEG ADD-ON,H3611092,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB",$968.00,2018
HC PLCMNT STENT TRANSCATH CTRL DIALYSIS SEG ADD-ON,H3611093,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$1,956.00",2018
HC EMBO DIALYSIS CIRCUIT ENDO ADD-ON,H3611094,361,"20 PROCEDURES - CRITICAL CARE
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$1,956.00",2018
HC ANGIO TRNSLMNL BALLOON SAME ARTERY INI,H3611095,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$7,173.00",2018
HC ANGIO TRNSLMNL BALLOON SAME ARTERY EA ADDL,H3611096,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$3,074.00",2018
HC ANGIO TRNSLMNL BALLOON SAME VEIN INI,H3611097,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$7,173.00",2018
HC ANGIO TRNSLMNL BALLOON SAME VEIN EA ADDL,H3611098,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
25 WMH CATH LAB","$3,074.00",2018
HC INJ EPIDURAL SGL CERV-THOR W/O IMG,H3611099,361,"20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
30 PAIN CLINICS PB
45 SURGICAL SERVICES
55 SURGICAL SERVICES","$1,013.00",2018
HC INJ EPIDURAL SGL CERV-THOR W/IMG,H3611100,361,"20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
30 PAIN CLINICS PB
45 SURGICAL SERVICES
55 SURGICAL SERVICES","$1,008.00",2018
HC INJ EPIDURAL SGL LUMB-SACRAL W/O IMG,H3611101,361,"20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
20 NUCLEAR MEDICINE-OPDC
20 NUCLEAR MEDICINE
30 PAIN CLINICS PB
45 SURGICAL SERVICES
55 SURGICAL SERVICES","$1,008.00",2018
HC INJ EPIDURAL SGL LUMB-SACRAL W/IMG,H3611102,361,"20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
20 NUCLEAR MEDICINE-OPDC
20 NUCLEAR MEDICINE
30 PAIN CLINICS PB
45 SURGICAL SERVICES
55 SURGICAL SERVICES","$1,008.00",2018
HC INJ EPI W CATH PLC CERV-THOR W/O IMG,H3611103,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES","$1,008.00",2018
HC INJ EPI W CATH PLC CERV-THOR W/IMG,H3611104,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES","$1,008.00",2018
HC INJ EPI W CATH PLC LUMB W/O IMG,H3611105,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES","$1,008.00",2018
HC INJ EPI W CATH PLC LUMB W/IMG,H3611106,361,"20 MEDICAL IMAGING-OPDC
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES","$1,008.00",2018
HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 2.1-3.0CM,H3611113,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY
20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING","$1,522.00",2018
HC THRMBCTMY ART/VNS GRFT NOT HEMO,H3611119,360,20 CARDIAC CATH LAB,"$5,934.00",2018
HC THRMBCTMY ART/VNS GRFT NOT HEMO W/RVSN,H3611120,360,20 CARDIAC CATH LAB,"$5,934.00",2018
HC RPR BLOOD VSL GRF OTH VEIN UP EX,H3611122,361,20 CARDIAC CATH LAB,"$3,937.00",2018
HC RMVL PQ VAD SEP SESSION,H3611123,361,"20 CARDIAC CATH LAB
","$1,055.00",2018
HC CREATION PERICARD WNDW/PRTL RSCTN FOR DRN,H3611126,361,20 CARDIAC CATH LAB,"$6,720.00",2018
HC THROMBOENDARTERECTOMY AORTOILIOFEMORAL,H3611129,361,20 CARDIAC CATH LAB,"$5,934.00",2018
HC THROMBOENDARTERECTOMY ILIOFEMORAL,H3611143,361,20 CARDIAC CATH LAB,"$5,934.00",2018
HC RESECT CONDYL DSTL PHLNX EA TOE,H3611145,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY","$3,466.00",2018
HC INSERT INTRAUTERINE DEVICE IUD,H3611148,361,"80 WAR MULTISPEC - COM PHY FACILITY
80 COMM PHYS OF WAR PB
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$286.00,2018
"HC I&D PENIS, DEEP",H3612057,361,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING","$1,447.00",2018
HC BX VULVA/PERINEUM EACH ADDL LES,H3612072,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$952.00,2018
HC COLPSCPY VULVA W/BX,H3612077,361,"
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$365.00,2018
HC COLPSCPY WHL VAG W/CRVX,H3612088,361,"
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$741.00,2018
HC COLPSCPY WHL VAG W/CRVX W/BX VAG/CRVX,H3612089,361,"
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$741.00,2018
HC COLPSCPY CRVX UPPR/ADJ VAG,H3612090,361,"
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$286.00,2018
HC COLPSCPY CRVX U/A VAG W/BX CRVX & ENDOCRVCL CURTTG,H3612091,361,"
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$594.00,2018
HC COLPSCPY CRVX VAG W/ENOCRVCL CURTTG,H3612093,361,"
80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$741.00,2018
HC ABLATION PULM TUMOR PQ RF W/IMG UNI,H3612190,361,20 CT SCAN - RADIOLOGY,"$9,308.00",2018
HC EVASC RPR A-UNILAC NDGFT,H3612193,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$8,104.00",2018
HC EVASC RPR A-BIILIAC NDGFT,H3612195,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$7,494.00",2018
HC PLCMT XTN PROS EVASC RPR PER VSL,H3612199,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$2,139.00",2018
HC PLCMT DLYD XTN PROS 1ST VSL,H3612200,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$3,115.00",2018
HC PLCMT DLYD XTN PROS EA ADDL VSL,H3612201,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",$620.00,2018
HC DELIVERY TRANSCATH FXTN DVC TO ENDOGRFT W/S&I,H3612202,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$3,115.00",2018
HC ACCESS & CLSR PQ FEM ART ENDOGFT DLVRY W/IMG UNI,H3612203,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES",$265.00,2018
HC XPOS OPN FMRL EPRST AOR UNI ADD-ON,H3612204,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$1,964.00",2018
HC BONE MARROW ASPIRATION(S),H3612210,361,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 MEDICAL OVERFLOW UNIT
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 PROCEDURES - CRITICAL CARE
20 CT SCAN - RADIOLOGY
20 SPECIAL PROCEDURES","$1,432.00",2018
HC BONE MARROW BIOPSY(IES),H3612211,361,"20 GI/ENDO/GEN MED
20 MEDICAL OVERFLOW UNIT
20 CT SCAN - RADIOLOGY
20 SPECIAL PROCEDURES","$1,432.00",2018
HC BX(S)/ASP(S) DX BONE MARROW,H3612212,361,"20 MED TELEMETRY STEP- DOWN
20 CT SCAN - RADIOLOGY
20 SPECIAL PROCEDURES","$2,613.00",2018
HC REPAIR EVASC ILIAC ART BIFURC W/ENDOPROSTH UNI,H3612213,361,"20 CARDIAC CATH LAB
","$10,756.00",2018
HC IMPLNT/RPLC TRNSCTH MITRAL VALVE PQ,H3612214,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$12,458.00",2018
HC IMPLNT/RPLC TRNSCTH MITRAL VALVE TRNSTHRCIC,H3612215,361,"20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES","$12,458.00",2018
HC NEG PRES WOUND TX W/O DME <= 50 SQ CM,H3612218,361,"20 W.O.C. SERVICES/HBO
25 W.O.C. SERVICES
55 W.O.C. SERVICES",$367.00,2018
HC NEG PRES WOUND TX W/O DME > 50 SQ CM,H3612219,361,"20 W.O.C. SERVICES/HBO
25 W.O.C. SERVICES
55 W.O.C. SERVICES",$367.00,2018
HC DESTRUCTION LESION(S) VULVA EXTENSIVE,H3612221,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY","$3,384.00",2018
HC FITTING DIAPHRAGM/CERVICAL CAP W/INSTRUCTIONS,H3612222,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$286.00,2018
HC CAUTERY CRYO CERVIX INI OR REPEAT,H3612223,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY",$594.00,2018
HC DILATION CERVICAL CANAL W/INSTRUMENT,H3612224,361,"80 SURGICAL SERVICES PRACTICE PB
80 WAR MULTISPEC - SURG SER FACILITY","$2,428.00",2018
HC DRAINAGE OF SKENE'S GLAND ABSCESS OR CYST,H3612227,361,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING","$2,359.00",2018
HC REMOVAL GJ TUBE SEWN W/MOD SEDATION,H3612229,361,20 CARDIAC CATH LAB,$703.00,2018
HC EMBOL/THROMB FEMRL POPLIT AORTO ILIAC ART,H3612230,361,20 CARDIAC CATH LAB,"$6,060.00",2018
HC NPWT SNAP W/O DME <= 50 SQ CM,H3612231,361,"20 W.O.C. SERVICES/HBO
25 W.O.C. SERVICES
55 W.O.C. SERVICES",$367.00,2018
HC NPWT SNAP W/O DME > 50 SQ CM,H3612232,361,"20 W.O.C. SERVICES/HBO
25 W.O.C. SERVICES
55 W.O.C. SERVICES",$367.00,2018
HC NPWT PICO W/O DME <= 50 SQ CM,H3612233,361,"20 W.O.C. SERVICES/HBO
25 W.O.C. SERVICES
55 W.O.C. SERVICES",$367.00,2018
HC NPWT PICO W/O DME > 50 SQ CM,H3612234,361,"20 W.O.C. SERVICES/HBO
25 W.O.C. SERVICES
55 W.O.C. SERVICES",$367.00,2018
HC REPAIR TRICUSPID VALVE W/CLIP,H3612245,361,20 CARDIAC CATH LAB,$887.00,2018
HC REPAIR NEO CHORD MITRAL VALVE,H3612247,361,20 CARDIAC CATH LAB,$887.00,2018
HC ANES MATERIALS 1ST 30 MIN,H3700007,370,"20 ANESTHESIOLOGY
25 ANESTHESIOLOGY
30 ANESTHESIOLOGY
45 ANESTHESIOLOGY
55 ANESTHESIOLOGY
80 ANESTHESIOLOGY
",$532.00,2018
HC ANES MATERIALS ADDL 30 MIN,H3700008,370,"20 ANESTHESIOLOGY
25 ANESTHESIOLOGY
30 ANESTHESIOLOGY
45 ANESTHESIOLOGY
55 ANESTHESIOLOGY
80 ANESTHESIOLOGY
",$33.00,2018
HC REGIONAL ANESTHESIA NON OB,H3700009,370,"20 ANESTHESIOLOGY
25 ANESTHESIOLOGY
30 ANESTHESIOLOGY
45 ANESTHESIOLOGY
55 ANESTHESIOLOGY
80 ANESTHESIOLOGY",$410.00,2018
HC REGIONAL ANESTHESIA OB,H3700010,370,"20 ANESTHESIOLOGY
25 ANESTHESIOLOGY",$410.00,2018
HC REGIONAL ANESTHESIA EA 30 MIN,H3700011,370,"20 ANESTHESIOLOGY
25 ANESTHESIOLOGY
30 ANESTHESIOLOGY
45 ANESTHESIOLOGY
55 ANESTHESIOLOGY
80 ANESTHESIOLOGY
20 SURGI CENTER",$205.00,2018
HC MOD SED SAME PHYS/QHP <5 YRS INIT 15 MIN,H3700012,370,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$122.00,2018
HC MOD SED SAME PHYS/QHP 5/>YRS INIT 15 MIN,H3700013,370,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$64.00,2018
HC MOD SED SAME PHYS/QHP EA ADDL 15 MIN,H3700014,370,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$57.00,2018
HC MOD SED OTH PHYS/QHP <5 YRS INIT 15 MIN,H3700015,370,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$478.00,2018
HC MOD SED OTH PHYS/QHP 5/>YRS INIT 15 MIN,H3700016,370,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$391.00,2018
HC MOD SED OTHER PHYS/QHP EA ADDL 15 MIN,H3700017,370,"20 EMERGENCY ROOM NURSING
25 EMERGENCY ROOM
30 EMERGENCY ROOM NURSING
45 EMERGENCY ROOM
55 EMERGENCY ROOM NURSING
80 EMERGENCY ROOM NURSING",$296.00,2018
HC CRYOPRECIPITATE EACH UNIT,H3900003,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$287.00,2018
HC RBC LEUKO REDUCED EA UNIT,H3900004,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$702.00,2018
HC FRESH FROZEN PLASMA 8 HRS EA,H3900005,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$286.00,2018
HC RED BLOOD CELLS EACH UNIT,H3900007,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$555.00,2018
HC RED BLOOD CELLS WASHED EA,H3900008,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,029.00",2018
HC PLATELETS LEUKOCYTES REDUC EA,H3900009,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$398.00,2018
HC PLATELETS IRRADIATED EA UNIT,H3900010,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$521.00,2018
HC PLATELETS LEUKO REDUC IRR EA,H3900011,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$512.00,2018
HC PLATELET  PHERESIS  EACH UNIT,H3900012,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,649.00",2018
HC PLATELET PHER LEUKO REDUCED EA,H3900013,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,936.00",2018
HC PLATELET PHERESIS IRR EA,H3900014,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,629.00",2018
HC PLATELET PHERESIS L/R IRR EA,H3900015,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$2,357.00",2018
HC RBC IRRADIATED EACH UNIT,H3900016,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$806.00,2018
HC RMB DEGLYC EA UNIT,H3900017,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,314.00",2018
HC RBC LEUCOREDUCED IRRADIATED EA,H3900018,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$891.00,2018
HC PLATELETS  HLA LEUKO REDUCED EA,H3900022,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$217.00,2018
HC BLOOD LEUKO REDUCED DEGLYCED EA,H3900024,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$413.00,2018
HC RBC DEGLYCED LEUKO REDUCE IRR EA,H3900027,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
","$1,072.00",2018
HC FRESH FROZEN PLASMA 8-24 HRS EA,H3900029,390,"20 LABORATORY
25 LABORATORY
30 LABORATORY
45 LABORATORY
55 LABORATORY
80 LABORATORY
",$264.00,2018
HC BLOOD TRANSFUSION,H3910001,391,"20 GI/ENDO/GEN MED
20 MED TELEMETRY STEP- DOWN
20 MEDICAL ONCOLOGY
20 NEURO SURGICAL
20 ORTHOPAEDICS
20 4 SURGICAL
20 SURG TELEMETRY STEP-DOWN
20 CLINICAL DECISION UNIT ER
20 PEDIATRICS
20 PSYCHIATRIC
20 MOTHER/BABY NURSING
20 NEONATAL INTENSIVE CARE
20 CRITICAL CARE STEP DOWN
20 PULMONARY CARE
20 REHABILITATION UNIT
20 LABOR & DELIVERY
20 CLINICAL OBSERVATION UNIT
20 SURGICAL SERVICES
20 AM ADMITTING
20 PROCEDURES - CRITICAL CARE
20 EMERGENCY ROOM NURSING
20 CARDIAC CATH LAB
20 SPECIAL PROCEDURES
20 INFUSION CENTER
25 MEDICAL/SURGICAL
25 OBSTETRICS
25 NEWBORN NURSERY
25 INTENSIVE CARE
25 LABOR & DELIVERY
25 SURGICAL SERVICES
25 EMERGENCY ROOM
30 MEDICAL/SURGICAL
30 INTENSIVE CARE
30 AMBULATORY SURGERY UNIT
30 EMERGENCY ROOM NURSING
45 MEDICAL/SURGICAL
45 AMBULATORY SURGERY UNIT
45 EMERGENCY ROOM
55 MEDICAL/SURGICAL
55 SURGICAL SERVICES
55 EMERGENCY ROOM NURSING
55 OUTPATIENT INFUSION
80 MEDICAL/SURGICAL
80 EMERGENCY ROOM NURSING
20 ENDOSCOPY
25 INFUSION CENTER
30 INFUSION CENTER
45 INFUSION CENTER
80 INFUSION CENTER
GEROPSYCH
20 CRITICAL CARE  4
30 SMH CRITICAL CARE STEPDOWN
20 MEDICAL OVERFLOW UNIT
20 WMC SHORT STAY UNIT
","$1,359.00",2018
HC 3D RECON W/POSTPROCESS INDPNDT,H4000001,400,"20 CARDIOVASCULAR LAB
20 MEDICAL IMAGING-OPDC
20 CT SCAN - RADIOLOGY
20 SPECIAL PROCEDURES
20 CT SCAN- OPDC
20 MAGNETIC RESONANCE IMAGING",$790.00,2018
HC DIGITAL MAMMO DX W/CAD BI,H4010004,401,"20 MAMMOGRAPHY
25 MAMMOGRAPHY
80 MAMMOGRAPHY
30 MAMMOGRAPHY
55 RADIOLOGY - MAIN DEPT
45 RADIOLOGY

",$509.00,2018
HC DIGITAL MAMMO DX W/CAD UNI,H4010005,401,"20 MAMMOGRAPHY
25 MAMMOGRAPHY
80 MAMMOGRAPHY
30 MAMMOGRAPHY
55 RADIOLOGY - MAIN DEPT
45 RADIOLOGY

",$392.00,2018
HC US HEAD/BRAIN,H4020001,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
45 RADIOLOGY
25 ULTRASOUND- RADIOLOGY
",$320.00,2018
HC US HEAD/NECK W/IMAGE DOC,H4020005,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY
80 RADIOLOGY-ULTRASOUND
20 SPECIAL PROCEDURES

",$320.00,2018
HC US CHEST W/IMAGE DOC,H4020006,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY
80 RADIOLOGY-ULTRASOUND
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES
20 RESPIRATORY THERAPY",$295.00,2018
HC US ABD W/IMAGE DOC COMP,H4020008,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY
80 RADIOLOGY-ULTRASOUND
20 CARDIOVASCULAR LAB",$725.00,2018
HC US ABD W/IMAGE DOC LTD,H4020009,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY
80 RADIOLOGY-ULTRASOUND
20 RADIOLOGY - MAIN DEPT
20 SPECIAL PROCEDURES

",$522.00,2018
HC US RETROPERITONEUM COMP,H4020010,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY
80 RADIOLOGY-ULTRASOUND
",$729.00,2018
HC US RETROPERITONEUM LTD,H4020011,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY
80 RADIOLOGY-ULTRASOUND
20 CARDIOVASCULAR LAB



",$510.00,2018
HC US KIDNEY TRNSPNT W DUPLX DOPP,H4020012,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
20 CARDIOVASCULAR LAB",$500.00,2018
HC US SPINAL CANAL & CONTENTS,H4020013,402,"20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
45 RADIOLOGY
80 RADIOLOGY-ULTRASOUND
",$320.00,2018
HC US OB<14WKS SGL GEST/1ST GEST,H4020014,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
80 RADIOLOGY-ULTRASOUND
45 RADIOLOGY
55 ULTRASOUND- RADIOLOGY",$270.00,2018
HC US OB<14 WKS EA ADDL GEST,H4020015,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
80 RADIOLOGY-ULTRASOUND
",$199.00,2018
HC US OB>=14WKS SGL OR 1ST GEST,H4020016,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
80 RADIOLOGY-ULTRASOUND",$466.00,2018
HC US OB >=14WKS EA ADDL GEST,H4020017,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
",$466.00,2018
HC US TRANSABD SGL OR 1ST GEST,H4020018,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
",$783.00,2018
HC US TRANSABD EA ADDL GEST,H4020019,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
80 RADIOLOGY-ULTRASOUND
",$311.00,2018
HC US OB NUCHAL MEAS 1 GEST,H4020020,402,"20 MATERNAL FETAL MEDICINE
",$446.00,2018
HC US OB NUCHAL MEAS EA ADDL,H4020021,402,"20 MATERNAL FETAL MEDICINE
",$110.00,2018
HC US OB LTD=>1FETUS,H4020022,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
55 RADIOLOGY - MAIN DEPT
80 RADIOLOGY-ULTRASOUND
20 OBED
25 LABOR & DELIVERY
55 ULTRASOUND- RADIOLOGY",$320.00,2018
HC US OB F/U EA FETUS,H4020023,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
80 RADIOLOGY-ULTRASOUND
45 RADIOLOGY",$251.00,2018
HC US OB TRANSVAGINAL,H4020024,402,"20 MATERNAL FETAL MEDICINE
20 ULTRASOUND- RADIOLOGY
20 ULTRASOUND-OPDC
25 ULTRASOUND- RADIOLOGY
30 RADIOLOGY ULTRASOUND
45 RADIOLOGY
80 RADIOLOGY-ULTRASOUND
20 OBED
55 ULTRASOUND- RADIOLOGY",$489.00,2018
