"Mnemonic","Description","Price"
"82247G","LCORE - SGOT",65
82250,"C-TOTAL BILIRUBIN",54
"82250A","C-NEONATAL BILIRUBIN",49
82252,"C-DIRECT BILIRUBIN",54
"82270OL","OSL-STOOL FOR OCCULT BLOOD",42
82273,"FL-OCCULT BLOOD",22
82299,"AML-SERUM CADMIUM LEVEL",112
82307,"C- VITAMIN D 25 HYDROXY",281
"82307A","AML-VITAMIN D 25 D2 D3",281
82310,"C-CALCIUM",35
82321,"AML-CALCIUM IONIZED",101
82340,"C-CALCIUM URINE",54
82371,"UVA-TEGRETOL FREE",97
82372,"C-CARBAMAZEPINE (TEGRETOL)",104
"82373AA","AML-CARBOHYD DEF TRANSFERRI",49
"82373AB","AML-TRANSFERRIN",86
82375,"C-CARBOXYHEMOGLOBIN",91
"82378A","AML-CEA PANCREATIC CYST FLU",192
82382,"AML-CATECHOLAMINES FRACTION",163
82385,"AML-CATECHOLAMINES PLASMA,F",235
"82397A","AML-COLLAGN TYPE 1 C-TELOPE",235
"82397CA","AML-ADALIMUMAB QUANT",334
"82397CB","AML-ADALIMUMAB ANTIBODY",384
"82397DA","AML-INFLIXIMAB LEVEL",320
"82397DB","AML-INFLIXIMAB ANTIBODY",368
82399,"AML-CHROMOGRANIN",266
82414,"AML-TOPIRAMATE LEVEL",104
82435,"C-CHLORIDE",49
82436,"C-CHLORIDE-URINE",49
82437,"AML-FECAL CHLORIDE",131
82465,"C-CHOLESTEROL",38
82466,"AML-CHOLESTEROL",20
82471,"AML-URINE ORGANIC ACID QUAN",481
82475,"AML-CLOMIPRAMINE",155
82483,"AML-ETHYLENE GLYCOL",128
"82491G","AML-QUETIAPINE (SEROQUEL)",97
"82491L","AML-RUFINAMIDE LEVEL",229
"82491M","MEDTOX-MARIJUANA CONFIRMATI",206
"82491N","AML-DOPAMINE LEVEL PLASMA",91
82494,"AML-NIDA DRUG PROFILE",56
82496,"AML-CHROMIUM",174
82498,"AML-LORAZAPAM",130
82505,"AML-OLAZOPINE LEVEL",128
82510,"AML-BACLOFEN LEVEL",191
"82521A","MEDTOX - COCAINE CONFIRMATI",156
82522,"AML-LEVETIRACETAM LEVEL",106
82523,"AML-COLLAGEN CROSS LINKS",156
"82523A","AML-N-TELOPEPTIDE",211
82527,"AML-SERUM COPPER",83
82529,"C-CORTISOL",108
82531,"C-CORTISOL STIMULATION 30 M",108
82532,"C-CORTISOL STIMULATION 60 M",108
"82533A","AML-CORTISOL SALIVA",110
82534,"C-DEXAMETHASONE SUPPRESSION",108
82536,"AML-FREE CORTISOL SERUM",287
82541,"NMS-HYPOGLYCEMIC PROFILE",198
"82541B","AML- OMEGA 3 & 6 FATTY ACID",324
"82542A","AML-METHANPHETAMINE CONFIRM",147
"82542D","MEDTOX-PROPOXY CONFIRMATION",206
"82542E","MEDTOX - TCA CONFIRMATION",187
"82542GA","AML-N-METHYLHISTAMINE URINE",290
"82542H","NMS-N-METHYLACETAMIDE UR",616
"82542I","AML-CORTISONE SERUM",162
82543,"C-URINE CALCIUM/CREAT RATIO",41
82544,"C-URINE PROTEIN/CREATININE",50
82545,"C-CREATININE URINE",49
82548,"AML-CK TOTAL",58
82549,"AML-CK ISOENZYMES",89
82550,"C-CK",62
82551,"UVA-CKMB",77
82565,"C-CREATININE",62
82566,"FL-CREATININE BODY FLUID",49
82573,"AML-CREATININE URINE",34
82575,"C-CREATININE CLEARENCE",83
82599,"AML-CYANIDE",170
82607,"C-VITAMIN B12",101
82608,"AML-VITAMIN B12 BINDING CAP",131
82628,"AML-DESIPRAMINE",81
82633,"AML-DEOXYCORTICOSTERONE",326
82642,"AML-METHOTREXATE LEVEL",113
82643,"C-DIGOXIN",109
"82645A","CHG-SPEC PROCESS",21
"82645C","CHG-COLLECTION KIT FEE",25
82650,"AML-DIHYDROTESTOSTERONE",232
82652,"AML-VITAMIN D",368
82657,"C-DRUG SCREEN 5 ITEM",102
"82657F","ARUP-POMPE DISEASE GAA",200
82658,"C-DRUG ABUSE SCREEN",120
"82658A","C-MEDICAL DRUG OF ABUSE",93
"82658F","NMS-DRUG OF ABUSE SCREEN HA",740
"82670B","AML-ESTRADIOL TOTAL",185
"82670C","AML-ESTRADIOL FREE",185
"82670D","AML-ESTRADIOL ULTRASENSITIV",179
82672,"SO-DRUG OF ABUSE RE-TEST",140
82673,"AML-ESTROGENS TOTAL",144
82674,"UVA-ESTRIOL",161
82676,"AML-ESTRIOL SERUM",161
82680,"AML-ESTRONE BY RIA",246
82701,"C-ERYTHROPOIETIN EIA",206
"82710A","AML-FECAL FAT QUANTITATIVE",110
82727,"C-FERRITIN",90
82746,"C-FOLATE",97
82748,"AML-FOLIC ACID RBC",121
82778,"AML-IgA SUBCLASSES",212
"82781A","AML-IgG SUBCLASS 4",203
"82781C","AML-IgG 1",203
"82781D","AML-IgG 2",203
"82781E","AML-IgG 3",203
"82781F","AML-IgG 4",203
82782,"AML-IMMUNOGLOB TOTAL KAPPA",90
82783,"AML-IMMUNOGLOBUL TOTAL LAMB",90
82784,"AML-IMMUNOGLOBULIN A",61
82785,"AML-IMMUNOGLOBULIN A",79
82786,"AML-IMMUNOGLOBULIN G",61
82788,"AML-IMMUNOGLOBULIN G CSF",61
82789,"AML-IMMUNOGLOBULIN G CSF",79
82790,"AML-IMMUNOGLOBULIN M",61
82796,"AML-IMMUNOGLOBULIN D",61
82800,"C-PH",37
82944,"C-CSF GLUCOSE",37
82945,"C-GLUCOSE BODY FLUID NOT CS",37
82947,"C-GLUCOSE",47
82950,"C-GLUCOSE AFTER DEXTOL",49
82967,"C-GLUCOSE TOLERANCE TEST 3",71
82968,"C-TOLERANCE TEST ADDTNL SPE",26
82977,"C-GGT",48
83001,"C-FOLLICLE STIMULATING HORM",124
"83001A","AML- FSH PEDIATRIC",150
83002,"C-LUTEINIZING HORMONE",122
"83002A","AML-LUTEINIZING HORM PEDIAT",122
83005,"AML-SOMATOMEDIN-C",161
83010,"UVA-HAPTOGLOBINS SERUM",84
83013,"AML-H. PYLORI UBiT BREATH T",427
83016,"AML-DELTA ALA (UHM)",97
"83016B","AML-LEAD HM",84
"83016C","AML-ARSENIC",127
"83016D","AML-MERCURY",103
83017,"AML-ARSENIC (UHM)",127
83018,"AML-MERCURY (UHM)",103
"83018A","AML-COBALT LEVEL",107
"83018G","MAYO- GADOLINIUM 24H URINE",265
83020,"AML-HGB ELECTROPHORESIS",134
83037,"C-GLYCO HEMOGLOBIN A1c",65
83050,"C-METHEMOGLOBIN",91
83052,"H-SICKLE CELL SCREEN",40
83057,"AML-HEMOGLOBIN PLASMA",115
83499,"AML-PROGESTERON 17-A HYDROX",181
"83499A","AML-PROGESTERONE 17-HYDROX",173
83504,"AML-TRYPSINOGEN",194
83508,"AML-TOXOCARA CANIS AB BY EL",181
83514,"C-TROPONIN-I  (FEI)",77
"83516BB","AML-GLIADIN DEAMIDATED PEP",150
"83516BC","AML-GLIADIN DEAMIDATED PEP",150
"83516C","AML-PANCREATIC ELASTASE",412
"83516E","AML-TISSUE TRANSGLUTAMI IgG",78
"83516M","AML-TYSABRI ANTIBODY",205
"83516O","AML-EPI TRANSGLUTAMINASE Ig",168
"83518B","AML-LEPTIN",149
83519,"AML-ACETYLCHL RECP MDULATNG",242
"83519B","AML-SLE RIBOSOMAL P ANTIBOD",83
"83519C","AML-SLE ANA SCREEN",78
"83519D","AML-SLE COMPLEMENT C3",77
"83519E","AML-SLE COMPLEMENT C4",77
"83519F","AML-SLE SSA ANTIBODY",114
"83519G","AML-SLE SSB ANTIBODY",114
"83519H","AML-SLE SM ANTIBODY",114
"83519I","AML-SLE RNP ANTIBODY",114
"83519J","AML-SLE SEL 70 ANTIBODY",114
"83519K","AML-SLE RETICULIN IGA AB",52
"83519L","AML-SLE MITOCHONDRIAL AB",83
"83519M","AML-SLE SMOOTH MUSCLE AB",77
"83519N","AML-SLE DSDNA AB",52
"83519O","AML-SLE STRIATED MUSCLE AB",52
"83519P","AML-SLE MYOCARDIAL AB",52
"83519Q","AML-SLE PARIETAL CELL AB",77
"83519R","AML-SLE THY. PEROXIDASE AB",92
"83519S","AML-SLE RHEU FACTOR",38
"83519T","AML-PANCREATIC POLYPEPTIDE",283
"83519TA","AML-PARATHYROID HORMONE AB",218
"83519TR","AML-THYROTROPIN RELEASING H",200
"83519V","AML-HONEY BEE VENOM IgG",132
"83519VA","JHU-HONEY BEE VENOM IgE",132
"83519Y","JHU-YELLOW JACKET VENOM IgG",132
"83519YA","JHU-YELLOW JACKET VENOM IgE",132
"83519Z","JHU-WAS POLISTES VENOM IgG",132
"83519ZA","JHU-WASP POLISTES VENOM IgE",132
83520,"UVA-FK 506 TACROLIMUS",209
"83520B","AML-SACCHAROMYCES CERE IGG",121
"83520C","AML-SACCHAROMYCES CERE IGA",121
"83520D","AML-CALPROTECTIN",343
"83520E","AML-CCP IgG ANTIBODY",200
"83520F","AML-SOLUBLE LIVER ANTIGEN A",158
"83520J","AML-MANNOSE-BINDING LECTIN",149
"83520K","AML-RIBOSOMAL P ANTIBODY",218
"83520L","AML-RNA POLYMERASE 3 ANTIBO",108
"83520R","AML-ANTI MULLERIAN HRM ASSE",182
"83520S","AML-ADIPONECTIN",167
"83520V","EOS-MATRX METALPEP 9",304
83522,"AML-PROINSULIN",373
83524,"AML-GLUTAMIC ACID DECARBOXY",162
"83524A","AML-IA 2 ANTIBODY",206
83528,"AML-ANTI Mi 2 AUTO ANTIBODI",168
83529,"UVA-CYCLOSPORINE LEVEL",103
83538,"C-BRAIN NATRIURETIC PEPTIDE",220
83540,"C-IRON",58
83545,"UVA-DIMERIC INHIBIN-A (AFP)",71
"83546HA","AML GM1 IgG",90
"83546HB","AML GM1 IgM",90
83605,"C-LACTIC ACID",90
"83605A","AML-LACTIC ACID",90
83614,"FL-LDH BODY FLUID",43
83615,"C-LDH",43
83620,"AML-ANTI MAG ANTIBODY",130
"83674B","AML-B CELL COUNT",242
83675,"AML-T CELL COUNT",252
83676,"AML-CD4 & CD8 CELL COUNT LS",313
83690,"C-LIPASE",43
"83708BA","AML-CARD IQ LIPID PANEL",91
"83708BB","AML-CARD IQ APOLIPROTEIN",103
"83708BC","AML-CARD IQ LIPOPROTEIN",88
"83708BD","AML-CARD IQ LIPOPRO SUBCLAS",211
83718,"C-HDL",60
83720,"C-DIRECT LDL CHOLESTEROL",65
"83720A","C-DIRECT LDL CHOLESTEROL RF",65
83722,"AML-LIPOPROTEIN ELECTROPHOR",66
83725,"C-LITHIUM",50
83735,"C-MAGNESIUM",52
83736,"C-URINE MAGNESIUM",49
83738,"AML-MAGNESIUM RBC",54
83786,"AML-MANGANESE",163
83789,"AML-CARBAMAZEPINE 10 11 EPO",133
"83789AB","AML-TPMT ENZYME ACTIVITY",445
"83789C","NMS-MDPV STIM DISIGN DRUG",170
"83789E","NMS-LACOSAMIDE",185
"83833AA","QST-FACTOR 5 LEIDEN MUTATIO",192
83835,"AML-TOTAL METANEPHRINES",168
"83835A","AML-METANEPHRINES RANDOM",114
83841,"AML-METHADONE CONFIRM",156
"83841B","AML-METHADONE & METABOLITE",91
"83859AA","AML-MSP SERUM ALBUMIN",35
"83859AB","AML-MSP URINE ALBUMIN",37
"83859AC","AML-MSP IgG",60
"83859AD","AML-MSP IgM",60
83860,"AML-NORTRIPTYLINE",79
"83870A","AML-PARVOVRS B19 DNA PCR",256
83873,"AML-CSF MYELIN BASIC PROTEI",109
83874,"C-MYOGLOBIN SERUM",92
83875,"U-MYOGLOBIN URINE",86
"83876A","AML-HIV 1 DNA REAL TIME PCR",305
83883,"AML-ALBUMIN CSF",54
83884,"ESO-LIPOPROTEIN A-Lp(a)",220
"83887A","AML-NICOTINE/CONTININE",109
83888,"AML-URINE NICOTINE/CONTININ",108
83891,"AML-HEPATITIS B VIRUS DNA",274
"83891CA","QST-JAK2 MUTATION EVAL",522
"83899A","AML-LYME PCR DNA ANALYSIS",290
"83901EA","CSI-IGH HVY CHAIN GENE REAR",725
83904,"UVA-BORDETELLA PERTUSSIS AG",210
"83908AA","AML-TPMT GENOTYPE",481
"83912C","AML-MuSK ANTIBODY TEST",752
"83914AA","QST-CF DNA MUTATION",1040
83916,"AML-5 NUCLEOTIDASE",97
83919,"METHYLMALONIC ACID",242
"83920A","AML-CSF VARCLA ZOSTR DNA PC",210
"83925D","AML-FENTANYL & NORFENTANYL",150
"83925DA","QUEST - FENTANLY URINE",120
"83925F","MEDTOX-BURPRENORPHINE CONF",156
83930,"C-OSMOLALITY SERUM",50
83935,"C-OSMOLALITY URINE",50
"83955A","AML-EHRILICOSIS BY PCR",551
83967,"AML-OSMOLALITY STOOL",109
83969,"AML-PTH-RELATED PROTEIN",361
83971,"C-PARATHYROID HORMONE INTAC",275
"83986A","FL-pH",20
83991,"AML-MEPERIDINE BY GCMS",130
83993,"AML-DRUG SCREEN CONFIRMATIO",206
"84007EA","AML-HUNTINGTON'S MUTATION A",328
"84010BA","CSI-BCR ABL1 TRANSLOCATION",704
"84019A","QST-HEMOCHRONOTOSIS GENE",245
"84024A","AML-HIV-1 GENOTYPE",1532
84030,"AML-PHENYLALANINE BLOOD",109
84045,"C-PHENYTOIN DILANTIN",95
84047,"AML-PHENYTOIN FREE",95
"84065AA","AML- DPD GENE MUTATION",340
84067,"AML-ALDOLASE",79
84069,"S-RUBEOLA IgG",114
84075,"C-ALKALINE PHOSPHATASE",34
"84075A","AML-ALK PHOS BONE SPECIFIC",78
84076,"AML-ALKALINE PHOSPHATASE",34
"84077A","QST-FACTOR 2 MUTATION",323
84078,"AML-ALKALINE PHOS FRACT",48
84080,"AML-ALKALINE PHOS ISOENZYME",113
"84088A","AML-HEPATITIS C GENOTYPING",1464
84100,"C-PHOSPHORUS",37
84105,"C-PHOSPHORUS URINE",43
84118,"U-PORPHYRIN SCREEN",58
84122,"AML-PLASMA PORPHRIN,FRACT",226
84132,"C-POTASSIUM",49
84133,"C-POTASSIUM URINE",47
84140,"AML-PREGNENOLONE",168
84145,"S-PROCALCITONIN",114
84146,"C-PROLACTIN",130
84149,"AML-PROPRANOLOL LEVEL",162
"84150B","AML-PROSTAGLANDINS D2 SERUM",342
"84153A","AML-PSA ULTRASENSITIVE",190
"84153B","MAYO-PHI11",451
84154,"C-PROSTATE SPEC AG FREE",122
84155,"C-TOTAL PROTEIN",34
84156,"FL-TOTAL PROTEIN BODY FLUID",34
84162,"AML-IMMUNOFIXATION ELECTROP",143
84165,"AML-PROTEIN ELECTROPHORESIS",68
84166,"C-PROSTATIC SPEC AG SCREEN",107
"84166B","AML-BODY FLUID ELECTROPHORE",115
"84180B","C-PROTEIN URINE",34
"84182C","AML-HSV 1&2 IgG AB DIFF BLO",91
"84182D","AML-HSV 1&2 IgG AB DIFF BLO",91
84195,"CSF-PROTEIN-CSF",42
84201,"AML-MELANOCYTE STIMUL HOR",449
84203,"AML-PROTOPOPHYRIN ZINC",95
84207,"AML-VITAMIN B6",185
84210,"AML-PYRUVATE",71
84232,"AML-VASO INTEST POLYPEPTIDE",346
84238,"AML-ACETYLCHOLINE RECEPT-MA",236
"84238A","AML-ACETYLCHOLINE RECP BLOC",271
84244,"AML-RENIN",161
"84250A","MAYO-ACh RECPT BINDING AB",133
"84250B","MAYO-ACh RECPT MODULATING A",133
"84250C","MAYO-P/Q TYPE CA CHANNEL AB",133
"84250D","MAYO-N-TYPE CA CHANNEL AB",133
"84250E","MAYO-STRIATED MSCLE ANTIBOD",133
"84250F","MAYO-AChR GANGLNIC NEURONAL",133
"84250G","MAYO-NEURONAL VGKC AUTOAB",133
"84250H","MAYO - AGNA - 1",25
"84250I","MAYO - AMPHIPHYSIN",25
"84250J","MAYO - ANNA-1",25
"84250K","MAYO-ANNA-2",25
"84250L","MAYO - ANNA-3",25
"84250M","MAYO - CRMP-5-IgG",25
"84250N","MAYO-PCA-1",25
"84250O","MAYO-PCA-2",25
"84250P","MAYO-PCA-Tr",25
84252,"AML-VITAMIN B2 RIBOFLAVIN",132
"84252A","AML-VITAMIN B3",80
84255,"AML-SELENIUM",174
84261,"AML-SEROTONIN, BLOOD",265
"84261A","AML-SEROTONIN RELEASE ASSAY",356
84270,"AML-SEX HORMONE BINDING GLO",142
84295,"C-SODIUM",49
84300,"C-SODIUM URINE",42
"84302A","AML-FECAL SODIUM",131
"84311A","AML-FECAL K SPECTROPHOTO",131
"84311B","AML-ALPHA GALACTOSIDASE",269
"84311C","AML-ADENOSINE DEAMINASE PLE",252
84313,"C-SERUM KETONE",77
84376,"AML-FRUCTOSAMINE",100
84403,"AML-ANDROGEN SCREEN",172
84405,"AML-FREE TESTOSTERONE",281
84409,"QUEST-FREE TESTOSTERONE",215
84412,"AML-DRUG SCREEN CONFIRMATIO",172
84417,"QUEST-TESTOSTERONE TOTAL",172
84418,"QUEST- TESTO BIO ALBUMIN",35
84420,"C-THEOPHYLLINE",104
84425,"AML-VITAMIN B1",158
"84432B","MAYO-THYROGLOBULIN",109
"84432C","MAYO-THYROGLOBULIN ANITBODY",109
84435,"C-T4",60
84439,"C-T4-FREE",58
"84439B","AML-FREE T4 BY EQUILIB DIAL",61
84440,"AML-T4 FREE BY RIA",120
84442,"AML-THYROXINE BINDING GLOB",90
84443,"C-TSH",130
84445,"AML-THYROGLOBULIN",200
84447,"AML-VITAMIN E",128
84449,"AML-HALDOL",176
84450,"C-SGOT",67
84454,"AML-HERPES SIMPLEX VIR TYPE",89
84456,"AML-HERPES VIRUS 6 AB IgM",107
"84457A","AML-COMPLEMENT C2 COMPONENT",77
84460,"C-SGPT",38
84461,"AML-HERPES VIRUS 6 AB IgG",107
84477,"AML-TRIGLYCERIDES",29
84478,"C-TRIGLYCERIDES",47
84479,"UVA-T3 UPTAKE",47
84483,"AML-T3 REVERSE BY RIA",265
84510,"AML-TYROSINE",89
84520,"C-BUN",49
84521,"FL-UREA NITROGEN BODY FLUID",30
84540,"C-UREA NITROGEN URINE",50
84545,"C-UREA NITROGEN CLEARANCE",37
84555,"C-URIC ACID",38
84560,"C-URIC ACID, URINE",53
84597,"AML-VITAMIN K LEVEL",365
84604,"AML-VOLATILES SCREEN",92
84645,"AML-ROTAVIRUS",160
84682,"C- C-PEPTIDE (FASTING)",137
84695,"C-GENTAMYCIN",114
84702,"C-HCG-QUANITATIVE",128
84703,"C-SERUM PREGNANCY-QUALITATI",54
84704,"C-URINE PREGNANCY TEST",60
"84704OL","OSL-URINE PREGNANCY TEST",60
84705,"AML-HCG QUANTITATIVE",118
84706,"UVA-HCG",101
84810,"C-TOBRAMYCIN",96
84812,"AML-HER2 NEU-C ERB-B2 ONCOG",348
84840,"AML-META/NORMETANEPHRINE PL",354
84841,"AML-MDMA ECTASY DRUG LEVEL",109
84984,"AML-FETAL FIBRONECTIN TEST",492
84987,"AML-HISTOPLASMA ANTIGEN",185
84989,"AML-URINE AMINO ACID",361
84990,"C-PRE-ALBUMIN",97
84999,"AML-ANTIDIURETIC HORMONE",444
85002,"H-BLEEDING TIME",70
85007,"H-DIFFERENTIAL",34
85012,"H-EOS COUNT",28
85013,"PCH-HEMATOCRIT",21
85014,"H-HEMATOCRIT",35
85016,"FL-SPUN MICROHEMATOCRIT",35
85017,"PCH-HEMOGLOBIN",21
85018,"H-HEMOGLOBIN",35
85021,"H-WBC & DIFF",55
85022,"H-CBC WITH DIFF",111
85027,"H-CBC",80
85044,"H-RETIC",28
85048,"H-WBC COUNT",35
85060,"H-BLOOD SMEAR-EXAM BY PATH",98
85208,"H-URIC ACID CRYSTALS",28
85211,"AML-FACTOR 2 (PROTHROMBIN)",160
85221,"AML-FACTOR 5",160
85230,"AML-FACTOR 7 (PROCONVERTIN)",160
85240,"AML-FACTOR 8 AHG",86
"85240B","AML-FACTOR 8 ACT CHROMOGENI",184
"85241A","ESO-VON WILLEBRAND MULTIMER",263
85246,"CCC-VON WILLEBRAND FACTOR A",129
85247,"ESO-VON WILLEBRAND FACTOR",146
85251,"AML-FACTOR 9",160
"85260A","FACTOR 10 ACTIVITY CHROMOGE",160
85261,"AML-FACTOR 10",160
85270,"CCC-FACTOR XI ACTIVITY LEVE",154
85290,"ESO-FACTOR 13",189
"85301A","AML-ANTITHROMBIN 3 ANTIGEN",161
85302,"AML-PROTEIN C ANTIGEN",154
85305,"AML-PROTEIN S ANTIGEN TOTAL",174
85306,"ESO-PROTEIN S FREE",152
"85331A","CC-HYPCG PROTEIN C ACTIVITY",94
85334,"AML-ACTIV PROTEIN C RESIST",136
"85334A","CC-PROTEIN S FREE",132
85335,"AML-FACTOR INHIBITOR",94
85337,"CC-HYPCG ACT PROTEIN C RESI",90
85338,"CC-HYPCG HOMOCYSTEINE",156
"85345AA","QST-METHLTETRAHYDROFLATE",275
85360,"CC-EUGLOBULIN LYSIS TIME",94
85361,"H-D-DIMER, QUANTITATIVE",68
85376,"H-FIBRINOGEN",90
85385,"AML-FIBRINOGEN FUNCTIONAL A",287
85397,"AML-VWF PROTEASE ACTIVITY",248
85520,"ESO-HEPARIN ANTI-XA",198
85549,"AML-LYSOZYME (MURAMIDASE)",91
"85576A","H-PLATELET AGGREGATION PRU",90
85595,"H-PLATELET COUNT",35
"85597A","AML-HEXAGONAL PHASE CONFIRM",36
85605,"AML-VON WILLEBRANDS RISTOCE",133
85609,"AML-FACTOR 8",160
85610,"H-PROTHROMBIN TIME",51
85614,"AML-PROTEIN C-FUNCTIONAL",205
85623,"H-MIX STUDY PT RAW",24
85624,"H-MIX STUDY PT 50/50 DILUTE",24
85625,"H-MIX STUDY PT 1 HOUR",24
85626,"H-MIX STUDY PT 2 HOURS",24
85651,"H-SED RATE",52
85670,"AML-THROMBIN TIME",42
85730,"H-PTT",55
"85730A","AML-LUPUS ANTICOAG PTT",62
85734,"AML-PARTIAL THROMBOPLASTIN",29
85738,"H-MIX STUDY PTT RAW",28
85739,"H-MIX STUDY PTT 50/50 DILUT",31
85740,"H-MIX STUDY PTT 1 HOUR",31
85741,"H-MIX STUDY PTT 2 HOURS",31
85821,"AML-VISCOSITY SERUM",81
"85891A","AML-DRMATOPHAGOIDS PTERONYS",38
"85891B","AML-DERMATOPHAGOIDES FARINA",38
"85891D","AML-HOUSE DUST h2 IgE",37
85987,"AML-SOL TRANSFERRIN RECEPTO",233
"85990AB","AML-PNH FLOW CYTO MARKER #1",186
"85990AC","AML-PNH FLOW CYTO MARKER  #",102
"85990AD","AML-PNH FLOW CYTO MARKER  #",102
"85990AE","AML-PNH FLOW CYTO MARKER  #",102
"85990AF","AML-PNH FLOW CYTO MARKER  #",102
"85990AG","AML-PNH FLOW CYTO MARKER  #",102
"85990AH","AML-PNH FLOW CYTO MARKER  #",102
"85990AI","AML-PNH FLOW CYTO MARKER  #",102
"85990AJ","AML-PNH FLOW CYTO MARKER  #",102
"85990B","AML-PNH INTERPRETATION",281
"86001A","AML-ASPERGILLUS FUMIGATUS I",82
"86005D","AML-CASEIN IgE",38
86006,"AML-COLD AGGLUTININS",60
"86014A","AML-BARTONELLA DNA PCR",368
"86021A","AML-NEUTROPHIL AB FLOW CYTO",239
"86021B","AML-ANCA SCREEN/TITER",145
"86022B","AML-PLATELET CIR C AB IgA",112
"86022C","AML-PLATELET CIR C AB IgG",112
"86022D","AML-PLATELET CIR C AB IgM",112
86025,"AML-ANTINEUTROPHIL CYTOPLAS",145
86027,"ESO-PLATELET ANITBODY DIREC",361
86028,"AML-ALLERGY TEST EA. ALLERG",65
"86028A","AML-ASPERGILOSIS AMSTELODMI",83
"86028AA","AML-ASPERGILLOSIS FUMIGATUS",38
"86028AB","AML-ASPERGILLUS FLAVUS IgE",37
"86028AC","AML-ASPERGILLUS NIDULANS Ig",37
"86028AD","AML-ASPERGILLUS TERREUS IgE",83
"86028B","AML-ASPERGILOSIS VERSICOLOR",83
"86028C","AML-ASPERGILLOSIS NIGER IgE",38
"86028D","AML-ALLERGEN HELMINTH HALOD",38
"86028I","IBT-GALACTOSE-ALPHA-1 3 IgE",121
86029,"AML-HEPARIN INDUCED ANTIBOD",374
86030,"AML-IGF PROTEIN BINDING SUB",185
"86030A","AML-IGF PROTEIN BINDING SUB",102
"86034B","AML-HG EHRLICHIOSIS IgG",128
"86034C","AML-HG EHRLICHIOSIS IgM",104
"86034DA","AML-EHRLICHIA ANTIBODY IgG",128
"86034DB","AML-EHRLICHIA ANTIBODY IgM",104
86036,"AML-NEURONAL NUCLEAR ANTI",301
86037,"AML-ST. LOUIS ANTIBODY",61
86038,"AML-WESTERN EQUINE ANTIBODY",62
"86038A","AML-ANA IFA REFLEX CASCADE",79
86039,"AML-EASTERN EQUINE ANTIBODY",62
"86039E","AML- ANA TITER & PATTERN",71
86040,"AML-CALIFORNIA ENCEPHALITIS",62
"86054A","AML-SALMONELLA H TYPE A",89
"86054B","AML-SALMONELLA H TYPE B",89
"86054C","AML-SALMONELLA H TYPE D",89
"86054D","AML-SALMONELLA O TYPE Vi",89
"86054E","AML-SALMONELLA O TYPE D",89
86060,"C-ANTISTREPTOLYSIN O TITER",53
86067,"AML-ALPHA 1 ANTITRYPSIN",89
"86071A","AML-DENGUE TITER IgG",86
"86071B","AML-DENGUE TITER IgM",86
86140,"C-REACTIVE PROTEIN",65
86141,"C-CRP HIGH SENSITIVITY",100
"86146A","AML-B2 GLYCOPROTEIN IgG",155
"86146B","AML-B2 GLYCOPROTEIN IgA",155
"86146C","AML-B2 GLYCOPROTEIN IgM",155
86147,"AML-ANTI-CARDIOLIPIN IgG",155
"86147A","UVA-ANTI CARDIOLIPIN IgA",155
"86148A","AML-PHOSPHATIDYLSERINE IgG",121
"86148B","AML-PHOSPHATIDYLSERINE IgM",121
"86148C","AML-PHOSPHATIDYLSERINE IgA",121
86151,"C-CARCINOEMBRYONIC ANTIGEN-",127
"86152A","AML-CIRCULAT TUMOR CELLS",704
86159,"AML-C1 ESTERASE INHIBITOR",109
86160,"AMLP-C1 ESTERASE INHIBITOR",82
"86160B","NMS-C4A LEVEL",142
86161,"AMLP-CH50",116
"86161A","AML-C1 ESTERASE FUNCTIONAL",79
86162,"AML-COMPLEMENT ADDITIONAL A",79
86163,"AML-COMPLEMENT-C3",79
86164,"AMLP-COMPLEMENT C3",79
"86182A","AML-COXSACKIE A2",63
"86182B","AML- COXSACKIE A4",63
"86182C","AML- COXSACKIE A7",63
"86182D","AML- COXSACKIE A9",63
"86182E","AML-COXSACKIE A10",63
"86182F","AML- COXSACKIE A16",63
"86184A","AML- COXSACKIE B1",83
"86184B","AML- COXSACKIE B2",83
"86184C","AML- COXSACKIE B3",83
"86184D","AML- COXSACKIE B4",83
"86184E","AML- COXSACKIE B5",83
"86184F","AML- COXSACKIE B6",83
86197,"AML-ECHINOCOCCUS GRANU",119
"86200A","LABCORP-CCP IgA AND IgG CCP",184
86211,"AML ANTI-GBM ANTIBODIES",295
86216,"AML-ANTI-STREPTOCOCCAL DNAS",110
86222,"AML-EBV AB CAPSID AG IgG",120
86223,"AML-EBV AB CAPSID AG IgM",120
86224,"AML-EBV AB TO NUCLEAR AG",102
86227,"AML-ANTI-DNA RIA",114
"86227A","UVA-DS DNA AB CRITHIDIA",114
86230,"AML-DNA ANTIBODY SINGLE STR",92
86234,"AML-ANTI-CENTROMERE AB IFA",114
"86235B","AML-RNP ANTIBODY",118
"86235DA","AML-EXTRAC NA J01",180
"86235DB","AML-EXTRAC NA MI-2",180
"86235DC","AML-EXTRAC NA SRP",180
"86235DD","AML-IMMUNOASSAY #1",131
"86235DE","AML-IMMUNOASSAY #2",131
"86235DF","AML-IMMUNOASSAY #3",131
"86235DG","AML-IMMUNOASSAY #4",131
"86235DH","AML-IMMUNOASSAY #5",131
"86235F","AML-CHROMATIN NUCLEOSOMAL A",128
86237,"AML-ANTI ENA SS-A",119
86238,"AML-ANTI ENA SS-B",119
