"Type","Name","Per Day Charges"
"Pharmacy","lactobacillus casei-omega-3 fatty acids - Oral Cap","3.76"
"Pharmacy","lactobacillus rhamnosus GG - Cap","3.5"
"Pharmacy","lactulose 10 g/15 mL Oral Solution (473mL Bulk)","3.5"
"Pharmacy","lactulose 10 g/15 mL Rectal Liquid (473mL Bulk)","3.5"
"Pharmacy","lactulose 10gm/15mL Oral Syrup (15mL UD)","3.5"
"Pharmacy","lactulose 10gm/1packet Oral Powder (1EA UD)","29.55"
"Pharmacy","lactulose 20gm/1packet Oral Powder (1EA UD)","30.62"
"Pharmacy","lactulose 20gm/30mL Oral Syrup (30mL UD)","3.5"
"Pharmacy","lamiVUDine 10 mg/mL Oral Sol (Extemp)","3.5"
"Pharmacy","lamiVUDine 100 mg Tab","56.39"
"Pharmacy","lamiVUDine 150 mg Tab","25.13"
"Pharmacy","lamiVUDine 300 mg Tab","37.84"
"Pharmacy","lamiVUDine-zidovudine 150 mg-300 mg Tab","25.93"
"Pharmacy","lamoTRIgine 100 mg Tab","3.5"
"Pharmacy","lamoTRIgine 100 mg Tab ER","49.09"
"Pharmacy","lamoTRIgine 150 mg Tab","20.92"
"Pharmacy","lamoTRIgine 200 mg Tab","22.77"
"Pharmacy","lamoTRIgine 200 mg Tab ER","52.35"
"Pharmacy","lamoTRIgine 25 mg Chew Tab","11.19"
"Pharmacy","lamoTRIgine 25 mg Tab","3.5"
"Pharmacy","lamoTRIgine 25 mg Tab ER","22.92"
"Pharmacy","lamoTRIgine 250 mg Tab-ER","71.39"
"Pharmacy","lamoTRIgine 5 mg Tab-Dis","10.69"
"Pharmacy","lamoTRIgine 50 mg Tab ER","45.83"
"Pharmacy","lanolin-mineral oil Topical Lotion (240mL Bulk)","3.5"
"Pharmacy","lansoprazole 15 mg Cap","3.5"
"Pharmacy","lansoprazole 15 mg Dis Tab","58.11"
"Pharmacy","lansoprazole 3 mg/mL Oral Suspension (5mL UD)","3.5"
"Pharmacy","lansoprazole 30 mg Cap","19.82"
"Pharmacy","lansoprazole 30 mg Dis Tab","55.21"
"Pharmacy","lanthanum carbonate 1000 mg oral Chew Tab","50.43"
"Pharmacy","lanthanum carbonate 500 mg Chew Tab","45.33"
"Pharmacy","lanthanum carbonate 750 mg oral Chew Tab","50.43"
"Pharmacy","latanoprost 0.005% Ophthalmic Solution (2.5mL Bulk)","133"
"Pharmacy","lecithin 1200 mg Cap","3.5"
"Pharmacy","ledipasvir-sofosbuvir 90mg-400mg","4725"
"Pharmacy","leflunomide 10 mg Tab","22.1"
"Pharmacy","leflunomide 20 mg Tab","19.05"
"Pharmacy","lenalidomide 2.5 mg Cap","2921.01"
"Pharmacy","leptospermum honey 80% DS gel (44 mLBulk)","53"
"Pharmacy","letrozole 2.5 mg Tab","63.47"
"Pharmacy","leucovorin 25 mg Tab","48.26"
"Pharmacy","leucovorin 5 mg Tab","9.8"
"Pharmacy","leuprolide 22.5 mg/3 months Pwd Kit (1EA Bulk)","5691.28"
"Pharmacy","levalbuterol 0.63 mg/3 mL Inh Sol","7.82"
"Pharmacy","levalbuterol 1.25 mg/0.5 mL Solution Inhalation (Concentrated)","26.08"
"Pharmacy","levalbuterol 1.25 mg/3 mL Inh Sol","7.82"
"Pharmacy","levalbuterol CFC free 45 mcg/inh Aerosol (15gm Bulk)","17.2"
"Pharmacy","levETIRAcetam 100 mg/mL IV Sol 5mL","6.63"
"Pharmacy","levETIRAcetam 1000 mg tab","24.63"
"Pharmacy","levETIRAcetam 1000 mg/100 mL NaCL 0.75% IV Sol","3.5"
"Pharmacy","levETIRAcetam 250 mg Tab","3.5"
"Pharmacy","levETIRAcetam 500 mg Tab","3.5"
"Pharmacy","levETIRAcetam 500 mg Tab ER","15.56"
"Pharmacy","levETIRAcetam 500 mg/100 mL-NaCl 0.82% IV Sol","3.5"
"Pharmacy","levETIRAcetam 500mg/5mL Oral Solution (5mL UD Liq)","3.5"
"Pharmacy","levETIRAcetam 750 mg Tab","16.66"
"Pharmacy","levETIRAcetam 750 mg Tab ER","23.37"
"Pharmacy","levobunolol 0.25% Ophthalmic Solution (5mL Bulk)","9.84"
"Pharmacy","levobunolol 0.5% Ophthalmic Solution (10mL Bulk)","4.18"
"Pharmacy","levOCARNitine 1000mg/10mL Sol (10mL UD Liq)","3.5"
"Pharmacy","levOCARNitine 200 mg/mL Inj Sol 5mL","27.82"
"Pharmacy","levOCARNitine 250 mg Cap","3.5"
"Pharmacy","levOCARNitine 330 mg Tab","3.84"
"Pharmacy","levocetirizine 5 mg Tab","3.5"
"Pharmacy","levofloxacin 25 mg/mL  IV Sol 20mL","7.83"
"Pharmacy","levoFLOXacin 25 mg/mL IV Sol 30mL","6.93"
"Pharmacy","levoFLOXACIN 25 mg/mL Oral Soln (Extemp)","4.84"
"Pharmacy","levoFLOXACIN 250 mg Tab","57.73"
"Pharmacy","levoFLOXACIN 250 mg/50 mL IV Sol","3.5"
"Pharmacy","levoFLOXACIN 500 mg Tab","66.16"
"Pharmacy","levoFLOXACIN 500 mg/100 mL IV Sol","3.5"
"Pharmacy","levoFLOXACIN 750 mg Tab","123.88"
"Pharmacy","levoFLOXACIN 750 mg/150 mL IV Sol","3.5"
"Pharmacy","levofloxacin ophthalmic 0.5% Sol (5 mL Bulk)","54.68"
"Pharmacy","levomilnacipran 20 mg Cap ER","41.7"
"Pharmacy","levomilnacipran 40 mg  Cap ER","41.7"
"Pharmacy","levomilnacipran 80 mg Cap-ER","41.7"
"Pharmacy","levothyroxine 100 mcg (0.1 mg) Tab","3.5"
"Pharmacy","levothyroxine 100 mcg Powder Vial","443.45"
"Pharmacy","levothyroxine 112 mcg (0.112 mg) Tab","3.5"
"Pharmacy","levothyroxine 125 mcg (0.125 mg) Tab","4.64"
"Pharmacy","levothyroxine 137 mcg (0.137 mg) Tab","3.5"
"Pharmacy","levothyroxine 150 mcg (0.15 mg) Tab","4.62"
"Pharmacy","levothyroxine 175 mcg (0.175 mg) Tab","3.5"
"Pharmacy","levothyroxine 200 mcg (0.2 mg) Tab","3.5"
"Pharmacy","levothyroxine 200 mcg Powder Vial","886.87"
"Pharmacy","levothyroxine 25 mcg (0.025 mg) Tab","3.5"
"Pharmacy","levothyroxine 50 mcg (0.05 mg) Tab","3.5"
"Pharmacy","levothyroxine 500mcg Powd Vial","2217.22"
"Pharmacy","levothyroxine 75 mcg (0.075 mg) Tab","3.5"
"Pharmacy","levothyroxine 88 mcg (0.088 mg) Tab","3.5"
"Pharmacy","lidocaine 0.5% Topical Spray (135mL Bulk)","3.5"
"Pharmacy","lidocaine 1% PF Sol vial (10mL)","3.5"
"Pharmacy","lidocaine 1% PF Sol vial (2mL)","4.29"
"Pharmacy","lidocaine 1% PF Sol vial (30mL)","3.5"
"Pharmacy","lidocaine 1% PF Sol vial (5mL)","5.34"
"Pharmacy","lidocaine 1% Sol (10mL vial)","3.5"
"Pharmacy","lidocaine 1% Sol (2mL Vial)","4.2"
"Pharmacy","lidocaine 1.5% PF Sol vial (20mL)","3.5"
"Pharmacy","lidocaine 2% IV Solution (20mL MDV Inj)","3.5"
"Pharmacy","lidocaine 2% Sol (50 mL Vial)","3.5"
"Pharmacy","lidocaine 2% Sol 2mL vial","5.46"
"Pharmacy","lidocaine 2% Solution IV PF (2mL Amp)","3.5"
"Pharmacy","lidocaine 2% Solution IV PF (2mL Vial)","5.34"
"Pharmacy","lidocaine 2% Solution IV PF (5mL Vial)","3.5"
"Pharmacy","lidocaine 2% Topical Gel (20mL Bulk)","3.5"
"Pharmacy","lidocaine 2% Topical Gel (30mL Bulk)","3.5"
"Pharmacy","lidocaine 2% Topical Gel (6mL Bulk)","4.17"
"Pharmacy","lidocaine 2% Topical Gel w/Appl (11mL Bulk)","3.5"
"Pharmacy","lidocaine 2% Topical Gel w/Appl Uro-Jet (10mL Bulk)","3.5"
"Pharmacy","lidocaine 2% Topical Gel w/Appl Uro-Jet (5mL Bulk)","4.83"
"Pharmacy","lidocaine 2gm/500mL Solution IV (LVP)","3.5"
"Pharmacy","lidocaine 3% Topical Cream (28.3gm Bulk)","6.38"
"Pharmacy","lidocaine 4% Solution IV PF (5mL Vial)","3.64"
"Pharmacy","lidocaine 4% Topical Cream (15gm Bulk)","4.48"
"Pharmacy","lidocaine 4% Topical Cream (30gm Bulk)","3.92"
"Pharmacy","lidocaine 4% Topical Cream (5gm Bulk)","5.88"
"Pharmacy","lidocaine 4% Topical Cream (76.5 gm Bulk)","21"
"Pharmacy","lidocaine 4% Topical Film","5.8"
"Pharmacy","lidocaine 5% Topical Cream (15gm Bulk)","5.6"
"Pharmacy","lidocaine 5% Topical Cream (30gm Bulk)","3.5"
"Pharmacy","lidocaine 5% Topical Ointment (30gm Bulk)","26.67"
"Pharmacy","lidocaine 5% Topical Ointment (35gm Bulk)","31.27"
"Pharmacy","lidocaine 5% Topical Ointment (50gm Bulk)","26.67"
"Pharmacy","lidocaine Top 5% film","32.76"
"Pharmacy","lidocaine topical 2% Oral Sol 100 mL","3.5"
"Pharmacy","lidocaine topical 2% Oral Sol 15 mL","3.5"
"Pharmacy","lidocaine topical 4% Top Sol 50 mL","3.5"
"Pharmacy","lidocaine-prilocaine 2.5%-2.5% Topical Cream (30 gm)","5.37"
"Pharmacy","linaclotide 145 mcg Cap","54.19"
"Pharmacy","linaclotide 290 mcg Cap","54.19"
"Pharmacy","linaclotide 72 mcg Cap","49.26"
"Pharmacy","linagliptin 5 mg Tab","52.37"
"Pharmacy","linagliptin-metformin 2.5 mg-500 mg Tab","27.43"
"Pharmacy","lindane topical 1% Shampoo (60ml Bulk)","7.98"
"Pharmacy","linezolid 100 mg/5 mL Oral Liquid (Extemp)","19.13"
"Pharmacy","linezolid 600 mg Tab","640.5"
"Pharmacy","linezolid 600mg IV/300ml IV Sol (0.9% NS)","3.5"
"Pharmacy","linezolid 600mg IV/300ml IV Sol (D5% fluid)","3.5"
"Pharmacy","liothyronine 25 mcg Tab","3.9"
"Pharmacy","liothyronine 5 mcg Tab","3.5"
"Pharmacy","liothyronine 50 mcg Tab","5.56"
"Pharmacy","lipid, 20% IV 250 mL","3.5"
"Pharmacy","lipid, 20% IV 500 mL","3.5"
"Pharmacy","liraglutide 18 mg/3 mL Sol","369.26"
"Pharmacy","lisdexamfetamine 10 mg Cap","37.89"
"Pharmacy","lisdexamfetamine 20 mg Cap","37.89"
"Pharmacy","lisdexamfetamine 30 mg Cap","37.89"
"Pharmacy","lisdexamfetamine 50 mg Cap","37.89"
"Pharmacy","lisdexamfetamine 60 mg Cap","37.89"
"Pharmacy","lisdexamfetamine 70 mg Cap","37.89"
"Pharmacy","lisinopril 10 mg Tab","4.33"
"Pharmacy","lisinopril 2.5 mg Tab","3.5"
"Pharmacy","lisinopril 20 mg Tab","3.5"
"Pharmacy","lisinopril 40 mg Tab","5.17"
"Pharmacy","lisinopril 5 mg Tab","3.5"
"Pharmacy","lithium 150 mg Cap","3.5"
"Pharmacy","lithium 300 mg Cap","3.5"
"Pharmacy","lithium 300 mg ER Tab","3.5"
"Pharmacy","lithium 300 mg Tab","3.5"
"Pharmacy","lithium 300 mg/5 mL Oral Syrup (5mL UD)","3.5"
"Pharmacy","lithium 450 mg ER Tab","3.5"
"Pharmacy","l-methylfolate 7.5 mg Cap","22.57"
"Pharmacy","l-methylfolate 7.5 mg Tab","10.37"
"Pharmacy","lomustine 100 mg Oral Cap","212.12"
"Pharmacy","loperamide 1 mg/7.5 mL Oral Liquid (15mL UD Liq)","3.5"
"Pharmacy","loperamide 1 mg/7.5 mL Oral Suspension (15mL UD Susp)","3.5"
"Pharmacy","loperamide 1mg/5mL Oral  Liquid (5mL UD)","3.5"
"Pharmacy","loperamide 2 mg Cap","3.5"
"Pharmacy","loperamide 2 mg Tab","3.5"
"Pharmacy","loperamide 2mg/10mL Oral Liquid (10mL UD Liq)","3.5"
"Pharmacy","lopinavir-ritonavir 200 mg-50 mg Tab","31.44"
"Pharmacy","loratadine 10 mg Tab","3.5"
"Pharmacy","loratadine 5 mg/5 mL Oral Syrup (10mL UD)","3.5"
"Pharmacy","loratadine-pseudoephedrine 10 mg-240 mg ER Tab 24 hr","3.9"
"Pharmacy","loratadine-pseudoephedrine 5 mg-120 mg ER Tab 12 hr","3.5"
"Pharmacy","LORazepam 0.5 mg Tab","3.5"
"Pharmacy","LORazepam 1 mg Tab","3.5"
"Pharmacy","LORazepam 2 mg Tab","4.62"
"Pharmacy","LORazepam 2 mg/mL Concentrated Oral Soln (1mL UD Liq)","4.42"
"Pharmacy","LORazepam 2 mg/mL Inj Sol","4.1"
"Pharmacy","LORazepam 2mg/mL Solution IV (10mL MDV)","3.7"
"Pharmacy","LORazepam 4 mg/mL Solution IV (1mL Vial)","7.18"
"Pharmacy","LORazepam 4mg/mL Solution IV (10mL MDV)","5.03"
"Pharmacy","losartan 100 mg Tab","10.77"
"Pharmacy","losartan 25 mg Tab","5.87"
"Pharmacy","losartan 50 mg Tab","7.88"
"Pharmacy","loteprednol 0.2% Ophthalmic Suspension (5mL Bulk)","162.53"
"Pharmacy","loteprednol 0.5% Ophthalmic Gel (5mL Bulk)","137.41"
"Pharmacy","loteprednol 0.5% Ophthalmic Suspension (5mL Bulk)","171.25"
"Pharmacy","loteprednol 0.5% Opth Oint (3.5gm Bulk)","276.21"
"Pharmacy","lovastatin 10 mg Tab","4.71"
"Pharmacy","lovastatin 20 mg Tab","4.41"
"Pharmacy","lovastatin 40 mg Tab","14.95"
"Pharmacy","loxapine 10 mg Cap","4.45"
"Pharmacy","loxapine 25 mg Cap","6.74"
"Pharmacy","loxapine 5 mg Cap","3.5"
"Pharmacy","loxapine 50 mg Cap","9"
"Pharmacy","lubiprostone 24 mcg oral capsule","25.98"
"Pharmacy","lubiprostone 8 mcg Cap","25.98"
"Pharmacy","lurasidone 120 mg Tab","255.7"
"Pharmacy","lurasidone 20 mg Tab","171.28"
"Pharmacy","lurasidone 40 mg Tab","171.28"
"Pharmacy","lurasidone 60 mg Tab","171.28"
"Pharmacy","lurasidone 80 mg Tab","171.28"
"Pharmacy","lutein 20 mg Cap","3.5"
"Pharmacy","lysine 500 mg Tab","3.5"
"Pharmacy","mafenide 85 mg/g Topical Cream (56.7gm Bulk)","4.48"
"Pharmacy","mafenide topical 5% Topical Powder (1EA Bulk) *50gm*","562.76"
"Pharmacy","magnesium amino acids chelate 133 mg Tab","3.5"
"Pharmacy","magnesium chloride 64 mg ER Tab","3.5"
"Pharmacy","magnesium citrate 8.85% Oral Liquid (300mL Bulk)","3.5"
"Pharmacy","magnesium gluconate 250 mg Tab","3.5"
"Pharmacy","magnesium gluconate 500 mg Tab","3.5"
"Pharmacy","magnesium gluconate 54mg/5ml Oral Liquid (5mL UD Liq)","3.5"
"Pharmacy","magnesium hydroxide 24% Oral Concentrated Soln (10mL UD Liq)","3.5"
"Pharmacy","magnesium hydroxide 311 mg Tab Chew","3.5"
"Pharmacy","magnesium hydroxide 8% Oral Susp (30mL UD Liq)","3.5"
"Pharmacy","magnesium lactate 84 mg Tab ER","3.5"
"Pharmacy","magnesium oxide 140 mg Cap","3.5"
"Pharmacy","magnesium oxide 250 mg Tab","3.5"
"Pharmacy","magnesium oxide 400 mg Tab","3.5"
"Pharmacy","magnesium sulfate 2 gm/50 mL (premix)","3.5"
"Pharmacy","magnesium sulfate 4 g/100 mL-sterile water IV Sol","3.5"
"Pharmacy","magnesium sulfate 4 gm/50 mL (premix)","3.5"
"Pharmacy","magnesium sulfate 50% 1 gm/2 mL Solution IV (2 mL Vial)","3.5"
"Pharmacy","magnesium sulfate -Topical Powder (454gm Bulk)","3.5"
"Pharmacy","magnesium/potassium/sodium sulfates 1.6 g-3.13 g-17.5 g/177 mL Liq","3.5"
"Pharmacy","mannitol 20% IV Sol 500 mL","3.5"
"Pharmacy","mannitol 25% IV Sol 50 mL","3.5"
"Pharmacy","maprotiline 25 mg Tab","4.04"
"Pharmacy","maraviroc 150 mg Tab","105.76"
"Pharmacy","measles/mumps/rubella virus vaccine SubQ Inj","297.86"
"Pharmacy","meclizine 12.5 mg Tab","3.5"
"Pharmacy","meclizine 25 mg Tab","3.5"
"Pharmacy","meclizine 25 mg Tab-chew","3.5"
"Pharmacy","medroxyPROGESTERone 10 mg Tab","3.5"
"Pharmacy","medroxyPROGESTERone 150 mg/mL Sus","342.48"
"Pharmacy","medroxyPROGESTERone 2.5 mg Tab","3.5"
"Pharmacy","medroxyPROGESTERone 5 mg Tab","3.5"
"Pharmacy","megestrol  ES 625 mg/5 mL Oral Susp (5mL UD Liq)","20.97"
"Pharmacy","megestrol 20 mg Tab","3.64"
"Pharmacy","megestrol 200mg/5mL Oral Susp (5mL UD Liq)","3.5"
"Pharmacy","megestrol 40 mg Tab","3.66"
"Pharmacy","megestrol 400mg/10mL Oral Susp (10mL UD)","3.5"
"Pharmacy","megestrol 800mg/20mL Oral Susp (20mL UD)","3.5"
"Pharmacy","melatonin 1 mg tab","3.5"
"Pharmacy","melatonin 10 mg Cap","3.5"
"Pharmacy","melatonin 3 mg tab","3.5"
"Pharmacy","melatonin 5 mg Tab","3.5"
"Pharmacy","meloxicam 15 mg Tab","16.32"
"Pharmacy","meloxicam 7.5 mg Tab","10.84"
"Pharmacy","memantine 10 mg Tab","21.33"
"Pharmacy","memantine 14 mg Cap ER","53.48"
"Pharmacy","memantine 21 mg Cap ER","53.48"
"Pharmacy","memantine 28 mg Cap ER","53.48"
"Pharmacy","memantine 5 mg Tab","21.33"
"Pharmacy","memantine 7 mg Cap ER","53.48"
"Pharmacy","meningococcal conjugate vaccine - Powder Inj UD","457.24"
"Pharmacy","meningococcal conjugate vaccine IM Sol","975.86"
"Pharmacy","menthol 10.5% topical Spray (89mL Bulk)","3.5"
"Pharmacy","menthol 4% Topical Gel (118mL Bulk)","3.5"
"Pharmacy","menthol 4% Topical Gel (89mL Bulk)","3.5"
"Pharmacy","menthol 5% topical-patch","10.57"
"Pharmacy","menthol lozenge","3.5"
"Pharmacy","menthol Topical Gel (60gm Bulk)","3.5"
"Pharmacy","menthol-zinc oxide 0.44%-20.625% Topical Ointment (113gm Bulk)","3.5"
"Pharmacy","menthol-zinc oxide 0.44%-20.625% Topical Ointment (3.5gm Bulk)","3.5"
"Pharmacy","menthol-zinc oxide 0.44%-20.625% Topical Ointment (71gm Bulk)","3.5"
"Pharmacy","meperidine 100 mg/mL Inj Sol","21.98"
"Pharmacy","meperidine 25 mg/0.5 mL Inj Sol","15.64"
"Pharmacy","meperidine 25 mg/mL Inj Sol","22.7"
"Pharmacy","meperidine 50 mg Tab","10.57"
"Pharmacy","meperidine 50 mg/mL Inj Sol","9.19"
"Pharmacy","meperidine 75 mg/mL Inj Sol","21.97"
"Pharmacy","meprobamate 200 mg Tab","24.06"
"Pharmacy","meprobamate 400 mg Tab","6.41"
"Pharmacy","mercaptopurine 50 mg Tab","13.31"
"Pharmacy","meropenem 1 gm/50 mL-NS IV solution (premix)","104.4"
"Pharmacy","meropenem 1,000 mg Pow inj","84"
"Pharmacy","meropenem 500 mg Pow inj","42"
"Pharmacy","meropenem 500 mg/ 50 mL-NS IV Solution (premix)","75.97"
"Pharmacy","mesalamine 0.375 g Cap ER","15.32"
"Pharmacy","mesalamine 1.2 gm Tab DR","35.38"
"Pharmacy","mesalamine 1000 mg Supp","135.04"
"Pharmacy","mesalamine 250 mg ERCap","11.7"
"Pharmacy","mesalamine 4 g/60 mL Rectal Enema","3.5"
"Pharmacy","mesalamine 400 mg Cap DR","12.41"
"Pharmacy","mesalamine 400 mg Tab DR","8.83"
"Pharmacy","mesalamine 500 mg ERCap","23.4"
"Pharmacy","mesalamine 800 mg Tab DR","32.46"
"Pharmacy","metaxalone 400 mg Tab","22.41"
"Pharmacy","metaxalone 800 mg Tab","20.96"
"Pharmacy","metFORMIN 1000 mg Tab","4.8"
"Pharmacy","metFORMIN 500 mg Tab","3.5"
"Pharmacy","metFORMIN 500 mg Tab ER","4.68"
"Pharmacy","metFORMIN 500 mg/5 mL Oral Solution (5mL UD Liq)","5.91"
"Pharmacy","metFORMIN 750 mg Tab ER","4.19"
"Pharmacy","metFORMIN 850 mg Tab","4.21"
"Pharmacy","metFORMIN-saxagliptin 1000 mg-2.5 mg Tab-ER","25.98"
"Pharmacy","metFORMIN-saxagliptin 1000 mg-5 mg Tab-ER","51.96"
"Pharmacy","metformin-sitagliptin 500 mg-50 mg","30.07"
"Pharmacy","methadone 10 mg Tab","3.5"
"Pharmacy","methadone 10 mg/5 mL Oral Soln (5mL UD Liq)","3.5"
"Pharmacy","methadone 10 mg/mL Oral Concentrate (1mL UD Liq)","3.5"
"Pharmacy","methadone 40 mg Tab Dis","3.5"
"Pharmacy","methadone 5 mg Tab","3.5"
"Pharmacy","methadone 5 mg/5 mL Oral Soln (5mL UD Liq)","3.5"
"Pharmacy","methazolamide 25 mg Tab","13.41"
"Pharmacy","methazolamide 50 mg Tab","26.82"
"Pharmacy","methenamine hippurate 1 g Tab","7.32"
"Pharmacy","methenamine mandelate 0.5 g Tab","3.5"
"Pharmacy","methenamine mandelate 1 g Tab","5.78"
"Pharmacy","methimazole 10 mg Tab","3.5"
"Pharmacy","methimazole 5 mg Tab","3.5"
"Pharmacy","methocarbamol 100 mg/mL IV Sol 10mL","24.95"
"Pharmacy","methocarbamol 500 mg Tab","3.5"
"Pharmacy","methocarbamol 750 mg Tab","3.5"
"Pharmacy","methotrexate 2.5 mg Tab","21.83"
"Pharmacy","methotrexate 25 mg/mL Inj Sol  (10 mL Vial)","14.11"
"Pharmacy","methotrexate 25 mg/mL Inj Sol 2mL","15.04"
"Pharmacy","methotrexate 25 mg/mL Inj Sol PF (10 mL Vial)","3.79"
"Pharmacy","methotrexate 25 mg/mL Inj Sol PF 2 mL","8.69"
"Pharmacy","methscopolamine 2.5 mg Tab","9.76"
"Pharmacy","methscopolamine 5 mg Tab","13.88"
"Pharmacy","methyl salicylate Top Crm (150gm Bulk)","3.5"
"Pharmacy","methyl salicylate Topical Cream (57gm bulk)","3.5"
"Pharmacy","methyl salicylate Topical Cream (90gm bulk)","3.5"
"Pharmacy","methyl salicylate Topical Ointment (28gm Bulk)","3.5"
"Pharmacy","methyl salicylate topical patch","3.5"
"Pharmacy","methylcellulose 2 g/19 g Powder (480gm Bulk)","3.5"
"Pharmacy","methylcellulose 500 mg Tab","3.5"
"Pharmacy","methyldopa 250 mg Tab","3.5"
"Pharmacy","methyldopa 500 mg Tab","3.5"
"Pharmacy","methylnaltrexone 12 mg/0.6 mL Sol","763"
"Pharmacy","methylnaltrexone 150 mg Tab","69.36"
"Pharmacy","methylnaltrexone 8 mg/0.4 mL Sol","1144.47"
"Pharmacy","methylphenidate 10 mg Tab","3.65"
"Pharmacy","methylphenidate 10 mg/24 hr  ER Cap","19.61"
"Pharmacy","methylphenidate 10 mg/8 hr ER Tab","26.25"
"Pharmacy","methylphenidate 18 mg/24 hr ER Tab","21.78"
"Pharmacy","methylphenidate 20 mg Tab","5.24"
"Pharmacy","methylphenidate 20 mg/24 hr Cap ER","19.61"
"Pharmacy","methylphenidate 20 mg/8 hr ER Tab","27.13"
"Pharmacy","methylphenidate 27 mg/24 hr ER Tab","34.91"
"Pharmacy","methylphenidate 30 mg/24 hours Cap ER","20.31"
"Pharmacy","methylphenidate 36 mg/24 hr ER Tab","36.01"
"Pharmacy","methylphenidate 5 mg Tab","3.5"
"Pharmacy","methylphenidate 54 mg/24 hr ER Tab","39.18"
"Pharmacy","methylPREDNISolone 1 gm Sod Suc PF Pow Vial","238.51"
"Pharmacy","methylPREDNISolone 1 gm Sod Suc Pow Vial","143.71"
"Pharmacy","methylPREDNISolone 125 mg Sod Suc  (PF)","40.66"
"Pharmacy","methylPREDNISolone 125 mg Sod Suc Pow Vial","48.93"
"Pharmacy","methylPREDNISolone 16 mg Tab","12.39"
"Pharmacy","methylPREDNISolone 4 mg Dose Pack","5.77"
"Pharmacy","methylPREDNISolone 40 mg  Sod Suc PF Pow vial","25.21"
"Pharmacy","methylPREDNISolone 40 mg Sod Suc Pow Vial","25.54"
"Pharmacy","methylPREDNISolone 40 mg/mL Acetate Susp","44.39"
"Pharmacy","methylPREDNISolone 40 mg/mL Acetate Susp-inj (5mL)","38.51"
"Pharmacy","methylPREDNISolone 500 mg Sod Suc (PF) Pow Vial","163.95"
"Pharmacy","methylPREDNISolone 500 mg Sod Suc Pow Vial","97.1"
"Pharmacy","methylPREDNISolone 8 mg Tab","7.04"
"Pharmacy","methylPREDNISolone 80 mg/mL Acetate Susp","29.3"
"Pharmacy","methylPREDNISolone 80 mg/mL Acetate Susp (5 mL Vial)","77.09"
"Pharmacy","metoclopramide 10 mg Tab","3.5"
"Pharmacy","metoclopramide 10mg/10mL Oral Syrup (10mL UD)","3.5"
"Pharmacy","metoclopramide 5 mg Tab","3.5"
"Pharmacy","metoclopramide 5 mg/mL Inj Sol 2 mL","3.5"
"Pharmacy","metolazone 10 mg Tab","12.28"
"Pharmacy","metolazone 2.5 mg Tab","11.5"
"Pharmacy","metolazone 5 mg Tab","13.07"
"Pharmacy","metoprolol 1 mg/mL Inj Sol 5 mL","3.5"
"Pharmacy","metoprolol 1 mg/mL PF Inj Sol 5mL","3.5"
"Pharmacy","metoprolol 100 mg ER succinate Tab","6.08"
"Pharmacy","metoprolol 25 mg ER succinate Tab","3.69"
"Pharmacy","metoprolol 50 mg ER succinate Tab","4.34"
"Pharmacy","metoprolol tartrate 100 mg Tab","3.5"
"Pharmacy","metoprolol tartrate 25 mg Tab","3.5"
"Pharmacy","metoprolol tartrate 50 mg Tab","3.5"
"Pharmacy","metroNIDAZOLE 0.75% Topical Cream (45gm Bulk)","14.17"
"Pharmacy","metroNIDAZOLE 0.75% Topical Gel (45gm Bulk)","13.48"
"Pharmacy","metroNIDAZOLE 0.75% Vaginal Gel w/Appl (70gm Bulk)","7.64"
"Pharmacy","metroNIDAZOLE 1% Topical Gel (60gm Bulk)","16.17"
"Pharmacy","metroNIDAZOLE 250 mg Tab","3.5"
"Pharmacy","metroNIDAZOLE 500 mg Tab","3.5"
"Pharmacy","metroNIDAZOLE 500 mg/100 mL IV Sol","3.5"
"Pharmacy","mexiletine 150 mg Cap","8.87"
"Pharmacy","mexiletine 200 mg Cap","10.59"
"Pharmacy","mexiletine 250 mg Cap","12.24"
"Pharmacy","micafungin 100 mg Pow inj","785.4"
"Pharmacy","micafungin 50 mg Pow inj","392.7"
"Pharmacy","miconazole 2% Topical Cream (142gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Cream (42.5gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Ointment (150gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Ointment (60gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Powder (113gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Powder (45gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Powder (70gm Bulk)","3.5"
"Pharmacy","miconazole 2% Topical Powder (90gm Bulk)","3.5"
"Pharmacy","miconazole 200 mg Vag Supp","61.33"
"Pharmacy","miconazole 200 mg-2% Vag kit","35.56"
"Pharmacy","miconazole topical 100 mg Sup","5.79"
"Pharmacy","miconazole topical 2% Vaginal Cream (45gm Bulk)","3.5"
"Pharmacy","miconazole topical 4% Vaginal Cream (5gm Bulk)","3.5"
"Pharmacy","miconazole-zinc oxide 2%-10% Topical Spray (56gm Bulk)","3.5"
"Pharmacy","midazolam 1 mg/mL Inj Sol 10mL","3.5"
"Pharmacy","midazolam 1 mg/mL Inj Sol 2 mL","3.5"
"Pharmacy","midazolam 1 mg/mL Inj Sol 5mL","3.5"
"Pharmacy","midazolam 1 mg/mL Inj Sol PF 5mL","3.5"
