"Charge name","Charge procedure master #","Revenue ID","Associated Cost Centers & NAME","HOSPITAL BILLING DEFAULT TECH FEE SCHEDULE","Fee Schedule Year"
"HC CLSD TX ACROMIOCLAVICULAR DISLC W/MANIP","H4500292","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$384.00","2018"
"HC CLSD TX SHOULDER DISL W/SURG/ANTMCL NECK FX W/MANIP","H4500293","0450","30 EMERGENCY ROOM NURSING  45 EMERGENCY ROOM","$534.00","2018"
"HC I&D UPPER ARM/ELBOW DEEP ABSCESS/HEMATOMA","H4500294","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 20 4 SURGICAL","$1,437.00","2018"
"HC INCISION&DRAINAGE UPPER ARM/ELBOW BURSA","H4500295","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$1,437.00","2018"
"HC RMVL FOREIGN BODY UPPER ARM/ELBOW SUBCUTANEOUS","H4500296","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$982.00","2018"
"HC CLSD HUMERAL EPICONDYLAR FX MEDIAL/LAT W/MANIP","H4500297","0450","80 EMERGENCY ROOM NURSING","$595.00","2018"
"HC OPEN TX ULNAR FX PROXIMAL END","H4500298","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$5,223.00","2018"
"HC CLSD TX ULNAR SHAFT FRACTURE W/MANIPULATION","H4500299","0450","20 EMERGENCY ROOM NURSING","$509.00","2018"
"HC CLSD TX LUNATE DISL W/MANIP","H4500300","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$1,204.00","2018"
"HC DRNG FINGER ABSCESS COMPLICATED","H4500301","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$903.00","2018"
"HC ARTHRT EXPL DRG/RMVL LOOSE/FB IPHAL JT EA","H4500302","0450","20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$2,645.00","2018"
"HC CLSD TX CARPO/METACARPL DISL THMB MANIP EA W/O ANES","H4500303","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING","$509.00","2018"
"HC CLSD TX METACARPOPHALANGEAL DISL W/MANIP W/O ANES","H4500304","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$384.00","2018"
"HC CLSD TX PHLNGL FX PROX/MIDDLE PX/F/T W/O MANIP EA","H4500305","0450","20 EMERGENCY ROOM NURSING  25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$384.00","2018"
"HC CLSD TX ARTICULAR FX INVG MTCARPHLNGL/IPHAL JNT W/MANIP EA","H4500306","0450","20 EMERGENCY ROOM NURSING  25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$534.00","2018"
"HC CLSD TX IPHAL JNT DISL W/MANIP REQ ANES","H4500307","0450","25 EMERGENCY ROOM  30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING","$2,744.00","2018"
"HC CLSD TX FEM FX PROX END NCK W/O MANIP","H4500308","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$543.00","2018"
"HC CLSD TX INTER/PERI/SUBTROCHANTERIC FEM FX W/O MANIP","H4500309","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$534.00","2018"
"HC CLSD TX INTERCONDYLAR SPI&/TUBRST FX KNEE W/WO MANIP","H4500310","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$509.00","2018"
"HC CLSD TX PATELLAR DISL W/ANESTHESIA","H4500311","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$2,574.00","2018"
"HC REPAIR PRIMARY OPEN/PRQ RUPTURED ACHILLES TENDON","H4500312","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$6,219.00","2018"
"HC REPAIR FLEXOR TENDON LEG PRIMARY W/O GRAFT EA","H4500313","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$3,513.00","2018"
"HC CLSD TX FX W8 BRG ARTCLR PRTN DSTL TIB W/SKEL TRAC","H4500314","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$534.00","2018"
"HC CLSD TX TARSAL DISL OTH/THN TALOTARSAL W/O ANES","H4500315","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 20 EMERGENCY ROOM NURSING","$508.00","2018"
"HC CLSD TX INTERPHALANGEAL JNT DISL REQ ANES","H4500316","0450","25 EMERGENCY ROOM","$2,690.00","2018"
"HC LARYNGOSCOPY W/FB RMVL","H4500317","0450","25 EMERGENCY ROOM 20 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$1,146.00","2018"
"HC THORCOM CTRL TRAUMTC HEMRRG&/RPR LNG TEAR","H4500318","0450","80 EMERGENCY ROOM NURSING","$7,008.00","2018"
"HC REPAIR LIP FULL THKNS =<ONE-HALF VERT HEIGHT","H4500319","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$2,809.00","2018"
"HC INTRAORAL I&D TONGUE/FLOOR MASTICATOR SPACE","H4500320","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$392.00","2018"
"HC XTRORAL I&D ABSC CST/HMTMA FLOOR MOUTH SUBMNDBLR","H4500321","0450","25 EMERGENCY ROOM","$1,409.00","2018"
"HC REPAIR LACERATION PALATE </2 CM","H4500322","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$393.00","2018"
"HC CTRL OROPHARYNGEAL HEMORRHAGE COMP REQ HOSPIT","H4500323","0450","55 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 20 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$1,069.00","2018"
"HC I&D SUBMUCOSAL ABSCESS RECTUM","H4500325","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$616.00","2018"
"HC RMVL FECAL IMPACTION/FB SPX UNDER ANES","H4500326","0450","55 EMERGENCY ROOM NURSING","$374.00","2018"
"HC RPR RECRT INGUINAL HERNIA ANY AGE REDUCIBLE","H4500327","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$5,238.00","2018"
"HC RPR UMBILICAL HRNA 5 YRS/> REDUCIBLE","H4500328","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$5,238.00","2018"
"HC SLITTING PREPUCE DORSAL/LAT SPX XCP NEWBORN","H4500329","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$2,690.00","2018"
"HC RMVL OF HYDROCELE,TUNICA,UNILAT","H4500330","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$5,025.00","2018"
"HC ENDOCERVICAL CURETTAGE W/DILATION & CURETTAGE","H4500331","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$584.00","2018"
"HC TRACHELORRHAPHY PLSTC RPR UTERINE CERVIX VAG","H4500332","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$1,861.00","2018"
"HC EXCIS CHALAZION SGL","H4500333","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM","$654.00","2018"
"HC CORRECTION TRICHIASIS EPILATION FORCEPS ONLY","H4500334","0450","25 EMERGENCY ROOM","$739.00","2018"
"HC OPHTH MEDICAL XM&EVAL INTERMEDIATE NEW PT","H4500335","0450","80 EMERGENCY ROOM NURSING","$139.00","2018"
"HC IPECAC/SIMILAR ADMN EMESIS OBS","H4500336","0450","30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$137.00","2018"
"HC CRITICAL CARE INTERFACILITY TRANSPORT 30-74 MIN","H4500337","0450","25 EMERGENCY ROOM","$3,049.00","2018"
"HC CRITICAL CARE INTERFACILITY TRANSPORT EA 30 MIN","H4500338","0450","25 EMERGENCY ROOM","$597.00","2018"
"HC VENIPUNCTURE <3 YRS FEM/JUGULAR","H4500339","0450","20 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$26.00","2018"
"HC VENIPUNCTURE <3 YRS OTHER VEIN","H4500340","0450","25 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$26.00","2018"
"HC VENIPUNCTURE 3/> YRS DX/TX (SEP PROC)","H4500341","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$26.00","2018"
"HC CLSD TX HIP SCKT FX W/O MANIP","H4500342","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$169.00","2018"
"HC CYSTO CALIBRATION DILAT URTL STRIX/STENOSIS","H4500343","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$2,881.00","2018"
"HC LARYNGOSCOPY RMVL FOREIGN BODY(IES)","H4500344","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$570.00","2018"
"HC CLSD TX ANKLE DISLOCATN W/ ANESTH","H4500345","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$2,606.00","2018"
"HC CLSD TX POST ANKLE FX W/O MANIP","H4500346","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$509.00","2018"
"HC CYSTOSTOMY W/DRAINAGE","H4500347","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING","$3,978.00","2018"
"HC CLSD TX ACETABULUM FX W/ MANIP","H4500348","0450","55 EMERGENCY ROOM NURSING 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 45 EMERGENCY ROOM","$509.00","2018"
"HC SIGMOIDOSCOPY FLX DX W/COLLJ SPEC BR/WA","H4500349","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 55 MEDICAL/SURGICAL","$1,044.00","2018"
"HC CLOSED TX FEMORAL FX PROX HEAD W/MANJ","H4500351","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$398.00","2018"
"HC RMVL LESION TENDON SHEATH/JT CAPSULE","H4500352","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$2,536.00","2018"
"HC REPAIR DENTAL ELLIS II FX","H4500353","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$2,694.00","2018"
"HC REM IMPACT CERUMEN IRR/LAVAGE UNI","H4500354","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 80 BERKLEY SPRINGS INTERNAL MED PB 80 COMM PHYS OF WAR PB 80 HANCOCK MEDICAL PRACTICE PB 80 WAR INT MED -BSIM FACILITY 80 WAR MULTISPEC - COM PHY FACILITY 80 WAR FAM MED - HANCOCK FACILITY","$174.00","2018"
"HC EXC SOFT TIS NECK/CHEST SQ >=3CM","H4500355","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$5,240.00","2018"
"HC TX CLOSED POST PEL RING FX DISL DIAST/SUBLXT W/WO ANT PEL RING","H4500357","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 80 SURGICAL SERVICES PRACTICE PB 80 WAR MULTISPEC - SURG SER FACILITY","$2,375.00","2018"
"HC TX CLOSED POST PEL RING FX DISL DIAST/SUBLXT W/WO ANT PEL RING  W MANIP","H4500358","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$2,375.00","2018"
"HC CANTHOTOMY (SEPARATE PROCEDURE)","H4500359","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$3,018.00","2018"
"HC DRAINAGE EXTRN EAR ABSCESS/HEMATOMA CMPL","H4500360","0450","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 55 EMERGENCY ROOM NURSING","$866.00","2018"
"HC TX CLOSED PROX FIB/SHAFT FX W/MANIP","H4500361","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$534.00","2018"
"HC TX OSTEO MANIP 1-2 BODY REGIONS","H4500362","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$140.00","2018"
"HC MANIP FORESKIN W/LSS PREPUTIAL ADS & STRCH","H4500363","0450","55 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 80 EMERGENCY ROOM NURSING 20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM","$872.00","2018"
"HC INSERT WIRE/PIN W/APPL SKELETAL TRACT SEP PROC","H4500364","0450","20 EMERGENCY ROOM NURSING","$3,537.00","2018"
"HC EXC MAL LES+MRG S/N/H/F/G 2.1-3CM","H4500365","0450","20 EMERGENCY ROOM NURSING","$1,522.00","2018"
"HC SPIROMETRY","H4600001","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$103.00","2018"
"HC SPIRO PRE & POST BRONCHDIL","H4600002","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$211.00","2018"
"HC BRONCHOSPSM EVAL","H4600003","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY","$623.00","2018"
"HC VITAL CAPACITY TEST","H4600004","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$50.00","2018"
"HC LUNG FUNCTION TEST (MBC/MVV)","H4600005","0460","30 RESPIRATORY THERAPY 80 WAR FAM MED - HANCOCK FACILITY 80 RESPIRATORY CARE 20 RESPIRATORY THERAPY","$55.00","2018"
"HC RESPIRATORY FLOW VOLUME LOOP","H4600009","0460","30 RESPIRATORY THERAPY 20 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE 25 RESPIRATORY THERAPY","$125.00","2018"
"HC O2/CO2 UPTAKE ANALYSIS","H4600012","0460","20 THERAPEUTIC  RADIOLOGY 20 NUTRITION THERAPY","$246.00","2018"
"HC PULSE OX SINGLE","H4600014","0460","20 RESPIRATORY THERAPY 20 CONGEST HEART FAILURE CLINIC 20 EMERGENCY ROOM NURSING 25 RESPIRATORY THERAPY 25 EMERGENCY ROOM 30 RESPIRATORY THERAPY 30 EMERGENCY ROOM NURSING 45 RESPIRATORY THERAPY 45 EMERGENCY ROOM 55 RESPIRATORY THERAPY 55 EMERGENCY ROOM NURSING 80 RESPIRATORY CARE 80 EMERGENCY ROOM NURSING 80 CARDIAC REHABILITATION 20 TRACH & PEG CLINIC 80 WAR FAM MED - HANCOCK FACILITY","$52.00","2018"
"HC PULSE OX MULTIPLE","H4600015","0460","20 RESPIRATORY THERAPY 20 CONGEST HEART FAILURE CLINIC 20 EMERGENCY ROOM NURSING 25 RESPIRATORY THERAPY 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 55 RESPIRATORY THERAPY 55 EMERGENCY ROOM NURSING 80 RESPIRATORY CARE 80 EMERGENCY ROOM NURSING 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 80 WAR FAM MED - HANCOCK FACILITY","$200.00","2018"
"HC PULSE OX OVERNIGHT","H4600016","0460","20 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE 25 RESPIRATORY THERAPY","$150.00","2018"
"HC EXHALED CARBON DIOXIDE TEST","H4600017","0460","20 RESPIRATORY THERAPY 20 CT SCAN - RADIOLOGY 20 ULTRASOUND- RADIOLOGY 25 RESPIRATORY THERAPY 30 MEDICAL/SURGICAL 30 RESPIRATORY THERAPY 45 MEDICAL/SURGICAL 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$207.00","2018"
"HC PLETHYSMOGRAPHY LUNG VOL/AIRWAY RESIST","H4600018","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY","$219.00","2018"
"HC GAS DILUTION/WASHOUT LUNG VOL/VENT DIST","H4600019","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$187.00","2018"
"HC AIRWAY RESIST BY IMPULSE OSCILLOMETRY","H4600020","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY","$189.00","2018"
"HC DIFFUSING CAPACITY","H4600021","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$210.00","2018"
"HC PRESSURE MAX EXPIRATORY/INSPIRATORY","H4600024","0460","25 ELECTROCARDIOLOGY 30 RESPIRATORY THERAPY 45 RESPIRATORY THERAPY 80 CARDIAC REHABILITATION 20 RESPIRATORY THERAPY 80 RESPIRATORY CARE 25 RESPIRATORY THERAPY","$103.00","2018"
"HC O2 UPTAKE EXP GAS ANALYSIS REST INDIRECT SPX","H4600025","0460","20 THERAPEUTIC  RADIOLOGY 20 NUTRITION THERAPY","$111.00","2018"
"HC CAR SEAT/BED TESTING W/INTERP 60 MIN","H4600026","0460","20 RESPIRATORY THERAPY 20 NEONATAL INTENSIVE CARE 20 MOTHER/BABY NURSING","$315.00","2018"
"HC CAR SEAT/BED TESTNG W/INTERP ADDL 30MIN","H4600027","0460","20 RESPIRATORY THERAPY 20 NEONATAL INTENSIVE CARE 20 MOTHER/BABY NURSING","$124.00","2018"
"HC TEST EXERCISE BRONCHOSPASM","H4600028","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 30 CARDIAC REHABILITATION 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$308.00","2018"
"HC TEST STRESS PULMONARY","H4600029","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 30 CARDIAC REHABILITATION 45 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$308.00","2018"
"HC TEST EXERCISE CARDIOPULMONARY","H4600030","0460","20 RESPIRATORY THERAPY 25 RESPIRATORY THERAPY 30 RESPIRATORY THERAPY 55 RESPIRATORY THERAPY 80 RESPIRATORY CARE","$322.00","2018"
"HC PNEUMOGRAM","H4690001","0469","20 CENTRAL SERV & SUPPLIES 20 MOTHER/BABY NURSING 20 NEONATAL INTENSIVE CARE 20 PEDIATRICS","$1,243.00","2018"
"HC SLP PURE TONE SCREENING","H4710002","0471","20 OUTPATIENT REHAB CORK ST 20 REHAB SPEECH THERAPY 25 SPEECH THERAPY 25 S.N.F.-SPEECH THERAPY 30 SPEECH THERAPY 45 SPEECH THERAPY 55 PHYSICAL THERAPY I/P 80 REHAB SPEECH THERAPY","$59.00","2018"
"HC EVOKED POTENTIALS AUDITORY COM","H4710015","0471","20 NEURODIAGNOSTIC LAB 25 NEWBORN NURSERY 20 MOTHER/BABY NURSING 20 NEONATAL INTENSIVE CARE 25 SURGICAL SERVICES","$388.00","2018"
"HC EVOKED POTENTIALS AUDITORY LTD","H4710016","0471","20 MOTHER/BABY NURSING 25 NEWBORN NURSERY 20 NEONATAL INTENSIVE CARE","$379.00","2018"
"HC EVOKED OA EMISSIONS LTD","H4710017","0471","20 MOTHER/BABY NURSING","$401.00","2018"
"HC HEART/LUNG RESUSCITATION CPR","H4800001","0480","20 RESPIRATORY THERAPY 20 EMERGENCY ROOM NURSING 25 RESPIRATORY THERAPY 25 EMERGENCY ROOM 30 RESPIRATORY THERAPY 30 EMERGENCY ROOM NURSING 45 RESPIRATORY THERAPY 45 EMERGENCY ROOM 55 RESPIRATORY THERAPY 55 EMERGENCY ROOM NURSING 80 RESPIRATORY CARE 80 EMERGENCY ROOM NURSING","$1,156.00","2018"
"HC TEMP TRANSCUTANEOUS PACING","H4800002","0480","20 EMERGENCY ROOM NURSING 20 CARDIAC CATH LAB 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING 20 PROCEDURES - CRITICAL CARE","$265.00","2018"
"HC CARDIOVERSION EXTERNAL","H4800003","0480","20 GI/ENDO/GEN MED 20 MED TELEMETRY STEP- DOWN 20 MEDICAL ONCOLOGY 20 NEURO SURGICAL 20 ORTHOPAEDICS 20 4 SURGICAL 20 SURG TELEMETRY STEP-DOWN 20 PSYCHIATRIC 20 MOTHER/BABY NURSING 20 NEONATAL INTENSIVE CARE 20 CRITICAL CARE STEP DOWN 20 PULMONARY CARE 20 REHABILITATION UNIT 20 CARDIOVASCULAR LAB 20 LABOR & DELIVERY 20 CLINICAL OBSERVATION UNIT 20 PROCEDURES - CRITICAL CARE 20 EMERGENCY ROOM NURSING 20 CARDIAC CATH LAB 25 INTENSIVE CARE 25 EMERGENCY ROOM 30 MEDICAL/SURGICAL 30 INTENSIVE CARE 30 EMERGENCY ROOM NURSING 45 MEDICAL/SURGICAL 45 EMERGENCY ROOM 55 MEDICAL/SURGICAL 55 EMERGENCY ROOM NURSING 80 MEDICAL/SURGICAL 80 EMERGENCY ROOM NURSING 30 CARDIOVASCULAR LAB GEROPSYCH 30 SMH CRITICAL CARE STEPDOWN 20 MEDICAL OVERFLOW UNIT 20 WMC SHORT STAY UNIT 25 WMH CATH LAB","$1,195.00","2018"
"HC CARDIOVERSION INTERNAL","H4800004","0480","20 CRITICAL CARE STEP DOWN 20 PROCEDURES - CRITICAL CARE 20 CARDIOVASCULAR LAB","$1,254.00","2018"
"HC THROMBOLYSIS CORONARY IV INF","H4800005","0480","20 EMERGENCY ROOM NURSING 25 EMERGENCY ROOM 30 EMERGENCY ROOM NURSING 45 EMERGENCY ROOM 80 EMERGENCY ROOM NURSING","$366.00","2018"
"HC PERI-PROC DEVICE EVAL ICD","H4800008","0480","20 ENDOSCOPY","$83.00","2018"
"HC EVAL PM DEVICE IN PERSON","H4800009","0480","20 MED TELEMETRY STEP- DOWN 20 NEURO SURGICAL 20 SURG TELEMETRY STEP-DOWN 20 CRITICAL CARE STEP DOWN 20 PROCEDURES - CRITICAL CARE 20 EMERGENCY ROOM NURSING","$114.00","2018"
"HC INTERROGATION ICD","H4800010","0480","20 GI/ENDO/GEN MED 20 MED TELEMETRY STEP- DOWN 20 SURG TELEMETRY STEP-DOWN 20 CRITICAL CARE STEP DOWN 20 PROCEDURES - CRITICAL CARE 20 CARDIAC CATH LAB 20 MEDICAL OVERFLOW UNIT","$217.00","2018"
"HC BUNDLE HIS RECORDING","H4800011","0480","20 CARDIAC CATH LAB","$5,007.00","2018"
"HC INTRA-ATRIAL RECORDING","H4800012","0480","20 CARDIAC CATH LAB","$5,007.00","2018"
"HC RT VENTRIC RECORDING","H4800013","0480","20 CARDIAC CATH LAB","$4,970.00","2018"
"HC MAP TACHYCARD SITE(S)","H4800014","0480","20 CARDIAC CATH LAB","$4,970.00","2018"
"HC INTRA-ATRIAL PACING","H4800015","0480","20 CARDIAC CATH LAB","$5,007.00","2018"
"HC EP INTRAVENTRICULAR PACING","H4800016","0480","20 CARDIAC CATH LAB","$5,007.00","2018"
"HC INTRACARD EP 3-D MAPPING","H4800017","0480","20 CARDIAC CATH LAB","$4,970.00","2018"
"HC EP INDUCT ARRHY BY ELECT PACING","H4800018","0480","20 CARDIAC CATH LAB","$4,970.00","2018"
